Name:  Calcite CaCO3
Type:  Mineral
Class:  Carbonates
Subclass:   
Particle Size:  Fine  (less than 2 Micrometers)
Sample No.:  calcite.2
Owner:  JHU
Wavelength Range:  IR
Origin: Hunt and Salisbury Collection #48B; Sample from Cherokee 
Co., Kansas.
Description:  No solid sample is available for the specimen.  
Microscopic examination of the white powder fraction indicated pure 
calcite.



Measurement:  Transmission 
First Column:  X
Second Column:  Y  
X Units:  Wavelength (micrometers)
Y Units:  Transmittance (percent)
First X Value:  25.0442
Last X Value:  2.079
Number of X Values:  2287
Additional Information:  calcit2a.txt

25.04420302	84.4842
24.9237955	85.031
24.80454022	85.6873
24.68642074	85.9217
24.5694209	86.406
24.45358465	86.7654
24.3387763	87.1873
24.22504094	87.8396
24.11236361	88.0388
24.00072962	88.2654
23.89012454	88.6131
23.78053421	89.0076
23.67194472	89.2752
23.56434244	89.5857
23.45771395	89.7595
23.35204611	89.9841
23.24732598	90.3513
23.14354087	90.406
23.04067832	90.5955
22.93872607	90.9627
22.83767211	91.3142
22.7375046	91.5623
22.63821194	91.7732
22.53978272	92.1287
22.44220571	92.3064
22.3454699	92.4392
22.24956446	92.7127
22.15447875	93.0252
22.06020229	93.0623
21.96677306	93.3709
21.87408402	93.5896
21.7821739	93.6052
21.69103293	93.7146
21.60065148	94.0564
21.5110201	94.199
21.42212949	94.1345
21.33397051	94.2439
21.24653416	94.4724
21.15981159	94.6853
21.0737941	94.8201
20.98847313	94.9255
20.90384024	95.1892
20.81988716	95.3279
20.73660571	95.5427
20.65398787	95.7126
20.57202575	95.9587
20.49071156	96.1228
20.41003766	96.2576
20.3299965	96.2859
20.25058069	96.3992
20.1717829	96.5476
20.09359597	96.7429
20.01601281	96.8015
19.93906621	96.9304
19.8626695	97.0115
19.78685599	97.2039
19.71161901	97.3757
19.63695203	97.4548
19.56284859	97.5085
19.48930232	97.5554
19.41630698	97.6765
19.34385639	97.6951
19.27194448	97.8122
19.20056526	97.9031
19.12971284	97.9724
19.05938141	98.1453
18.98956523	98.2693
18.92025868	98.3054
18.85145618	98.3601
18.78315226	98.4197
18.71534153	98.4861
18.64801865	98.5505
18.58117838	98.6853
18.51481556	98.7244
18.44892507	98.699
18.38350191	98.8708
18.31854111	99.0076
18.25407111	98.9861
18.19002023	99.029
18.12641726	99.1062
18.06325753	99.1687
18.00053642	99.2507
17.93824937	99.3747
17.8763919	99.446
17.81495958	99.4822
17.75394803	99.5007
17.69335296	99.487
17.63317011	99.488
17.57339529	99.4441
17.51402436	99.4617
17.45505324	99.4372
17.39647791	99.4704
17.3382944	99.487
17.28049878	99.4509
17.2230872	99.4441
17.16605584	99.4724
17.10940093	99.4412
17.05311876	99.4382
16.99720566	99.4372
16.94165801	99.4773
16.88647225	99.5203
16.83167317	99.5847
16.77720046	99.5915
16.72307919	99.615
16.66930597	99.6482
16.61587747	99.7488
16.56279037	99.7283
16.51004141	99.7712
16.45762737	99.8044
16.40554507	99.8855
16.35379138	99.9294
16.30236319	99.9382
16.25125744	99.8718
16.20047111	99.8767
16.15000121	99.9079
16.0998448	100.0095
16.04999896	99.9744
16.00048641	99.9529
15.95125297	99.9226
15.90232158	99.9265
15.85368947	99.823
15.80535391	99.8923
15.75731218	99.823
15.70956162	99.7888
15.6620996	99.7888
15.61492349	99.8288
15.56803074	99.7429
15.52141878	99.699
15.47508511	99.6853
15.42902725	99.6579
15.38324273	99.5769
15.33772913	99.6091
15.29248405	99.5847
15.24750513	99.5256
15.20279002	99.4397
15.1583364	99.4392
15.114142	99.3552
15.07020455	99.2952
15.02652181	99.2849
14.98309158	99.1916
14.93991168	99.0759
14.89700213	99.0217
14.85431629	98.9475
14.81187438	98.8323
14.76967431	98.678
14.72771402	98.5901
14.68599147	98.4299
14.64450465	98.2639
14.60325156	98.1155
14.56223023	97.9358
14.52143873	97.74
14.48087511	97.5564
14.44053748	97.3005
14.40042395	97.0164
14.36053266	96.7126
14.32086177	96.1975
14.28140946	95.5037
14.24217393	94.6584
14.20315338	93.3342
14.16434607	91.2976
14.12575025	87.8889
14.0873642	82.0999
14.0491862	76.0252
14.01121458	76.5359
13.97344765	84.031
13.93590321	91.7791
13.89854065	96.6228
13.8613779	98.8357
13.82441336	99.6565
13.78764544	99.9499
13.75107258	100.0134
13.71469324	99.9495
13.67850587	99.8225
13.64250897	99.6843
13.60670103	99.5452
13.57108057	99.467
13.53564612	99.3518
13.50039624	99.2561
13.46532947	99.1951
13.4304444	99.116
13.39573962	99.0281
13.36121373	98.9138
13.32686536	98.8435
13.29269314	98.739
13.25869572	98.6389
13.22487175	98.5334
13.19121992	98.449
13.15773892	98.3474
13.12442745	98.2405
13.09130135	98.094
13.05832501	97.9997
