Name:  Dolomite CaMg(CO3)2
Type:  Mineral
Class:   Carbonates
Subclass:   
Particle Size: Coarse  (74-250 Micrometers)
Sample No.:  dolomite.3
Owner:  JHU
Wavelength Range:  IR
Origin: Donated by Norma Vergo;  sample from Corydon, Indiana. 

Description: The hand sample was massive, multicrystalline, and pink 
in color and appeared to be pure dolomite. Microscopic examination 
confirmed this.



Measurement:  Bidirectional reflectance 
First Column:  X
Second Column:  Y  
X Units:  Wavelength (micrometers)
Y Units:  Reflectance (percent)
First X Value:  25.0442
Last X Value:  2.079
Number of X Values:  2287
Additional Information: dolomi3a.txt

25.04420302	6.0718
24.9237955	5.968
24.80454022	5.9783
24.68642074	6.0395
24.5694209	6.039
24.45358465	6.0176
24.3387763	6.0276
24.22504094	6.0251
24.11236361	5.9802
24.00072962	5.9101
23.89012454	5.8464
23.78053421	5.7466
23.67194472	5.6079
23.56434244	5.4707
23.45771395	5.3515
23.35204611	5.2427
23.24732598	5.1091
23.14354087	4.9443
23.04067832	4.7705
22.93872607	4.572
22.83767211	4.355
22.7375046	4.1492
22.63821194	3.9468
22.53978272	3.7246
22.44220571	3.477
22.3454699	3.2322
22.24956446	3.0041
22.15447875	2.7734
22.06020229	2.542
21.96677306	2.321
21.87408402	2.1096
21.7821739	1.8948
21.69103293	1.6816
21.60065148	1.4761
21.5110201	1.2869
21.42212949	1.113
21.33397051	0.9436
21.24653416	0.7957
21.15981159	0.6853
21.0737941	0.5925
20.98847313	0.509
20.90384024	0.4409
20.81988716	0.3928
20.73660571	0.3616
20.65398787	0.3362
20.57202575	0.3164
20.49071156	0.3098
20.41003766	0.3032
20.3299965	0.2898
20.25058069	0.2769
20.1717829	0.2734
20.09359597	0.2771
20.01601281	0.2788
19.93906621	0.2769
19.8626695	0.2798
19.78685599	0.2815
19.71161901	0.2815
19.63695203	0.2866
19.56284859	0.2964
19.48930232	0.3088
19.41630698	0.3245
19.34385639	0.3372
19.27194448	0.3425
19.20056526	0.3428
19.12971284	0.3486
19.05938141	0.3635
18.98956523	0.3767
18.92025868	0.3918
18.85145618	0.4116
18.78315226	0.4277
18.71534153	0.4309
18.64801865	0.4314
18.58117838	0.4424
18.51481556	0.4521
18.44892507	0.4592
18.38350191	0.4744
18.31854111	0.4958
18.25407111	0.5193
18.19002023	0.5395
18.12641726	0.5586
18.06325753	0.5781
18.00053642	0.5825
17.93824937	0.5771
17.8763919	0.5752
17.81495958	0.5859
17.75394803	0.6045
17.69335296	0.626
17.63317011	0.6506
17.57339529	0.6785
17.51402436	0.6995
17.45505324	0.7087
17.39647791	0.7124
17.3382944	0.7268
17.28049878	0.7458
17.2230872	0.7603
17.16605584	0.7737
17.10940093	0.7881
17.05311876	0.8044
16.99720566	0.8174
16.94165801	0.8318
16.88647225	0.8542
16.83167317	0.8791
16.77720046	0.9043
16.72307919	0.9338
16.66930597	0.9695
16.61587747	1.0037
16.56279037	1.0366
16.51004141	1.0732
16.45762737	1.1074
16.40554507	1.1377
16.35379138	1.1682
16.30236319	1.2012
16.25125744	1.2351
16.20047111	1.2605
16.15000121	1.2781
16.0998448	1.2881
16.04999896	1.2939
16.00048641	1.2991
15.95125297	1.302
15.90232158	1.304
15.85368947	1.3015
15.80535391	1.2947
15.75731218	1.2825
15.70956162	1.2637
15.6620996	1.2451
15.61492349	1.2295
15.56803074	1.2205
15.52141878	1.2185
15.47508511	1.2224
15.42902725	1.2339
15.38324273	1.2522
15.33772913	1.272
15.29248405	1.2903
15.24750513	1.311
15.20279002	1.3367
15.1583364	1.364
15.114142	1.3879
15.07020455	1.407
15.02652181	1.4307
14.98309158	1.4548
14.93991168	1.4756
14.89700213	1.4993
14.85431629	1.5269
14.81187438	1.551
14.76967431	1.5647
14.72771402	1.573
14.68599147	1.5806
14.64450465	1.5862
14.60325156	1.5913
14.56223023	1.6045
14.52143873	1.6233
14.48087511	1.6387
14.44053748	1.6445
14.40042395	1.6352
14.36053266	1.6099
14.32086177	1.5693
14.28140946	1.5127
14.24217393	1.4509
14.20315338	1.3916
14.16434607	1.3328
14.12575025	1.2798
14.0873642	1.2322
14.0491862	1.1882
14.01121458	1.1423
13.97344765	1.093
13.93590321	1.0457
13.89854065	1.0151
13.8613779	1.0173
13.82441336	1.0505
13.78764544	1.0669
13.75107258	1.0273
13.71469324	0.9341
13.67850587	0.8123
13.64250897	0.6978
13.60670103	0.6353
13.57108057	0.6667
13.53564612	0.7883
13.50039624	0.9485
13.46532947	1.1162
13.4304444	1.2834
13.39573962	1.4499
13.36121373	1.6235
13.32686536	1.802
13.29269314	1.9875
13.25869572	2.178
13.22487175	2.364
13.19121992	2.5347
13.15773892	2.6897
13.12442745	2.8332
