Name:  Dolomite CaMg(CO3)2
Type:  Mineral
Class:   Carbonates
Subclass:   
Particle Size: Fine  (0-74 Micrometers)
Sample No.:  dolomite.2
Owner:  JHU
Wavelength Range:  IR
Origin:  Hunt and Salisbury Collection #102B;  Sample from Lee, 
Massachusetts.
Description: The sample appeared to be pure white dolomite in hand 
specimen and under the microscope.




Measurement:  Bidirectional reflectance 
First Column:  X
Second Column:  Y  
X Units:  Wavelength (micrometers)
Y Units:  Reflectance (percent)
First X Value:  25.0442
Last X Value:  2.079
Number of X Values:  2287
Additional Information: dolomi2a.txt

25.04420302	2.581
24.9237955	2.5298
24.80454022	2.3184
24.68642074	2.2246
24.5694209	2.2993
24.45358465	2.5381
24.3387763	2.706
24.22504094	2.5244
24.11236361	2.4473
24.00072962	2.3594
23.89012454	2.2158
23.78053421	2.1899
23.67194472	2.4414
23.56434244	2.6138
23.45771395	2.5542
23.35204611	2.5637
23.24732598	2.6094
23.14354087	2.624
23.04067832	2.7327
22.93872607	2.7541
22.83767211	2.6963
22.7375046	2.6904
22.63821194	2.6221
22.53978272	2.5107
22.44220571	2.3447
22.3454699	2.2632
22.24956446	2.2278
22.15447875	2.1445
22.06020229	2.0588
21.96677306	1.854
21.87408402	1.6636
21.7821739	1.5413
21.69103293	1.3791
21.60065148	1.2551
21.5110201	1.1299
21.42212949	0.9673
21.33397051	0.8196
21.24653416	0.7812
21.15981159	0.677
21.0737941	0.4971
20.98847313	0.3989
20.90384024	0.408
20.81988716	0.3848
20.73660571	0.3823
20.65398787	0.429
20.57202575	0.4224
20.49071156	0.3616
20.41003766	0.3176
20.3299965	0.2998
20.25058069	0.3745
20.1717829	0.4324
20.09359597	0.4541
20.01601281	0.4702
19.93906621	0.4902
19.8626695	0.5186
19.78685599	0.5513
19.71161901	0.5247
19.63695203	0.5288
19.56284859	0.603
19.48930232	0.6753
19.41630698	0.7324
19.34385639	0.792
19.27194448	0.8345
19.20056526	0.874
19.12971284	0.9106
19.05938141	0.9873
18.98956523	1.0762
18.92025868	1.1416
18.85145618	1.2148
18.78315226	1.3118
18.71534153	1.4094
18.64801865	1.4675
18.58117838	1.5005
18.51481556	1.5781
18.44892507	1.647
18.38350191	1.7168
18.31854111	1.7871
18.25407111	1.8491
18.19002023	1.9009
18.12641726	1.9946
18.06325753	2.0854
18.00053642	2.1653
17.93824937	2.2583
17.8763919	2.3599
17.81495958	2.4722
17.75394803	2.54
17.69335296	2.6069
17.63317011	2.7251
17.57339529	2.8379
17.51402436	2.9026
17.45505324	2.9692
17.39647791	3.0408
17.3382944	3.1282
17.28049878	3.2507
17.2230872	3.3625
17.16605584	3.4131
17.10940093	3.4853
17.05311876	3.5618
16.99720566	3.6343
16.94165801	3.6821
16.88647225	3.7212
16.83167317	3.7969
16.77720046	3.9272
16.72307919	4.0669
16.66930597	4.2012
16.61587747	4.3498
16.56279037	4.4658
16.51004141	4.6123
16.45762737	4.7788
16.40554507	4.9426
16.35379138	5.0657
16.30236319	5.1645
16.25125744	5.3176
16.20047111	5.4033
16.15000121	5.4643
16.0998448	5.5625
16.04999896	5.6365
16.00048641	5.6455
15.95125297	5.6216
15.90232158	5.5835
15.85368947	5.5508
15.80535391	5.5637
15.75731218	5.4971
15.70956162	5.4333
15.6620996	5.3887
15.61492349	5.3335
15.56803074	5.3115
15.52141878	5.3013
15.47508511	5.301
15.42902725	5.3127
15.38324273	5.3826
15.33772913	5.4534
15.29248405	5.5215
15.24750513	5.6003
15.20279002	5.699
15.1583364	5.8005
15.114142	5.9009
15.07020455	6.0005
15.02652181	6.05
14.98309158	6.1174
14.93991168	6.2053
14.89700213	6.2839
14.85431629	6.3674
14.81187438	6.4619
14.76967431	6.5173
14.72771402	6.5349
14.68599147	6.5303
14.64450465	6.5815
14.60325156	6.6284
14.56223023	6.6387
14.52143873	6.6601
14.48087511	6.7051
14.44053748	6.7319
14.40042395	6.7312
14.36053266	6.7529
14.32086177	6.6968
14.28140946	6.5979
14.24217393	6.4844
14.20315338	6.3418
14.16434607	6.1228
14.12575025	5.8784
14.0873642	5.5627
14.0491862	5.1689
14.01121458	4.7749
13.97344765	4.4045
13.93590321	3.9756
13.89854065	3.436
13.8613779	2.8372
13.82441336	2.2153
13.78764544	1.6814
13.75107258	1.2693
13.71469324	0.9753
13.67850587	0.8157
13.64250897	0.9043
13.60670103	1.384
13.57108057	2.219
13.53564612	3.1826
13.50039624	4.103
13.46532947	4.8891
13.4304444	5.553
13.39573962	6.164
13.36121373	6.709
13.32686536	7.1894
13.29269314	7.6562
13.25869572	8.1208
13.22487175	8.5053
13.19121992	8.8315
13.15773892	9.1594
13.12442745	9.4363
13.09130135	9.656
13.05832501	9.8674
