4.5000000e-01 2.0573899e+03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
4.5250000e-01 2.0392300e+03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
4.5500000e-01 2.0210800e+03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
4.5750000e-01 2.0307300e+03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
4.6000000e-01 2.0403800e+03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
4.6250000e-01 2.0265300e+03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
4.6500000e-01 2.0126801e+03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
4.6750000e-01 1.9995300e+03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
4.7000000e-01 1.9863800e+03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
4.7250000e-01 2.0028800e+03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
4.7500000e-01 2.0193800e+03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
4.7750000e-01 2.0380900e+03 2.2771144e-03 0.0000000e+00 0.0000000e+00 0.0000000e+00
4.8000000e-01 2.0567900e+03 4.5542287e-03 0.0000000e+00 0.0000000e+00 0.0000000e+00
4.8250000e-01 1.9677400e+03 2.1714223e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00
4.8500000e-01 1.8786801e+03 3.8874217e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00
4.8750000e-01 1.9058300e+03 8.8104725e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00
4.9000000e-01 1.9329800e+03 1.3733523e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00
4.9250000e-01 1.9535800e+03 2.1823871e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00
4.9500000e-01 1.9741801e+03 2.9914218e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00
4.9750000e-01 1.9356801e+03 3.8027802e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00
5.0000000e-01 1.8971899e+03 4.6141386e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00
5.0250000e-01 1.9167800e+03 5.2832052e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00
5.0500000e-01 1.9363800e+03 5.9522718e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00
5.0750000e-01 1.9372300e+03 6.4936955e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00
5.1000000e-01 1.9380900e+03 7.0351192e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00
5.1250000e-01 1.8814399e+03 7.4529693e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00
5.1500000e-01 1.8247900e+03 7.8708195e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00
