Name:  Hemimorphite Zn4Si2O7(OH)2.H2O
Type:  Mineral
Class:   Silicates
Subclass:  Sorosilicates (Two isolated tetrahydra)
Particle Size:  Solid (010 crystal face)
Sample No.: hemimor.1
Owner: JHU
Wavelength Range:  IR
Origin: Mapimi, Durango, Mexico via the Smithsonian (sample 
no.NMNH 161931). 
Description: The sample consisted of two white, translucent 
fragments about 1 cm long.  One fragment had some iron staining 
which was removed by picking.  Microscopic examination indicated a 
pure and unaltered sample.


Measurement:  Bidirectional reflectance 
First Column:  X
Second Column:  Y  
X Units:  Wavelength (micrometers)
Y Units:  Reflectance (percent)
First X Value:  25.0442
Last X Value:  2.079
Number of X Values:  2287
Additional Information: hemimo1a.txt

25.04420302	16.6289
24.9237955	15.8535
24.80454022	15.5039
24.68642074	15.5468
24.5694209	15.5
24.45358465	15.5605
24.3387763	15.7431
24.22504094	15.8984
24.11236361	15.997
24.00072962	16.2304
23.89012454	16.7343
23.78053421	16.9609
23.67194472	17.0752
23.56434244	17.3056
23.45771395	17.4257
23.35204611	17.5625
23.24732598	17.6816
23.14354087	17.3603
23.04067832	17.0019
22.93872607	16.8828
22.83767211	16.5752
22.7375046	16.4267
22.63821194	16.8525
22.53978272	17.7314
22.44220571	17.4238
22.3454699	17.1777
22.24956446	17.7636
22.15447875	18.6386
22.06020229	19.9453
21.96677306	21.0292
21.87408402	21.9843
21.7821739	22.6445
21.69103293	21.3671
21.60065148	17.9126
21.5110201	14.6665
21.42212949	13.58
21.33397051	13.9726
21.24653416	14.477
21.15981159	15.1093
21.0737941	15.3906
20.98847313	15.5317
20.90384024	15.8017
20.81988716	16.1196
20.73660571	16.2011
20.65398787	16.4091
20.57202575	16.5742
20.49071156	16.6821
20.41003766	16.8735
20.3299965	17.102
20.25058069	17.0468
20.1717829	17.1328
20.09359597	17.3696
20.01601281	17.5048
19.93906621	17.6279
19.8626695	17.8115
19.78685599	17.8671
19.71161901	17.9179
19.63695203	18.0336
19.56284859	18.1738
19.48930232	18.2016
19.41630698	18.4165
19.34385639	18.6855
19.27194448	18.7387
19.20056526	18.7465
19.12971284	18.9209
19.05938141	19.0317
18.98956523	19.0727
18.92025868	19.1816
18.85145618	19.2978
18.78315226	19.2951
18.71534153	19.4267
18.64801865	19.5744
18.58117838	19.5947
18.51481556	19.6252
18.44892507	19.7685
18.38350191	19.9072
18.31854111	20.0673
18.25407111	20.383
18.19002023	21.0246
18.12641726	21.9055
18.06325753	23.3046
18.00053642	25.1464
17.93824937	26.8762
17.8763919	28.382
17.81495958	29.5529
17.75394803	30.3908
17.69335296	30.9924
17.63317011	31.5868
17.57339529	32.0146
