Name: Vesuvianite Ca10Mg2Al4(SiO4)5(Si2O7)2(OH)4
Type:  Mineral
Class:  Silicates 
Subclass: Sorosilicates 
Particle Size:  Coarse (75 - 250 Micrometers)
Sample No.:  vesuvian.1
Owner:  JHU
Wavelength Range:  IR
Origin:  Quebec, Canada via Norma Vergo

Description:  The sample was a massive piece of striated, green, 
columnar aggregate. It appeared to be pure vesuvianite in hand 
sample and under the microscope.



Measurement:  Bidirectional reflectance 
First Column:  X
Second Column:  Y  
X Units:  Wavelength (micrometers)
Y Units:  Reflectance (percent)
First X Value:  25.0442
Last X Value:  2.079
Number of X Values:  2287
Additional Information:  vesuvi1a.txt

25.04420302	2.0337
24.9237955	2.3164
24.80454022	2.3433
24.68642074	2.397
24.5694209	2.6457
24.45358465	2.7185
24.3387763	2.6765
24.22504094	2.6094
24.11236361	2.6636
24.00072962	2.635
23.89012454	2.522
23.78053421	2.4495
23.67194472	2.5317
23.56434244	2.6367
23.45771395	2.7231
23.35204611	2.9009
23.24732598	3.0454
23.14354087	3.1536
23.04067832	3.1218
22.93872607	3.0893
22.83767211	3.123
22.7375046	3.1228
22.63821194	3.1604
22.53978272	3.2058
22.44220571	3.2217
22.3454699	3.0732
22.24956446	2.9123
22.15447875	2.7507
22.06020229	2.5684
21.96677306	2.4114
21.87408402	2.3498
21.7821739	2.2812
21.69103293	2.2224
21.60065148	2.2036
21.5110201	2.2104
21.42212949	2.2915
21.33397051	2.3762
21.24653416	2.4268
21.15981159	2.4963
21.0737941	2.6179
20.98847313	2.7559
20.90384024	2.8677
20.81988716	2.9477
20.73660571	3.0532
20.65398787	3.1743
20.57202575	3.2705
20.49071156	3.3845
20.41003766	3.5105
20.3299965	3.5486
20.25058069	3.5596
20.1717829	3.5432
20.09359597	3.4651
20.01601281	3.3962
19.93906621	3.3923
19.8626695	3.3874
19.78685599	3.3855
19.71161901	3.3364
19.63695203	3.1951
19.56284859	2.9739
19.48930232	2.7729
19.41630698	2.6128
19.34385639	2.4365
19.27194448	2.314
19.20056526	2.2583
19.12971284	2.1887
19.05938141	2.1064
18.98956523	2.0674
18.92025868	1.998
18.85145618	1.9534
18.78315226	1.9197
18.71534153	1.8054
18.64801865	1.6775
18.58117838	1.5969
18.51481556	1.5464
18.44892507	1.4744
18.38350191	1.3933
18.31854111	1.3064
18.25407111	1.231
18.19002023	1.1882
18.12641726	1.1392
18.06325753	1.1204
18.00053642	1.1228
17.93824937	1.1248
17.8763919	1.1094
17.81495958	1.1162
17.75394803	1.1519
17.69335296	1.1909
17.63317011	1.2659
17.57339529	1.3345
17.51402436	1.3818
17.45505324	1.4143
17.39647791	1.4282
17.3382944	1.4385
17.28049878	1.4512
17.2230872	1.4331
17.16605584	1.3984
17.10940093	1.3191
17.05311876	1.2322
16.99720566	1.178
16.94165801	1.1592
16.88647225	1.1792
16.83167317	1.1614
16.77720046	1.1411
16.72307919	1.1738
16.66930597	1.2219
16.61587747	1.2573
16.56279037	1.269
16.51004141	1.272
16.45762737	1.2659
16.40554507	1.2493
16.35379138	1.2129
16.30236319	1.1584
16.25125744	1.1243
16.20047111	1.0986
16.15000121	1.0842
16.0998448	1.0693
16.04999896	1.064
16.00048641	1.0864
15.95125297	1.0779
15.90232158	1.0386
15.85368947	1.0024
15.80535391	0.9812
15.75731218	0.9629
15.70956162	0.9355
15.6620996	0.9058
15.61492349	0.8911
15.56803074	0.8887
15.52141878	0.873
15.47508511	0.8687
15.42902725	0.8867
15.38324273	0.8586
15.33772913	0.8406
15.29248405	0.8311
15.24750513	0.7942
15.20279002	0.7463
15.1583364	0.6997
15.114142	0.6536
15.07020455	0.6123
15.02652181	0.5923
14.98309158	0.5608
14.93991168	0.5229
14.89700213	0.502
14.85431629	0.4897
14.81187438	0.4832
14.76967431	0.4751
14.72771402	0.4856
14.68599147	0.4995
14.64450465	0.5308
14.60325156	0.5269
14.56223023	0.5229
14.52143873	0.562
14.48087511	0.5959
14.44053748	0.5916
14.40042395	0.6008
14.36053266	0.6123
14.32086177	0.6296
14.28140946	0.6436
14.24217393	0.644
14.20315338	0.6565
14.16434607	0.678
14.12575025	0.687
