4.1000000e-01 1.6040000e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
4.1250000e-01 1.7910000e+02 1.4000000e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
4.1500000e-01 1.7380000e+02 1.1000000e-02 5.0000000e-03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
4.1750000e-01 1.6670000e+02 6.0000000e-03 2.0000000e-03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
4.2000000e-01 1.7310000e+02 2.9000000e-02 4.0000000e-03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
4.2250000e-01 1.5840000e+02 5.0000000e-03 6.0000000e-03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
4.2500000e-01 1.7340000e+02 1.6000000e-02 1.2000000e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
4.2750000e-01 1.5710000e+02 4.5000000e-02 4.1000000e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
4.3000000e-01 1.3060000e+02 1.6000000e-01 1.2300000e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
4.3250000e-01 1.6480000e+02 4.1000000e-01 3.3700000e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
4.3500000e-01 1.6990000e+02 6.9500000e-01 6.2200000e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
4.3750000e-01 1.8080000e+02 8.4900000e-01 8.0900000e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
4.4000000e-01 1.7710000e+02 9.3300000e-01 9.0900000e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
4.4250000e-01 1.9820000e+02 9.8200000e-01 9.6600000e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
4.4500000e-01 1.8450000e+02 9.9600000e-01 9.9800000e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
4.4750000e-01 2.0790000e+02 9.5300000e-01 9.9000000e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
4.5000000e-01 2.0880000e+02 8.0400000e-01 9.0200000e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
