Name:  Hematite a-Fe2O3
Type:  Mineral
Class:   Oxides
Subclass:  (Hematite Group)
Particle Size:  Solid (sawn surface)
Sample No.: hematite.1
Owner:  JHU
Wavelength Range:  IR
Origin: Frizington, Cumberland, England via the Smithsonian (sample 
no. NMNH B7373)
Description: The sample was a 2.5 cm x 2.5 cm x 1 cm sawn plate, 
deep red in color and weighing 15.3 g.  It appears clean with no 
impurities in hand sample or microscopically.



Measurement:  Bidirectional reflectance 
First Column:  X
Second Column:  Y  
X Units:  Wavelength (micrometers)
Y Units:  Reflectance (percent)
First X Value:  25.0442
Last X Value:  2.079
Number of X Values:  2287
Additional Information: hemati1a.txt

25.04420302	15.6162
24.9237955	15.2504
24.80454022	15.0666
24.68642074	15.3564
24.5694209	15.4438
24.45358465	15.507
24.3387763	15.9836
24.22504094	16.5151
24.11236361	17.1201
24.00072962	17.6518
23.89012454	18.1057
23.78053421	18.9082
23.67194472	19.8198
23.56434244	20.6164
23.45771395	21.444
23.35204611	22.4987
23.24732598	23.5322
23.14354087	24.5663
23.04067832	25.5939
22.93872607	26.2968
22.83767211	26.7231
22.7375046	27.0263
22.63821194	27.332
22.53978272	27.4648
22.44220571	27.5336
22.3454699	27.5937
22.24956446	27.6701
22.15447875	27.8339
22.06020229	27.9858
21.96677306	27.9233
21.87408402	27.9816
21.7821739	28.1791
21.69103293	28.1801
21.60065148	28.2328
21.5110201	28.2973
21.42212949	28.2607
21.33397051	28.2353
21.24653416	28.215
21.15981159	28.0773
21.0737941	27.9128
20.98847313	27.6142
20.90384024	27.1935
20.81988716	26.6471
20.73660571	25.9526
20.65398787	25.0993
20.57202575	23.8911
20.49071156	22.4062
20.41003766	20.7468
20.3299965	18.9614
20.25058069	17.0605
20.1717829	15.424
20.09359597	14.406
20.01601281	13.9839
19.93906621	14.1298
19.8626695	14.7431
19.78685599	15.5307
19.71161901	16.4489
19.63695203	17.6037
19.56284859	18.8068
19.48930232	19.9721
19.41630698	21.2558
19.34385639	22.6157
19.27194448	23.7744
19.20056526	24.8056
19.12971284	25.8847
19.05938141	26.8137
18.98956523	27.6662
18.92025868	28.456
18.85145618	29.1066
18.78315226	29.7265
18.71534153	30.3561
18.64801865	30.8695
18.58117838	31.3698
18.51481556	31.862
18.44892507	32.143
18.38350191	32.3522
18.31854111	32.6977
18.25407111	32.9591
18.19002023	33.0263
18.12641726	33.1527
18.06325753	33.3568
18.00053642	33.3937
17.93824937	33.3998
17.8763919	33.4965
17.81495958	33.4767
17.75394803	33.3349
17.69335296	33.3149
17.63317011	33.3334
17.57339529	33.1794
17.51402436	33.0839
17.45505324	33.0795
17.39647791	32.8561
17.3382944	32.6349
17.28049878	32.602
17.2230872	32.4579
17.16605584	32.1794
17.10940093	32.0119
17.05311876	31.8503
16.99720566	31.6571
16.94165801	31.5329
16.88647225	31.485
16.83167317	31.3271
16.77720046	31.1703
16.72307919	31.1235
16.66930597	30.9411
16.61587747	30.6703
16.56279037	30.5275
16.51004141	30.3796
16.45762737	30.1186
16.40554507	29.8984
16.35379138	29.7228
16.30236319	29.4399
16.25125744	29.1886
16.20047111	29.0002
16.15000121	28.6762
16.0998448	28.308
16.04999896	28.0532
16.00048641	27.7399
15.95125297	27.3036
15.90232158	27.0016
15.85368947	26.7477
15.80535391	26.4025
15.75731218	26.1362
15.70956162	25.8991
15.6620996	25.5514
15.61492349	25.1955
15.56803074	24.905
15.52141878	24.5073
15.47508511	24.0202
15.42902725	23.5349
15.38324273	22.9863
15.33772913	22.26
15.29248405	21.4768
15.24750513	20.6115
15.20279002	19.5573
15.1583364	18.4062
15.114142	17.215
15.07020455	15.9453
15.02652181	14.6325
14.98309158	13.3825
14.93991168	12.1194
14.89700213	10.8095
14.85431629	9.5886
14.81187438	8.445
14.76967431	7.3286
14.72771402	6.3462
14.68599147	5.5537
14.64450465	4.8496
14.60325156	4.2436
14.56223023	3.78
14.52143873	3.4028
14.48087511	3.1313
14.44053748	2.949
14.40042395	2.8218
14.36053266	2.7082
14.32086177	2.6394
14.28140946	2.6208
14.24217393	2.5981
14.20315338	2.5842
14.16434607	2.6101
14.12575025	2.6287
14.0873642	2.647
14.0491862	2.6948
14.01121458	2.7705
13.97344765	2.8398
13.93590321	2.9014
13.89854065	2.9619
13.8613779	3.0078
13.82441336	3.081
13.78764544	3.1936
13.75107258	3.2685
13.71469324	3.3332
13.67850587	3.4062
13.64250897	3.4831
13.60670103	3.5576
13.57108057	3.6457
13.53564612	3.7212
13.50039624	3.8071
13.46532947	3.9346
13.4304444	4.0525
13.39573962	4.1172
13.36121373	4.1816
13.32686536	4.2524
13.29269314	4.3191
13.25869572	4.395
13.22487175	4.4778
13.19121992	4.5586
13.15773892	4.6294
13.12442745	4.7124
13.09130135	4.8032
13.05832501	4.8591
13.02551438	4.9175
12.99286821	4.9912
12.96038529	5.0276
12.92806437	5.0588
12.89590426	5.1396
12.86390376	5.1975
12.83206168	5.2217
12.80037684	5.292
12.7688481	5.3633
12.73747429	5.3611
12.70625427	5.3943
12.67518693	5.4807
