0.400000     1614.090000   0.000000     0.000000     0.000000       0.000000      0.000000        0.000000
0.402500     1631.090000   0.000000     0.000000     0.000000       0.000000      0.000000        0.000000
0.405000     1648.090000   0.000000     0.000000     0.000000       0.000000      0.000000        0.000000
0.407500     1677.189900   0.000000     0.000000     0.000000       0.000000      0.000000        0.000000
0.410000     1706.290000   0.000000     0.000000     0.000000       0.000000      0.000000        0.000000
0.412500     1744.890000   0.000000     0.000000     0.000000       0.000000      0.000000        0.000000
0.415000     1783.490000   0.000000     0.000000     0.000000       0.000000      0.000000        0.000000
0.417500     1750.189900   0.000000     0.000000     0.000000       0.000000      0.000000        0.000000
0.420000     1716.890000   0.000000     0.000000     0.000000       0.000000      0.000000        0.000000
0.422500     1705.189900   0.000000     0.000000     0.000000       0.000000      0.000000        0.000000
0.425000     1693.490000   0.000000     0.000000     0.000000       0.000000      0.000000        0.000000
0.427500     1597.689900   0.000000     0.000000     0.000000       0.000000      0.000000        0.000000
0.430000     1501.890000   0.000000     0.000000     0.000000       0.000000      0.000000        0.000000
0.432500     1630.990000   0.000000     0.000000     0.000000       0.000000      0.000000        0.000000
0.435000     1760.090000   0.016000001  0.000000     0.000000       0.000000      0.000000        0.000000
0.437500     1775.240000   0.070999995  0.000000     0.000000       0.000000      0.000000        0.000000
0.440000     1790.390000   0.287        0.000000     0.000000       0.000000      0.000000        0.000000
0.442500     1859.939900   0.666499972  0.000000     0.000000       0.000000      0.000000        0.000000
0.445000     1929.490000   0.791999996  0.000000     0.000000       0.000000      0.000000        0.000000
0.447500     1993.439900   0.856999993  0.000000     0.000000       0.000000      0.000000        0.000000
0.450000     2057.389900   0.838999987  0.000000     0.000000       0.000000      0.000000        0.000000
0.452500     2039.230000   0.805999994  0.000000     0.000000       0.000000      0.000000        0.000000
0.455000     2021.080000   0.778999984  0.000000     0.000000       0.000000      0.000000        0.000000
0.457500     2030.730000   0.845999956  0.000000     0.000000       0.000000      0.000000        0.000000
0.460000     2040.380000   0.901000023  0.000000     0.000000       0.000000      0.000000        0.000000
0.462500     2026.530000   0.899500012  0.000000     0.000000       0.000000      0.000000        0.000000
0.465000     2012.680100   0.889999986  0.000000     0.000000       0.000000      0.000000        0.000000
0.467500     1999.530000   0.851000011  0.000000     0.000000       0.000000      0.000000        0.000000
0.470000     1986.380000   0.875        0.000000     0.000000       0.000000      0.000000        0.000000
0.472500     2002.880000   0.893000007  0.000000     0.000000       0.000000      0.000000        0.000000
0.475000     2019.380000   0.884000003  0.000000     0.000000       0.000000      0.000000        0.000000
0.477500     2038.090000   0.929999948  0.000000     0.000000       0.000000      0.000000        0.000000
0.480000     2056.790000   0.958000004  0.000000     0.000000       0.000000      0.000000        0.000000
0.482500     1967.740000   0.953999996  0.000000     0.000000       0.000000      0.000000        0.000000
0.485000     1878.680100   0.980000019  0.000000     0.000000       0.000000      0.000000        0.000000
