   4.0000000e-01   1.7137999e+03   0.0000000e+00
   4.0250000e-01   1.6949801e+03   0.0000000e+00
   4.0500000e-01   1.6522359e+03   0.0000000e+00
   4.0750000e-01   1.5731675e+03   0.0000000e+00
   4.1000000e-01   1.6847137e+03   0.0000000e+00
   4.1250000e-01   1.7837149e+03   0.0000000e+00
   4.1500000e-01   1.7823272e+03   0.0000000e+00
   4.1750000e-01   1.7594194e+03   0.0000000e+00
   4.2000000e-01   1.6814237e+03   0.0000000e+00
   4.2250000e-01   1.7132053e+03   0.0000000e+00
   4.2500000e-01   1.7140062e+03   0.0000000e+00
   4.2750000e-01   1.6491015e+03   0.0000000e+00
   4.3000000e-01   1.2229272e+03   0.0000000e+00
   4.3250000e-01   1.7730963e+03   0.0000000e+00
   4.3500000e-01   1.6900960e+03   0.0000000e+00
   4.3750000e-01   1.7857119e+03   0.0000000e+00
   4.4000000e-01   1.7740131e+03   0.0000000e+00
   4.4250000e-01   1.9189472e+03   0.0000000e+00
   4.4500000e-01   1.9021610e+03   0.0000000e+00
   4.4750000e-01   1.9984450e+03   0.0000000e+00
   4.5000000e-01   2.0853242e+03   0.0000000e+00
   4.5250000e-01   1.9600884e+03   0.0000000e+00
   4.5500000e-01   2.0363039e+03   0.0000000e+00
   4.5750000e-01   2.0614459e+03   0.0000000e+00
   4.6000000e-01   2.0383493e+03   0.0000000e+00
   4.6250000e-01   2.0139821e+03   0.0000000e+00
   4.6500000e-01   2.0016621e+03   0.0000000e+00
   4.6750000e-01   1.9957556e+03   0.0000000e+00
   4.7000000e-01   1.9831052e+03   2.2204460e-16
   4.7250000e-01   2.0150413e+03   1.0000000e-02
   4.7500000e-01   2.0440460e+03   2.0000000e-02
   4.7750000e-01   2.0605137e+03   3.0000000e-02
   4.8000000e-01   2.0163104e+03   4.0000000e-02
   4.8250000e-01   2.0547564e+03   7.5000000e-02
   4.8500000e-01   1.9037256e+03   1.1000000e-01
   4.8750000e-01   1.8469453e+03   1.4500000e-01
   4.9000000e-01   1.9663525e+03   1.8000000e-01
   4.9250000e-01   1.9214515e+03   2.6250000e-01
   4.9500000e-01   2.0183312e+03   3.4500000e-01
   4.9750000e-01   1.9327174e+03   4.2750000e-01
   5.0000000e-01   1.9054123e+03   5.1000000e-01
   5.0250000e-01   1.8852234e+03   5.3750000e-01
   5.0500000e-01   1.9292415e+03   5.6500000e-01
   5.0750000e-01   1.9205738e+03   5.9250000e-01
   5.1000000e-01   1.9503530e+03   6.2000000e-01
   5.1250000e-01   1.9492849e+03   6.3000000e-01
   5.1500000e-01   1.8619682e+03   6.4000000e-01
   5.1750000e-01   1.6109702e+03   6.5000000e-01
   5.2000000e-01   1.8338779e+03   6.6000000e-01
   5.2250000e-01   1.8827053e+03   6.8000000e-01
   5.2500000e-01   1.9378101e+03   7.0000000e-01
   5.2750000e-01   1.7659665e+03   7.2000000e-01
   5.3000000e-01   1.9527136e+03   7.4000000e-01
   5.3250000e-01   1.8500222e+03   7.5000000e-01
   5.3500000e-01   1.9021771e+03   7.6000000e-01
   5.3750000e-01   1.8946176e+03   7.7000000e-01
   5.4000000e-01   1.8156302e+03   7.8000000e-01
   5.4250000e-01   1.8667711e+03   7.8000000e-01
   5.4500000e-01   1.9107856e+03   7.8000000e-01
   5.4750000e-01   1.8668908e+03   7.8000000e-01
   5.5000000e-01   1.8582507e+03   7.8000000e-01
   5.5250000e-01   1.8667733e+03   7.8500000e-01
   5.5500000e-01   1.8970512e+03   7.9000000e-01
   5.5750000e-01   1.8324060e+03   7.9500000e-01
   5.6000000e-01   1.8188026e+03   8.0000000e-01
   5.6250000e-01   1.8461931e+03   8.0500000e-01
   5.6500000e-01   1.8333508e+03   8.1000000e-01
   5.6750000e-01   1.8528797e+03   8.1500000e-01
   5.7000000e-01   1.8255115e+03   8.2000000e-01
   5.7250000e-01   1.8847556e+03   8.2000000e-01
   5.7500000e-01   1.8469193e+03   8.2000000e-01
   5.7750000e-01   1.8389178e+03   8.2000000e-01
   5.8000000e-01   1.8439869e+03   8.2000000e-01
   5.8250000e-01   1.8650740e+03   8.2500000e-01
   5.8500000e-01   1.8286211e+03   8.3000000e-01
   5.8750000e-01   1.8291264e+03   8.3500000e-01
   5.9000000e-01   1.7059885e+03   8.4000000e-01
   5.9250000e-01   1.7881781e+03   8.4250000e-01
   5.9500000e-01   1.7964416e+03   8.4500000e-01
   5.9750000e-01   1.7882656e+03   8.4750000e-01
   6.0000000e-01   1.7637395e+03   8.5000000e-01
   6.0250000e-01   1.7422628e+03   8.5750000e-01
   6.0500000e-01   1.7897289e+03   8.6500000e-01
   6.0750000e-01   1.7671130e+03   8.7250000e-01
   6.1000000e-01   1.7385301e+03   8.8000000e-01
   6.1250000e-01   1.7205311e+03   8.8000000e-01
   6.1500000e-01   1.6875072e+03   8.8000000e-01
   6.1750000e-01   1.6815679e+03   8.8000000e-01
   6.2000000e-01   1.7279174e+03   8.8000000e-01
   6.2250000e-01   1.6908597e+03   8.9000000e-01
   6.2500000e-01   1.6379703e+03   9.0000000e-01
   6.2750000e-01   1.6967849e+03   9.1000000e-01
   6.3000000e-01   1.6836472e+03   9.2000000e-01
   6.3250000e-01   1.6485078e+03   9.3000000e-01
   6.3500000e-01   1.6487523e+03   9.4000000e-01
