Name:  Acmite NaFe+3 Si2O6
Type:  Mineral
Class:  Silicates
Subclass:  Inosilicates (Pyroxene Group - single chain)
Particle Size: Fine (less than 75 Micrometers)
Sample No.:  acmite.1
Owner: JHU.
Wavelength Range:  IR
Origin:  Narsarsuk, Greenland via the Smithsonian (sample no. NMNH 
95506). 
Description: The sample consisted of black radiating acicular crystals 
with some contaminating brown coating, which dissolved in dilute 
HCl.  Sample size was 2 cm x 2 cm x 1 cm.  Contamination was largely 
eliminated by hand picking and the little remaining was dissolved 
with dilute HCl.

Measurement:  Bidirectional reflectance
First Column:  X
Second Column:  Y  
X Units:  Wavelength (micrometers)
Y Units:  Reflectance (percent)
First X Value:  25.0442
Last X Value:  2.079
Number of X Values:  2287
Additional Information:  acmite1a.txt

25.0442	2.0918	
24.9238	2.043	
24.80454	1.9775	
24.68642	2.0332	
24.56942	1.9612	
24.45358	1.834	
24.33878	1.8196	
24.22504	2.0322	
24.11236	2.1067	
24.00073	2.0417	
23.89012	2.0928	
23.78053	2.1343	
23.67194	2.0591	
23.56434	2.1167	
23.45771	2.2143	
23.35205	2.3447	
23.24733	2.3528	
23.14354	2.2776	
23.04068	2.3745	
22.93873	2.5869	
22.83767	2.6304	
22.7375	2.7029	
22.63821	2.8462	
22.53978	2.9805	
22.44221	3.0203	
22.34547	3.0859	
22.24956	3.1716	
22.15448	3.2693	
22.0602	3.322	
21.96677	3.3052	
21.87408	3.2996	
21.78217	3.3027	
21.69103	3.3567	
21.60065	3.3413	
21.51102	3.3393	
21.42213	3.333	
21.33397	3.2932	
21.24653	3.2808	
21.15981	3.2725	
21.07379	3.312	
20.98847	3.2244	
20.90384	3.1362	
20.81989	3.1548	
20.73661	3.1872	
20.65399	3.2263	
20.57203	3.314	
20.49071	3.3621	
20.41004	3.3948	
20.33	3.4333	
20.25058	3.4602	
20.17178	3.4541	
20.0936	3.4841	
20.01601	3.4792	
19.93907	3.437	
19.86267	3.3765	
19.78686	3.3743	
19.71162	3.384	
19.63695	3.3201	
19.56285	3.1926	
19.4893	3.0774	
19.41631	2.9719	
19.34386	2.8503	
19.27194	2.7642	
19.20057	2.7768	
19.12971	2.8108	
19.05938	2.8039	
18.98957	2.7849	
18.92026	2.7747	
18.85146	2.7788	
18.78315	2.7139	
18.71534	2.6467	
18.64802	2.5796	
18.58118	2.5378	
18.51482	2.4868	
18.44893	2.4287	
18.3835	2.3381	
18.31854	2.2937	
18.25407	2.3181	
18.19002	2.3701	
18.12642	2.3904	
18.06326	2.4502	
18.00054	2.5337	
17.93825	2.5684	
17.87639	2.5991	
17.81496	2.657	
17.75395	2.6631	
17.69335	2.6489	
17.63317	2.6821	
17.5734	2.7122	
17.51402	2.6619	
17.45505	2.6394	
17.39648	2.6238	
17.33829	2.5825	
17.2805	2.542	
17.22309	2.4851	
17.16606	2.4231	
17.1094	2.3926	
17.05312	2.3218	
16.99721	2.2087	
16.94166	2.1006	
16.88647	1.9949	
16.83167	1.8633	
16.7772	1.7163	
16.72308	1.5935	
16.66931	1.4954	
16.61588	1.4226	
16.56279	1.3308	
16.51004	1.2676	
16.45763	1.2519	
16.40555	1.2456	
16.35379	1.2725	
16.30236	1.2673	
16.25126	1.2393	
16.20047	1.2397	
16.15	1.2419	
16.09984	1.2454	
16.05	1.2446	
16.00049	1.2695	
15.95125	1.3044	
15.90232	1.3064	
15.85369	1.2886	
15.80535	1.2744	
15.75731	1.2803	
15.70956	1.2998	
15.6621	1.3054	
15.61492	1.3303	
15.56803	1.3433	
15.52142	1.3909	
15.47509	1.4385	
15.42903	1.4355	
15.38324	1.4172	
15.33773	1.4077	
15.29248	1.4031	
15.24751	1.3806	
15.20279	1.3281	
15.15834	1.3071	
15.11414	1.3513	
15.0702	1.4355	
15.02652	1.5049	
14.98309	1.595	
14.93991	1.686	
14.897	1.7715	
14.85432	1.8477	
14.81187	1.8809	
14.76967	1.9299	
14.72771	1.9888	
14.68599	2.0269	
14.6445	2.0815	
14.60325	2.1352	
14.56223	2.1824	
14.52144	2.2278	
14.48088	2.2786	
14.44054	2.3447	
14.40042	2.4067	
14.36053	2.4209	
14.32086	2.4248	
14.28141	2.459	
14.24217	2.4924	
14.20315	2.5061	
14.16435	2.5005	
14.12575	2.4634	
14.08736	2.4517	
14.04919	2.459	
14.01121	2.4485	
13.97345	2.4329	
13.9359	2.3928	
13.89854	2.3594	
13.86138	2.3206	
13.82441	2.2605	
13.78765	2.1721	
13.75107	2.0872	
13.71469	1.9968	
13.67851	1.9004	
13.64251	1.8506	
13.6067	1.835	
13.57108	1.8713	
13.53565	1.9861	
13.5004	2.146	
13.46533	2.3108	
13.43044	2.4714	
13.39574	2.6013	
13.36121	2.7109	
13.32687	2.8018	
13.29269	2.876	
13.2587	2.9424	
13.22487	3.0203	
13.19122	3.1025	
13.15774	3.1497	
13.12443	3.1863	
13.0913	3.2373	
13.05833	3.2537	
13.02551	3.2717	
12.99287	3.2798	
12.96039	3.2622	
12.92806	3.2663	
12.8959	3.271	
12.8639	3.2331	
12.83206	3.2114	
12.80038	3.209	
12.76885	3.1899	
12.73747	3.157	
12.70625	3.1304	
12.67519	3.105	
12.64427	3.0749	
12.61351	3.0203	
12.58291	2.9802	
12.55244	2.9392	
12.52212	2.8923	
12.49194	2.8452	
12.46191	2.7939	
12.43203	2.7468	
12.40229	2.6929	
12.37269	2.6348	
12.34323	2.5779	
12.31391	2.5132	
12.28473	2.4443	
12.25568	2.3806	
12.22678	2.324	
12.19801	2.2812	
12.16937	2.2451	
12.14087	2.1877	
12.11251	2.1418	
12.08427	2.1023	
12.05617	2.0654	
12.02819	2.0564	
12.00035	2.0459	
11.97264	2.0217	
11.94505	1.9827	
11.91759	1.9656	
11.89027	1.9499	
11.86306	1.907	
11.83597	1.8899	
11.80901	1.8862	
11.78217	1.8484	
11.75545	1.8169	
11.72886	1.8079	
11.70238	1.7966	
11.67602	1.7761	
11.64978	1.7329	
11.62366	1.6885	
11.59766	1.6521	
11.57177	1.6199	
11.546	1.5898	
11.52034	1.5835	
11.49479	1.5981	
11.46936	1.6062	
11.44404	1.6145	
11.41884	1.6204	
11.39374	1.6294	
11.36875	1.6562	
11.34387	1.679	
11.31911	1.6748	
11.29445	1.6753	
11.2699	1.7073	
11.24546	1.7178	
11.22112	1.7168	
11.19688	1.7341	
11.17275	1.7576	
11.14872	1.7793	
11.12479	1.7861	
11.10097	1.7949	
11.07725	1.8074	
11.05363	1.8213	
11.03011	1.8435	
11.00669	1.8735	
10.98337	1.8901	
10.96015	1.8938	
10.93703	1.9275	
10.914	1.9663	
10.89108	1.9941	
10.86824	2.0247	
10.8455	2.0649	
10.82286	2.0886	
10.80031	2.1223	
10.77786	2.1643	
10.7555	2.2095	
10.73323	2.2561	
10.71106	2.2856	
10.68898	2.3332	
10.66699	2.3765	
10.64508	2.4372	
10.62327	2.5107	
10.60154	2.5525	
10.57991	2.5845	
10.55836	2.6245	
10.5369	2.6653	
10.51552	2.6955	
10.49424	2.7068	
10.47304	2.7063	
10.45192	2.6999	
10.43089	2.7065	
10.40994	2.7246	
10.38908	2.7317	
10.3683	2.7339	
10.34761	2.7593	
10.32699	2.7673	
10.30646	2.7693	
10.28601	2.7825	
10.26564	2.8088	
10.24536	2.845	
10.22515	2.8953	
10.20503	2.9453	
10.18498	2.9954	
10.16501	3.0403	
10.14512	3.0791	
10.1253	3.135	
10.10556	3.1863	
10.0859	3.248	
10.06632	3.321	
10.04681	3.3948	
10.02737	3.477	
10.00802	3.5852	
9.988733	3.6929	
9.969523	3.7778	
9.950387	3.8428	
9.931325	3.8838	
9.912335	3.8948	
9.893428	3.8894	
9.874583	3.8603	
9.85581	3.8105	
9.837107	3.7637	
9.818476	3.7109	
9.799915	3.6489	
9.781424	3.5852	
9.763003	3.5149	
9.744651	3.4453	
9.726368	3.4031	
9.708153	3.4346	
9.690007	3.5193	
9.671928	3.6008	
9.653917	3.6462	
9.635972	3.6875	
9.618094	3.7214	
9.600283	3.7314	
9.582537	3.741	
9.564856	3.7456	
9.547241	3.7515	
9.529691	3.7695	
9.512205	3.7761	
9.494783	3.7803	
9.477424	3.7751	
9.460138	3.7703	
9.442906	3.7771	
9.425737	3.7832	
9.40863	3.7808	
9.391585	3.7734	
9.374602	3.7642	
9.35768	3.7515	
9.340818	3.7217	
9.324018	3.6797	
9.307278	3.6457	
9.290598	3.6221	
