Name: Enstatite Mg2Si2O6
Type:  Mineral
Class:   Silicates
Subclass:   Inosilicates (Chain Silicates) (Pyroxene Group)
Particle Size: Fine  (0-74 Micrometers)
Sample No.:  enstatite.1
Owner:  JHU
Wavelength Range:  IR
Origin:  Sample from Frank Smith Mine, near Barkly Wes, South 
Africa via the Smithsonian (sample no. NMNH 128288). 
Description: Sample was a single light green piece, apparently part of 
a single crystal, with a large area of contamination by a dark green 
mineral, discarded during crushing. A small amount of black mineral 
veining was present. Under the microscope, the hand-picked material 
appeared moderately altered. A higher index of refraction than 
expected indicated probable higher iron content than pure enstatite.
Measurement:  Bidirectional reflectance 
First Column:  X
Second Column:  Y  
X Units:  Wavelength (micrometers)
Y Units:  Reflectance (percent)
First X Value:  25.0442
Last X Value:  2.079
Number of X Values:  2287
Additional Information:  enstat1a.txt

25.04420302	2.5693
24.9237955	2.3838
24.80454022	2.2581
24.68642074	2.3213
24.5694209	2.3799
24.45358465	2.3306
24.3387763	2.2551
24.22504094	2.1987
24.11236361	2.1753
24.00072962	2.0852
23.89012454	2.0596
23.78053421	2.2808
23.67194472	2.4868
23.56434244	2.5388
23.45771395	2.3735
23.35204611	2.2378
23.24732598	2.4619
23.14354087	2.5669
23.04067832	2.5039
22.93872607	2.4907
22.83767211	2.4712
22.7375046	2.5322
22.63821194	2.6191
22.53978272	2.687
22.44220571	2.6343
22.3454699	2.5137
22.24956446	2.5381
22.15447875	2.5842
22.06020229	2.5957
21.96677306	2.585
21.87408402	2.6069
21.7821739	2.602
21.69103293	2.5557
21.60065148	2.5652
21.5110201	2.6138
21.42212949	2.5806
21.33397051	2.501
21.24653416	2.4643
21.15981159	2.4307
21.0737941	2.3818
20.98847313	2.3789
20.90384024	2.4575
20.81988716	2.6179
20.73660571	2.6706
20.65398787	2.6733
20.57202575	2.6455
20.49071156	2.6462
20.41003766	2.6875
20.3299965	2.7405
20.25058069	2.75
20.1717829	2.8162
20.09359597	2.824
20.01601281	2.8735
19.93906621	2.9187
19.8626695	2.9026
19.78685599	2.9321
19.71161901	2.958
19.63695203	2.918
19.56284859	2.8933
19.48930232	2.959
19.41630698	2.9905
19.34385639	2.9226
19.27194448	2.8562
19.20056526	2.7825
19.12971284	2.7363
19.05938141	2.6728
18.98956523	2.5808
18.92025868	2.4971
18.85145618	2.437
18.78315226	2.3735
18.71534153	2.3713
18.64801865	2.4253
18.58117838	2.4568
18.51481556	2.4441
18.44892507	2.428
18.38350191	2.4121
18.31854111	2.395
18.25407111	2.408
18.19002023	2.4048
18.12641726	2.3645
18.06325753	2.3137
18.00053642	2.2461
17.93824937	2.2024
17.8763919	2.102
17.81495958	2.0012
17.75394803	1.991
17.69335296	2.0132
17.63317011	2.0737
17.57339529	2.1467
17.51402436	2.1782
17.45505324	2.1804
17.39647791	2.1628
17.3382944	2.145
17.28049878	2.1243
17.2230872	2.0791
17.16605584	2.0615
17.10940093	2.0508
17.05311876	2.0471
16.99720566	1.9829
16.94165801	1.8994
16.88647225	1.8674
16.83167317	1.8467
16.77720046	1.8166
16.72307919	1.7949
16.66930597	1.7917
16.61587747	1.8079
16.56279037	1.8088
16.51004141	1.7915
16.45762737	1.7551
16.40554507	1.7146
16.35379138	1.6694
16.30236319	1.6204
16.25125744	1.5801
16.20047111	1.5461
16.15000121	1.5103
16.0998448	1.4705
16.04999896	1.4394
16.00048641	1.3791
15.95125297	1.3782
15.90232158	1.3569
15.85368947	1.324
15.80535391	1.303
15.75731218	1.2978
15.70956162	1.3149
15.6620996	1.2874
15.61492349	1.2468
15.56803074	1.2361
15.52141878	1.2468
15.47508511	1.2466
15.42902725	1.2302
15.38324273	1.1912
15.33772913	1.167
15.29248405	1.1597
15.24750513	1.1487
15.20279002	1.1499
15.1583364	1.1477
15.114142	1.1716
15.07020455	1.2014
15.02652181	1.2444
14.98309158	1.3069
14.93991168	1.3533
14.89700213	1.3799
14.85431629	1.4099
14.81187438	1.4175
14.76967431	1.4316
14.72771402	1.4514
14.68599147	1.4658
14.64450465	1.4919
14.60325156	1.5027
14.56223023	1.5186
14.52143873	1.5391
14.48087511	1.5588
14.44053748	1.5698
14.40042395	1.5906
14.36053266	1.6255
14.32086177	1.6599
14.28140946	1.6904
14.24217393	1.7339
14.20315338	1.7847
14.16434607	1.8132
14.12575025	1.853
14.0873642	1.8799
14.0491862	1.9397
14.01121458	1.9978
13.97344765	1.9914
13.93590321	1.9529
13.89854065	1.8957
13.8613779	1.8347
13.82441336	1.7944
13.78764544	1.7776
13.75107258	1.7888
13.71469324	1.8206
13.67850587	1.8855
13.64250897	2.0063
13.60670103	2.1103
13.57108057	2.1902
13.53564612	2.2612
13.50039624	2.2639
13.46532947	2.2302
13.4304444	2.2168
13.39573962	2.2417
13.36121373	2.322
13.32686536	2.448
13.29269314	2.5723
13.25869572	2.655
13.22487175	2.7395
13.19121992	2.7866
13.15773892	2.8108
13.12442745	2.8359
13.09130135	2.9175
13.05832501	3.0288
13.02551438	3.1523
12.99286821	3.2944
12.96038529	3.4243
12.92806437	3.5242
12.89590426	3.6287
12.86390376	3.7085
12.83206168	3.7517
12.80037684	3.7688
12.7688481	3.7776
12.73747429	3.7764
12.70625427	3.7568
12.67518693	3.7236
12.64427113	3.676
12.61350579	3.605
12.58290562	3.5649
12.55243781	3.5666
12.52211719	3.5508
12.4919427	3.509
12.46191328	3.5234
12.43202789	3.5437
12.40228549	3.5569
12.37268507	3.5544
12.34322561	3.5271
12.31390609	3.4802
12.28472554	3.427
12.25568296	3.3652
12.22677738	3.2776
12.19800782	3.22
12.16937334	3.1558
12.14087298	3.0439
12.1125058	2.9631
12.08427087	2.9045
12.05616727	2.78
12.02819409	2.6484
12.00035041	2.5752
11.97263534	2.4995
11.945048	2.4084
11.9175875	2.3313
11.8902671	2.2815
11.86305761	2.2322
11.83597236	2.1956
11.80901051	2.178
11.78217122	2.1587
11.75545365	2.1521
11.72885698	2.1555
11.70238038	2.1602
11.67602305	2.1633
11.64978419	2.1648
11.62366299	2.1555
11.59765866	2.1562
11.57177043	2.1829
11.54599752	2.2095
11.52033916	2.2136
11.49479458	2.1999
11.46936304	2.1843
11.44404378	2.1697
11.41883606	2.1406
11.39373914	2.1035
11.3687523	2.0635
11.34387482	2.0061
11.31910597	1.9392
11.29444505	1.895
11.26990406	1.8699
11.24545684	1.8462
11.22111545	1.8262
11.19687921	1.8123
11.17274743	1.8196
11.14871946	1.8108
11.12479461	1.8022
11.10097222	1.7952
11.07725165	1.7983
11.05363222	1.7844
11.03011331	1.7446
11.00669427	1.7224
10.98337447	1.7141
10.96015327	1.7053
10.93703005	1.7004
10.9140042	1.7097
10.89107509	1.7173
10.86824213	1.7187
10.8455047	1.7446
10.82286221	1.762
10.80031407	1.7642
10.77785969	1.7617
10.75549848	1.7505
10.73322986	1.7393
10.71106474	1.7385
10.68897956	1.7441
10.66698525	1.7524
10.64508128	1.7585
10.62326708	1.7556
10.6015421	1.7461
10.5799058	1.75
10.55835763	1.7827
10.53689705	1.7986
10.51552354	1.8054
10.49423657	1.8235
10.4730356	1.822
10.45192012	1.8144
10.43088962	1.804
10.40994358	1.7903
10.38908149	1.7847
10.36830285	1.7686
10.34760717	1.7405
10.32699394	1.7214
10.30646267	1.709
10.28601287	1.7053
10.26564407	1.7283
10.24535578	1.7478
10.22514752	1.7502
10.20502924	1.7454
10.1849796	1.7292
10.16500858	1.7017
10.14511574	1.6816
10.12530059	1.6343
10.10556271	1.595
10.08590162	1.5681
10.0663169	1.5474
10.04680808	1.531
10.02737473	1.5225
10.00801642	1.5266
9.98873271	1.5437
9.969523168	1.5618
9.950387369	1.5791
9.931324888	1.5962
9.912335307	1.6216
9.893427994	1.6431
9.874582922	1.6457
9.855809507	1.6438
9.83710734	1.6399
9.818476015	1.6418
9.799915133	1.6367
9.781424293	1.6006
9.7630031	1.561
9.744651161	1.5366
9.726368087	1.5237
9.70815349	1.521
9.690006986	1.522
9.671928196	1.5364
9.653916739	1.5764
9.635972241	1.6387
9.618094328	1.6948
9.600282632	1.7432
9.582536785	1.7974
9.564856422	1.8374
9.547241181	1.865
9.529690704	1.8931
9.512204634	1.9194
9.494782617	1.9355
9.477424301	1.9524
9.460138288	1.9731
9.4429063	1.9914
9.425736975	2.0215
9.408629972	2.0518
9.391584952	2.0767
9.374601579	2.1008
9.35767952	2.1213
9.340818443	2.1453
9.324018018	2.1616
9.307277919	2.1706
9.290597822	2.1799
9.273977405	2.2002
9.257416348	2.2148
9.240914333	2.2146
9.224471046	2.2256
9.208086173	2.2385
9.191759404	2.2302
9.17549043	2.2283
9.159278945	2.2444
9.143124645	2.2566
9.127027227	2.2585
9.110986392	2.2668
9.095001842	2.2961
9.079073281	2.3201
9.06320863	2.3408
9.04739114	2.3821
9.031628764	2.4231
9.015921215	2.4665
9.000268208	2.5049
8.984669459	2.5251
8.969124685	2.5452
8.953633608	2.5735
8.93819595	2.5981
8.922811435	2.6074
8.907479789	2.6096
8.89220074	2.6284
8.876974017	2.6897
8.861799353	2.7932
8.846676481	2.9211
8.831605135	3.0478
8.816585054	3.1621
8.801615977	3.2351
8.786697643	3.2187
8.771829795	3.1199
8.757012178	2.9922
8.742244536	2.8938
8.727526619	2.9197
8.712858175	3.1108
8.69824652	3.3115
8.683676252	3.4133
8.669154714	3.4255
8.654681663	3.3708
8.640256858	3.2712
8.625880055	3.1477
8.611551018	2.9966
8.597269507	2.8286
8.583035287	2.6289
8.568848124	2.4114
8.554707784	2.206
8.540614036	2.0132
8.52656665	1.8223
8.512565398	1.634
8.498610052	1.4717
8.484700388	1.3315
8.470836182	1.2153
8.45701721	1.1262
8.443243252	1.0557
8.429514089	1.0107
8.415829502	0.9824
8.402189274	0.9778
8.388593191	0.9919
8.375041038	1.019
8.361539594	1.0601
8.348074642	1.1143
8.334652987	1.1777
8.32127442	1.2456
8.307938734	1.3223
8.294645723	1.4128
8.281395183	1.5078
8.268186911	1.6025
8.255020704	1.7041
8.241896361	1.8091
8.228813685	1.9175
8.215772476	2.0293
8.202772537	2.1357
