Name: Augen Gneiss
Type:  Rocks
Class: Metamorphic 
Subclass: Gneiss 
Particle Size:  0-75 Micrometer
Sample No.:  gneiss8.doc
Owner:  JHU
Wavelength Range:  All
Origin:  Sample No. 389, The Hunt and Salisbury Collection at the U.S. 
Geological Survey, Denver, Co.
Description:  Very large augen of microcline  enclose smaller albite and 
orthoclase euhedra along with anhedra of quartz and biotite euhedra.  There is 
minor sericitization  of the feldspars, scattered opaques (magnetite?) and some 
myrmeketic texture is present.  There are much lesser amounts of anhedral 
green amphibole in this rock along with trace amounts of zircon euhedra.  

Measurement:  Directional (10 Degree) Hemispherical Reflectance
First Column:  X
Second Column:  Y  
X Units:  Wavelength (micrometers)
Y Units:  Reflectance (percent)
First X Value: 14.9831
Last X Value:  0.4
Number of X Values: 2868
Additional information:  gneiss8a.txt

14.983	3.3140
14.940	3.4601
14.897	3.6190
14.854	3.7578
14.812	3.8551
14.770	3.9136
14.728	3.9378
14.686	3.9288
14.645	3.8843
14.603	3.7988
14.562	3.6666
14.521	3.4812
14.481	3.2574
14.441	3.0305
14.400	2.8406
14.361	2.7262
14.321	2.7101
14.281	2.7883
14.242	2.9344
14.203	3.1080
14.164	3.2721
14.126	3.4035
14.087	3.4923
14.049	3.5387
14.011	3.5501
13.973	3.5373
13.936	3.5096
13.899	3.4720
13.861	3.4296
13.824	3.3898
13.788	3.3583
13.751	3.3379
13.715	3.3313
13.679	3.3403
13.643	3.3618
13.607	3.3931
13.571	3.4317
13.536	3.4760
13.500	3.5238
13.465	3.5724
13.430	3.6169
13.396	3.6515
13.361	3.6706
13.327	3.6711
13.293	3.6512
13.259	3.6110
13.225	3.5534
13.191	3.4812
13.158	3.3971
13.124	3.3033
13.091	3.2041
13.058	3.1044
13.026	3.0102
12.993	2.9280
12.960	2.8643
12.928	2.8195
12.896	2.7897
12.864	2.7653
12.832	2.7371
12.800	2.6980
12.769	2.6488
12.737	2.5995
12.706	2.5659
12.675	2.5623
12.644	2.5983
12.614	2.6744
12.583	2.7797
12.552	2.8958
12.522	3.0038
12.492	3.0914
12.462	3.1558
12.432	3.2053
12.402	3.2612
12.373	3.3488
12.343	3.4921
12.314	3.7050
12.285	3.9911
12.256	4.3404
12.227	4.7328
12.198	5.1439
12.169	5.5524
12.141	5.9403
12.113	6.2965
12.084	6.6154
12.056	6.8947
12.028	7.1338
12.000	7.3351
11.973	7.5021
11.945	7.6397
11.918	7.7519
11.890	7.8426
11.863	7.9149
11.836	7.9719
11.809	8.0169
11.782	8.0543
11.755	8.0889
11.729	8.1230
11.702	8.1566
11.676	8.1872
11.650	8.2109
11.624	8.2248
11.598	8.2265
11.572	8.2159
11.546	8.1964
11.520	8.1739
11.495	8.1540
11.469	8.1405
11.444	8.1334
11.419	8.1296
11.394	8.1204
11.369	8.0958
11.344	8.0496
11.319	7.9790
11.294	7.8855
11.270	7.7732
11.245	7.6494
11.221	7.5208
11.197	7.3908
11.173	7.2596
11.149	7.1263
11.125	6.9880
11.101	6.8433
11.077	6.6924
11.054	6.5390
11.030	6.3893
11.007	6.2486
10.983	6.1207
10.960	6.0073
10.937	5.9071
10.914	5.8186
10.891	5.7395
10.868	5.6670
10.846	5.6012
10.823	5.5403
10.800	5.4835
10.778	5.4276
10.755	5.3698
10.733	5.3073
10.711	5.2384
10.689	5.1631
10.667	5.0837
10.645	5.0030
10.623	4.9241
10.602	4.8479
10.580	4.7740
10.558	4.7015
10.537	4.6297
10.516	4.5592
10.494	4.4922
10.473	4.4308
10.452	4.3771
10.431	4.3297
10.410	4.2868
10.389	4.2461
10.368	4.2051
10.348	4.1637
10.327	4.1239
10.306	4.0884
10.286	4.0590
10.266	4.0368
10.245	4.0211
10.225	4.0107
10.205	4.0029
10.185	3.9975
10.165	3.9975
10.145	4.0048
10.125	4.0214
10.106	4.0491
10.086	4.0893
10.066	4.1395
10.047	4.1971
10.027	4.2591
10.008	4.3233
9.9887	4.3849
9.9695	4.4408
9.9504	4.4905
9.9313	4.5348
9.9123	4.5722
9.8934	4.6011
9.8746	4.6186
9.8558	4.6207
9.8371	4.6037
9.8185	4.5675
9.7999	4.5177
9.7814	4.4609
9.7630	4.4036
9.7447	4.3510
9.7264	4.3055
9.7082	4.2669
9.6900	4.2338
9.6719	4.2077
9.6539	4.1914
9.6360	4.1869
9.6181	4.1961
9.6003	4.2210
9.5825	4.2613
9.5649	4.3145
9.5472	4.3775
9.5297	4.4476
9.5122	4.5206
9.4948	4.5940
9.4774	4.6702
9.4601	4.7569
9.4429	4.8647
9.4257	5.0037
9.4086	5.1818
9.3916	5.3963
9.3746	5.6353
9.3577	5.8799
9.3408	6.1082
9.3240	6.3002
9.3073	6.4419
9.2906	6.5278
9.2740	6.5612
9.2574	6.5520
9.2409	6.5141
9.2245	6.4634
9.2081	6.4120
9.1918	6.3670
9.1755	6.3280
9.1593	6.2901
9.1431	6.2472
9.1270	6.1946
9.1110	6.1302
9.0950	6.0563
9.0791	5.9779
9.0632	5.9017
9.0474	5.8318
9.0316	5.7726
9.0159	5.7269
9.0003	5.6952
8.9847	5.6765
8.9691	5.6682
8.9536	5.6675
8.9382	5.6717
8.9228	5.6774
8.9075	5.6824
8.8922	5.6831
8.8770	5.6781
8.8618	5.6670
8.8467	5.6518
8.8316	5.6346
8.8166	5.6182
8.8016	5.6064
8.7867	5.5988
8.7718	5.5931
8.7570	5.5848
8.7422	5.5671
8.7275	5.5289
8.7129	5.4591
8.6982	5.3520
8.6837	5.2123
8.6692	5.0586
8.6547	4.9243
8.6403	4.8474
8.6259	4.8573
8.6116	4.9608
8.5973	5.1403
8.5830	5.3596
8.5688	5.5763
8.5547	5.7558
8.5406	5.8839
8.5266	5.9630
8.5126	6.0066
8.4986	6.0286
8.4847	6.0400
8.4708	6.0469
8.4570	6.0518
8.4432	6.0561
8.4295	6.0622
8.4158	6.0741
8.4022	6.0949
8.3886	6.1252
8.3750	6.1638
8.3615	6.2095
8.3481	6.2621
8.3347	6.3216
8.3213	6.3881
8.3079	6.4644
8.2946	6.5527
8.2814	6.6536
8.2682	6.7649
8.2550	6.8819
8.2419	6.9991
8.2288	7.1071
8.2158	7.1942
8.2028	7.2492
8.1898	7.2629
8.1769	7.2271
8.1640	7.1369
8.1512	6.9932
8.1384	6.8025
8.1256	6.5759
8.1129	6.3261
8.1002	6.0682
8.0876	5.8145
8.0750	5.5739
8.0624	5.3504
8.0499	5.1436
8.0374	4.9521
8.0250	4.7728
8.0126	4.6023
8.0002	4.4367
7.9879	4.2738
7.9756	4.1116
7.9634	3.9489
