Name: Serpentine Marble 
Type:  Rocks
Class:  Metamorphic 
Subclass:  Marble 
Particle Size:  0-75 Micrometer
File Name:  marble2.doc
Owner:  JHU
Wavelength Range:  All
Origin:  Sample No. 460, The Hunt and Salisbury Collection at the U.S. 
Geological Survey, Denver, Co.
Description: This sample consists of coarse-grained anhedral carbonate with 
numerous regions of serpentine (possibly brucite--MgOH2, at least in part) as an 
alteration/reaction of the carbonate.  There are scattered subhedra of 
monticellite, tremolite, and phlogopite, with a few grains of idocrase (?) also 
noted in this section.

Measurement:  Directional (10 Degree) Hemispherical Reflectance
First Column:  X
Second Column:  Y  
X Units:  Wavelength (micrometers)
Y Units:  Reflectance (percent)
First X Value:  14.9831
Last X Value:  0.4
Number of X Values:  2868
Additional Information:  None

14.983	5.1976
14.940	5.3276
14.897	5.4662
14.854	5.6118
14.812	5.7518
14.770	5.8702
14.728	5.9595
14.686	6.0310
14.645	6.1106
14.603	6.2242
14.562	6.3862
14.521	6.5956
14.481	6.8371
14.441	7.0862
14.400	7.3103
14.361	7.4708
14.321	7.5206
14.281	7.4022
14.242	7.0630
14.203	6.4769
14.164	5.6696
14.126	4.7304
14.087	3.8044
14.049	3.0542
14.011	2.6071
13.973	2.5076
13.936	2.7014
13.899	3.0620
13.861	3.4440
13.824	3.7450
13.788	3.9442
13.751	4.1009
13.715	4.3176
13.679	4.6866
13.643	5.2481
13.607	5.9770
13.571	6.7978
13.536	7.6179
13.500	8.3622
13.465	8.9905
13.430	9.4994
13.396	9.9091
13.361	10.248
13.327	10.542
13.293	10.804
13.259	11.041
13.225	11.256
13.191	11.447
13.158	11.614
13.124	11.758
13.091	11.881
13.058	11.989
13.026	12.086
12.993	12.179
12.960	12.272
12.928	12.367
12.896	12.465
12.864	12.565
12.832	12.672
12.800	12.785
12.769	12.910
12.737	13.045
12.706	13.187
12.675	13.330
12.644	13.464
12.614	13.582
12.583	13.682
12.552	13.767
12.522	13.841
12.492	13.912
12.462	13.986
12.432	14.066
12.402	14.153
12.373	14.250
12.343	14.361
12.314	14.490
12.285	14.642
12.256	14.817
12.227	15.013
12.198	15.225
12.169	15.440
12.141	15.653
12.113	15.863
12.084	16.075
12.056	16.298
12.028	16.530
12.000	16.746
11.973	16.885
11.945	16.852
11.918	16.561
11.890	15.979
11.863	15.158
11.836	14.242
11.809	13.431
11.782	12.914
11.755	12.788
11.729	13.011
11.702	13.420
11.676	13.782
11.650	13.864
11.624	13.502
11.598	12.644
11.572	11.355
11.546	9.7814
11.520	8.1098
11.495	6.5323
11.469	5.2052
11.444	4.2262
11.419	3.6339
11.394	3.4251
11.369	3.5736
11.344	4.0460
11.319	4.8071
11.294	5.8134
11.270	6.9951
11.245	8.2497
11.221	9.4511
11.197	10.475
11.173	11.228
11.149	11.668
11.125	11.809
11.101	11.713
11.077	11.459
11.054	11.123
11.030	10.762
11.007	10.408
10.983	10.071
10.960	9.7478
10.937	9.4302
10.914	9.1098
10.891	8.7809
10.868	8.4411
10.846	8.0908
10.823	7.7346
10.800	7.3799
10.778	7.0351
10.755	6.7097
10.733	6.4120
10.711	6.1466
10.689	5.9147
10.667	5.7141
10.645	5.5401
10.623	5.3876
10.602	5.2516
10.580	5.1294
10.558	5.0191
10.537	4.9206
10.516	4.8336
10.494	4.7572
10.473	4.6892
10.452	4.6276
10.431	4.5710
10.410	4.5201
10.389	4.4772
10.368	4.4465
10.348	4.4299
10.327	4.4277
10.306	4.4365
10.286	4.4510
10.266	4.4654
10.245	4.4775
10.225	4.4877
10.205	4.4993
10.185	4.5158
10.165	4.5400
10.145	4.5727
10.125	4.6125
10.106	4.6575
10.086	4.7062
10.066	4.7586
10.047	4.8138
10.027	4.8715
10.008	4.9307
9.9887	4.9902
9.9695	5.0491
9.9504	5.1086
9.9313	5.1709
9.9123	5.2395
9.8934	5.3184
9.8746	5.4093
9.8558	5.5121
9.8371	5.6239
9.8185	5.7414
9.7999	5.8610
9.7814	5.9810
9.7630	6.1001
9.7447	6.2185
9.7264	6.3355
9.7082	6.4497
9.6900	6.5584
9.6719	6.6585
9.6539	6.7485
9.6360	6.8281
9.6181	6.8984
9.6003	6.9626
9.5825	7.0240
9.5649	7.0851
9.5472	7.1478
9.5297	7.2127
9.5122	7.2790
9.4948	7.3444
9.4774	7.4069
9.4601	7.4635
9.4429	7.5111
9.4257	7.5485
9.4086	7.5767
9.3916	7.5980
9.3746	7.6165
9.3577	7.6352
9.3408	7.6555
9.3240	7.6752
9.3073	7.6904
9.2906	7.6986
9.2740	7.7034
9.2574	7.7155
9.2409	7.7510
9.2245	7.8282
9.2081	7.9620
9.1918	8.1609
9.1755	8.4271
9.1593	8.7624
9.1431	9.1726
9.1270	9.6701
9.1110	10.272
9.0950	10.990
9.0791	11.827
9.0632	12.765
9.0474	13.766
9.0316	14.781
9.0159	15.757
9.0003	16.651
8.9847	17.434
8.9691	18.096
8.9536	18.643
8.9382	19.092
8.9228	19.465
8.9075	19.786
8.8922	20.075
8.8770	20.343
8.8618	20.592
8.8467	20.816
8.8316	21.004
8.8166	21.142
8.8016	21.220
8.7867	21.234
8.7718	21.186
8.7570	21.087
8.7422	20.945
8.7275	20.770
8.7129	20.564
8.6982	20.322
8.6837	20.037
8.6692	19.700
8.6547	19.315
8.6403	18.898
8.6259	18.477
8.6116	18.089
8.5973	17.768
8.5830	17.531
8.5688	17.375
8.5547	17.279
8.5406	17.212
8.5266	17.143
8.5126	17.059
8.4986	16.961
8.4847	16.866
8.4708	16.795
8.4570	16.765
8.4432	16.788
8.4295	16.865
8.4158	16.997
8.4022	17.179
8.3886	17.404
8.3750	17.665
8.3615	17.945
8.3481	18.226
8.3347	18.489
8.3213	18.720
8.3079	18.911
8.2946	19.063
8.2814	19.181
8.2682	19.271
8.2550	19.337
8.2419	19.373
8.2288	19.373
8.2158	19.327
8.2028	19.234
8.1898	19.098
8.1769	18.935
8.1640	18.764
8.1512	18.604
8.1384	18.467
8.1256	18.357
8.1129	18.274
8.1002	18.215
8.0876	18.179
8.0750	18.170
8.0624	18.194
8.0499	18.253
8.0374	18.343
8.0250	18.453
