Name: Graphite Schist 
Type:  Rocks
Class:  Metamorphic 
Subclass: Schist 
Particle Size:  0-75 Micrometer
Sample No.:   schist10.doc
Owner:  JHU
Wavelength Range:  All
Origin:  Sample No. 397, The Hunt and Salisbury Collection at the U.S. 
Geological Survey, Denver, Co.
Description: This rock contains coarse, irregular bands of brown, tan and gray 
material.  Microscopically there are finer grains of calcite surrounded and 
enmeshed in a network of graphite bands and veins. There are also larger 
recrystallized calcite grains which are not associated with the graphite.  Modes 
for this rock gave 62.5% calcite and 37.5% graphite.  

Measurement:  Directional (10 Degree) Hemispherical Reflectance
First Column:  X
Second Column:  Y  
X Units:  Wavelength (micrometers)
Y Units:  Reflectance (percent)
First X Value: 14.9831	
Last X Value:  0.4
Number of X Values: 2868
Additional Information:  None

14.983	15.792
14.940	15.932
14.897	16.209
14.854	16.490
14.812	16.664
14.770	16.756
14.728	16.813
14.686	16.856
14.645	16.891
14.603	16.957
14.562	17.054
14.521	17.089
14.481	17.022
14.441	16.889
14.400	16.709
14.361	16.440
14.321	15.992
14.281	15.265
14.242	14.096
14.203	12.341
14.164	10.030
14.126	7.4216
14.087	4.9802
14.049	3.2250
14.011	2.5671
13.973	3.1695
13.936	4.8666
13.899	7.2350
13.861	9.7746
13.824	12.067
13.788	13.888
13.751	15.201
13.715	16.096
13.679	16.705
13.643	17.143
13.607	17.479
13.571	17.743
13.536	17.949
13.500	18.099
13.465	18.206
13.430	18.285
13.396	18.339
13.361	18.377
13.327	18.402
13.293	18.412
13.259	18.403
13.225	18.376
13.191	18.331
13.158	18.266
13.124	18.176
13.091	18.065
13.058	17.934
13.026	17.791
12.993	17.645
12.960	17.507
12.928	17.385
12.896	17.277
12.864	17.179
12.832	17.091
12.800	17.012
12.769	16.950
12.737	16.915
12.706	16.916
12.675	16.955
12.644	17.017
12.614	17.082
12.583	17.139
12.552	17.180
12.522	17.208
12.492	17.228
12.462	17.250
12.432	17.272
12.402	17.287
12.373	17.290
12.343	17.285
12.314	17.282
12.285	17.285
12.256	17.295
12.227	17.317
12.198	17.343
12.169	17.367
12.141	17.382
12.113	17.385
12.084	17.374
12.056	17.339
12.028	17.289
12.000	17.290
11.973	17.348
11.945	17.278
11.918	16.882
11.890	16.095
11.863	14.989
11.836	13.768
11.809	12.757
11.782	12.356
11.755	12.667
11.729	13.326
11.702	13.933
11.676	14.208
11.650	13.968
11.624	13.148
11.598	11.850
11.572	10.298
11.546	8.6561
11.520	7.0112
11.495	5.5401
11.469	4.4107
11.444	3.6666
11.419	3.2733
11.394	3.2145
11.369	3.5032
11.344	4.1684
11.319	5.2251
11.294	6.6356
11.270	8.2324
11.245	9.7322
11.221	10.904
11.197	11.683
11.173	12.120
11.149	12.332
11.125	12.447
11.101	12.569
11.077	12.725
11.054	12.884
11.030	13.025
11.007	13.160
10.983	13.295
10.960	13.426
10.937	13.538
10.914	13.629
10.891	13.689
10.868	13.712
10.846	13.698
10.823	13.655
10.800	13.593
10.778	13.519
10.755	13.442
10.733	13.377
10.711	13.332
10.689	13.306
10.667	13.295
10.645	13.296
10.623	13.298
10.602	13.293
10.580	13.284
10.558	13.279
10.537	13.284
10.516	13.304
10.494	13.344
10.473	13.396
10.452	13.448
10.431	13.492
10.410	13.523
10.389	13.539
10.368	13.541
10.348	13.535
10.327	13.521
10.306	13.494
10.286	13.447
10.266	13.382
10.245	13.312
10.225	13.255
10.205	13.225
10.185	13.219
10.165	13.224
10.145	13.221
10.125	13.197
10.106	13.149
10.086	13.092
10.066	13.044
10.047	13.017
10.027	13.007
10.008	13.005
9.9887	12.998
9.9695	12.973
9.9504	12.929
9.9313	12.874
9.9123	12.819
9.8934	12.778
9.8746	12.763
9.8558	12.783
9.8371	12.833
9.8185	12.900
9.7999	12.976
9.7814	13.060
9.7630	13.152
9.7447	13.266
9.7264	13.416
9.7082	13.602
9.6900	13.813
9.6719	14.022
9.6539	14.208
9.6360	14.362
9.6181	14.493
9.6003	14.615
9.5825	14.751
9.5649	14.914
9.5472	15.101
9.5297	15.300
9.5122	15.490
9.4948	15.661
9.4774	15.805
9.4601	15.914
9.4429	15.989
9.4257	16.034
9.4086	16.057
9.3916	16.079
9.3746	16.125
9.3577	16.217
9.3408	16.365
9.3240	16.559
9.3073	16.776
9.2906	16.980
9.2740	17.148
9.2574	17.269
9.2409	17.356
9.2245	17.433
9.2081	17.529
9.1918	17.671
9.1755	17.864
9.1593	18.104
9.1431	18.370
9.1270	18.640
9.1110	18.894
9.0950	19.121
9.0791	19.320
9.0632	19.497
9.0474	19.656
9.0316	19.795
9.0159	19.916
9.0003	20.016
8.9847	20.100
8.9691	20.166
8.9536	20.221
8.9382	20.272
8.9228	20.317
8.9075	20.358
8.8922	20.395
8.8770	20.434
8.8618	20.473
8.8467	20.507
8.8316	20.530
8.8166	20.528
8.8016	20.487
8.7867	20.394
8.7718	20.244
8.7570	20.040
8.7422	19.793
8.7275	19.515
8.7129	19.212
8.6982	18.877
8.6837	18.490
8.6692	18.032
8.6547	17.505
8.6403	16.932
8.6259	16.374
8.6116	15.905
8.5973	15.578
8.5830	15.410
8.5688	15.366
8.5547	15.380
8.5406	15.383
8.5266	15.338
8.5126	15.253
8.4986	15.167
8.4847	15.126
8.4708	15.165
8.4570	15.283
8.4432	15.458
8.4295	15.667
8.4158	15.897
8.4022	16.143
8.3886	16.399
8.3750	16.665
8.3615	16.930
8.3481	17.180
8.3347	17.404
8.3213	17.604
8.3079	17.787
8.2946	17.955
8.2814	18.111
8.2682	18.255
8.2550	18.387
8.2419	18.498
8.2288	18.581
8.2158	18.627
8.2028	18.631
8.1898	18.596
8.1769	18.527
8.1640	18.430
8.1512	18.299
8.1384	18.118
8.1256	17.880
8.1129	17.597
8.1002	17.312
8.0876	17.095
8.0750	17.013
8.0624	17.101
8.0499	17.335
8.0374	17.652
8.0250	17.975
8.0126	18.240
8.0002	18.404
7.9879	18.454
7.9756	18.400
7.9634	18.254
7.9512	18.031
7.9390	17.761
7.9268	17.490
7.9147	17.270
7.9027	17.133
7.8906	17.092
7.8786	17.121
7.8667	17.165
7.8548	17.168
7.8429	17.097
7.8310	16.953
7.8192	16.766
7.8075	16.579
7.7957	16.433
7.7840	16.336
7.7723	16.272
7.7607	16.209
7.7491	16.117
7.7375	15.971
7.7260	15.760
7.7145	15.486
7.7031	15.156
7.6916	14.780
7.6802	14.369
7.6689	13.937
7.6575	13.506
7.6462	13.092
7.6350	12.708
7.6238	12.363
7.6126	12.062
7.6014	11.811
7.5903	11.609
7.5792	11.452
7.5681	11.333
7.5571	11.241
7.5461	11.157
7.5351	11.071
7.5242	10.973
7.5133	10.857
7.5024	10.721
7.4916	10.567
7.4807	10.393
7.4700	10.197
7.4592	9.9853
7.4485	9.7663
7.4378	9.5463
7.4272	9.3289
7.4165	9.1162
7.4059	8.9055
7.3954	8.6850
7.3848	8.4404
7.3743	8.1668
7.3639	7.8651
7.3534	7.5369
7.3430	7.1890
7.3326	6.8324
7.3223	6.4790
7.3119	6.1383
7.3016	5.8207
7.2914	5.5377
7.2811	5.2957
7.2709	5.0932
7.2607	4.9225
7.2506	4.7709
7.2404	4.6269
7.2303	4.4832
7.2203	4.3418
7.2102	4.2111
7.2002	4.0979
7.1902	4.0060
7.1803	3.9340
7.1703	3.8819
7.1604	3.8539
7.1506	3.8565
7.1407	3.9015
7.1309	3.9934
7.1211	4.1230
7.1113	4.2698
7.1016	4.4029
7.0919	4.4964
7.0822	4.5402
7.0725	4.5369
7.0629	4.5012
7.0533	4.4507
7.0437	4.3996
7.0341	4.3579
7.0246	4.3243
7.0151	4.2954
7.0056	4.2700
6.9962	4.2449
6.9867	4.2184
6.9773	4.1928
6.9679	4.1703
6.9586	4.1528
6.9493	4.1421
6.9400	4.1393
6.9307	4.1438
6.9214	4.1514
6.9122	4.1592
6.9030	4.1680
6.8938	4.1762
6.8847	4.1850
6.8755	4.1966
6.8664	4.2146
6.8573	4.2435
6.8483	4.2807
6.8393	4.3212
6.8302	4.3591
6.8213	4.3925
6.8123	4.4216
