Name: Orthoclase KAlSi3O8
Type:  Mineral
Class:  Silicates
Subclass:  Tectosilicates (Framework Silicates); (Feldspar Group)
Particle Size:  Solid (fracture surface)
Sample No.:  orthocl.3
Owner:  JHU
Wavelength Range:  IR
Origin: Harris Farm Mica Mine, near Oliver, Goochland Co., Virginia 
via the Smithsonian (sample no. NMNH 113188)
Description: The hand sample is a single 11.97 g fragment of a single 
crystal.  It is twinned, translucent, light beige in color and appears 
very pure. Under the microscope, the sample is slightly altered to 
sericite, otherwise pure.


Measurement:  Bidirectional reflectance 
First Column:  X
Second Column:  Y  
X Units:  Wavelength (micrometers)
Y Units:  Reflectance (percent)
First X Value:  25.0442
Last X Value:  2.079
Number of X Values:  2287
Additional Information:  orthoc3a.doc

25.04420302	16.9775
24.9237955	17.0576
24.80454022	16.6972
24.68642074	16.5083
24.5694209	16.5961
24.45358465	16.6513
24.3387763	16.7812
24.22504094	17.0742
24.11236361	17.5625
24.00072962	18.0117
23.89012454	18.706
23.78053421	19.602
23.67194472	20.413
23.56434244	21.3554
23.45771395	22.3173
23.35204611	23.0532
23.24732598	23.5839
23.14354087	23.8869
23.04067832	23.7502
22.93872607	23.4379
22.83767211	23.0676
22.7375046	22.5441
22.63821194	21.8762
22.53978272	21.3137
22.44220571	20.8496
22.3454699	20.0537
22.24956446	19.1669
22.15447875	18.3203
22.06020229	17.1777
21.96677306	15.8332
21.87408402	14.6513
21.7821739	13.6294
21.69103293	12.7583
21.60065148	12.2431
21.5110201	11.8882
21.42212949	11.7326
21.33397051	11.7238
21.24653416	11.3645
21.15981159	10.7046
21.0737941	10.0627
20.98847313	9.5361
20.90384024	8.9306
20.81988716	8.2759
20.73660571	7.4736
20.65398787	6.5332
20.57202575	5.7099
20.49071156	5.2453
20.41003766	4.9873
20.3299965	4.9243
20.25058069	5.0381
20.1717829	5.2681
20.09359597	5.5188
20.01601281	5.7883
19.93906621	6.0293
19.8626695	6.2331
19.78685599	6.4365
19.71161901	6.6792
19.63695203	6.8804
19.56284859	7.0427
19.48930232	7.1958
19.41630698	7.3296
19.34385639	7.4555
19.27194448	7.6025
19.20056526	7.8222
19.12971284	8.0366
19.05938141	8.2207
18.98956523	8.4043
18.92025868	8.6343
18.85145618	8.9443
18.78315226	9.2646
18.71534153	9.5644
18.64801865	9.9526
18.58117838	10.5161
18.51481556	11.0532
18.44892507	11.467
18.38350191	11.7402
18.31854111	11.6435
18.25407111	11.1352
18.19002023	10.4543
18.12641726	9.8269
18.06325753	9.3594
18.00053642	9.1389
17.93824937	9.1611
17.8763919	9.2666
17.81495958	9.3845
17.75394803	9.5803
17.69335296	9.8042
17.63317011	9.9878
17.57339529	10.1928
17.51402436	10.4419
17.45505324	10.7082
17.39647791	10.9482
17.3382944	11.248
17.28049878	11.5957
17.2230872	11.9345
17.16605584	12.2915
17.10940093	12.6987
17.05311876	13.1406
16.99720566	13.5471
16.94165801	14.0219
16.88647225	14.6379
16.83167317	15.2607
16.77720046	15.8064
16.72307919	16.3193
16.66930597	16.7851
16.61587747	17.1394
16.56279037	17.3842
16.51004141	17.5498
16.45762737	17.5441
16.40554507	17.2111
16.35379138	16.6362
16.30236319	15.9087
16.25125744	14.9821
16.20047111	13.8979
16.15000121	12.8549
16.0998448	11.9111
16.04999896	10.9697
16.00048641	10.2082
15.95125297	9.6291
15.90232158	9.0844
15.85368947	8.6116
15.80535391	8.3083
15.75731218	8.1308
15.70956162	8.0464
15.6620996	8.0742
15.61492349	8.2239
15.56803074	8.4262
15.52141878	8.5669
15.47508511	8.6369
15.42902725	8.6386
15.38324273	8.3799
15.33772913	7.9829
15.29248405	7.5908
15.24750513	7.2781
15.20279002	7.0686
15.1583364	6.9736
15.114142	6.9487
15.07020455	6.9834
15.02652181	7.0461
14.98309158	7.1838
14.93991168	7.3349
14.89700213	7.4328
14.85431629	7.5342
14.81187438	7.6584
14.76967431	7.82
14.72771402	7.9275
14.68599147	8.0083
14.64450465	8.1357
14.60325156	8.2627
14.56223023	8.3533
14.52143873	8.4656
14.48087511	8.5947
14.44053748	8.7351
14.40042395	8.8823
14.36053266	9.0071
14.32086177	9.1047
14.28140946	9.1992
14.24217393	9.3344
14.20315338	9.4468
14.16434607	9.4973
14.12575025	9.5395
14.0873642	9.5918
14.0491862	9.6184
14.01121458	9.6382
13.97344765	9.6289
13.93590321	9.6369
13.89854065	9.6277
13.8613779	9.5466
13.82441336	9.4529
13.78764544	9.341
13.75107258	9.1863
13.71469324	9.0193
13.67850587	8.8794
13.64250897	8.7282
13.60670103	8.5793
