Name: Sanidine (K,Na)Al3O8
Type:  Mineral
Class:  Silicates 
Subclass:   Tectosilicates (Feldspar Group)
Particle Size:  Solid (cleavage face)
Sample No.:  sanidine.1
Owner:  JHU
Wavelength Range:  IR
Origin:  Volkesfeld bei Kempenick, Eifel, Rheinland, Germany via Dave 
Stewart, USGS
Description:  The hand sample was a large (56.16 g) fragment of what 
appeared to be a badly fractured single crystal. Small fragments 
were transparent but "smoky." The sample showed no significant 
contamination under the microscope.


Measurement:  Bidirectional reflectance 
First Column:  X
Second Column:  Y  
X Units:  Wavelength (micrometers)
Y Units:  Reflectance (percent)
First X Value:  25.0442
Last X Value:  2.079
Number of X Values:  2287
Additional Information:  sanidi1a.txt

25.04420302	22.1835
24.9237955	22.8173
24.80454022	23.2382
24.68642074	23.7158
24.5694209	24.5937
24.45358465	25.1562
24.3387763	25.4218
24.22504094	26.0273
24.11236361	26.7001
24.00072962	26.9511
23.89012454	27.2851
23.78053421	27.8661
23.67194472	28.2128
23.56434244	28.7099
23.45771395	29.7157
23.35204611	30.5375
23.24732598	31.2621
23.14354087	32.1484
23.04067832	32.9257
22.93872607	33.3427
22.83767211	33.6449
22.7375046	33.7089
22.63821194	33.5614
22.53978272	33.1747
22.44220571	32.2782
22.3454699	31.0273
22.24956446	29.6664
22.15447875	28.0824
22.06020229	26.289
21.96677306	24.6005
21.87408402	23.0981
21.7821739	21.7792
21.69103293	20.8598
21.60065148	20.2875
21.5110201	19.9033
21.42212949	19.581
21.33397051	19.2543
21.24653416	18.7363
21.15981159	18.0244
21.0737941	17.3579
20.98847313	16.6987
20.90384024	15.9648
20.81988716	15.1782
20.73660571	14.3383
20.65398787	13.3618
20.57202575	12.4179
20.49071156	11.8027
20.41003766	11.4262
20.3299965	11.2163
20.25058069	11.2602
20.1717829	11.4951
20.09359597	11.7209
20.01601281	12.051
19.93906621	12.4582
19.8626695	12.7334
19.78685599	13.0236
19.71161901	13.3017
19.63695203	13.4875
19.56284859	13.6985
19.48930232	13.9406
19.41630698	14.1054
19.34385639	14.2492
19.27194448	14.4611
19.20056526	14.7275
19.12971284	14.9619
19.05938141	15.2148
18.98956523	15.4914
18.92025868	15.7629
18.85145618	16.0703
18.78315226	16.4377
18.71534153	16.8007
18.64801865	17.2199
18.58117838	17.8027
18.51481556	18.5346
18.44892507	19.3518
18.38350191	20.2453
18.31854111	20.9873
18.25407111	21.3164
18.19002023	21.2246
18.12641726	20.7756
18.06325753	20.1613
18.00053642	19.6923
17.93824937	19.4711
17.8763919	19.4604
17.81495958	19.5434
17.75394803	19.6906
17.69335296	19.9355
17.63317011	20.226
17.57339529	20.5683
17.51402436	20.9853
17.45505324	21.4316
17.39647791	21.9184
17.3382944	22.5051
17.28049878	23.1916
17.2230872	23.9882
17.16605584	24.8276
17.10940093	25.767
17.05311876	26.81
16.99720566	27.8315
16.94165801	28.8505
16.88647225	29.7367
16.83167317	30.4726
16.77720046	30.9726
16.72307919	31.2736
16.66930597	31.4711
16.61587747	31.4721
16.56279037	31.2482
16.51004141	30.9252
16.45762737	30.4709
16.40554507	29.7433
16.35379138	28.8468
16.30236319	27.8095
16.25125744	26.5278
16.20047111	25.0637
16.15000121	23.5278
16.0998448	21.9306
16.04999896	20.3068
16.00048641	18.7871
15.95125297	17.3759
15.90232158	16.0586
15.85368947	14.936
15.80535391	14.0744
15.75731218	13.5781
15.70956162	13.4326
15.6620996	13.5791
15.61492349	13.8899
15.56803074	14.1071
15.52141878	14.0207
15.47508511	13.5007
15.42902725	12.498
15.38324273	11.2702
15.33772913	10.1616
15.29248405	9.3779
15.24750513	8.936
15.20279002	8.802
15.1583364	8.9284
15.114142	9.1867
15.07020455	9.4355
15.02652181	9.6855
14.98309158	9.9433
14.93991168	10.2046
14.89700213	10.4455
14.85431629	10.6728
14.81187438	10.9179
14.76967431	11.1455
14.72771402	11.3547
14.68599147	11.5476
14.64450465	11.7485
14.60325156	11.9497
14.56223023	12.1374
14.52143873	12.3442
14.48087511	12.5627
14.44053748	12.7426
14.40042395	12.9255
14.36053266	13.1489
14.32086177	13.3227
14.28140946	13.4485
14.24217393	13.6101
14.20315338	13.7395
14.16434607	13.7924
14.12575025	13.8891
14.0873642	14.0117
14.0491862	14.1037
14.01121458	14.1662
13.97344765	14.2241
13.93590321	14.2797
13.89854065	14.3076
13.8613779	14.3593
13.82441336	14.3989
13.78764544	14.4018
13.75107258	14.3613
13.71469324	14.2802
13.67850587	14.205
13.64250897	14.1079
13.60670103	13.9878
13.57108057	13.9004
13.53564612	13.832
13.50039624	13.7339
13.46532947	13.6523
13.4304444	13.6269
13.39573962	13.5991
13.36121373	13.56
13.32686536	13.5351
13.29269314	13.5781
13.25869572	13.6059
13.22487175	13.5732
13.19121992	13.6123
13.15773892	13.6709
13.12442745	13.6782
13.09130135	13.7358
13.05832501	13.7993
13.02551438	13.8125
12.99286821	13.8159
12.96038529	13.831
12.92806437	13.7768
12.89590426	13.6914
12.86390376	13.644
12.83206168	13.5566
12.80037684	13.4087
12.7688481	13.2661
12.73747429	13.1255
12.70625427	12.9343
12.67518693	12.7124
12.64427113	12.4939
12.61350579	12.2182
12.58290562	11.9509
12.55243781	11.7812
12.52211719	11.6792
12.4919427	11.5932
12.46191328	11.5752
12.43202789	11.6494
12.40228549	11.7675
12.37268507	11.9155
12.34322561	12.0869
12.31390609	12.2207
12.28472554	12.3408
12.25568296	12.4966
12.22677738	12.6396
12.19800782	12.7597
12.16937334	12.9091
12.14087298	13.0312
12.1125058	13.1362
12.08427087	13.2661
12.05616727	13.3828
12.02819409	13.4448
12.00035041	13.5302
11.97263534	13.6716
11.945048	13.7929
11.9175875	13.8642
11.8902671	13.9604
11.86305761	14.0454
11.83597236	14.1157
11.80901051	14.2343
11.78217122	14.3408
11.75545365	14.4043
11.72885698	14.4829
11.70238038	14.5776
11.67602305	14.644
11.64978419	14.6845
11.62366299	14.7856
11.59765866	14.9013
11.57177043	14.9604
11.54599752	15.0332
11.52033916	15.1425
11.49479458	15.2099
11.46936304	15.2768
11.44404378	15.3808
11.41883606	15.4702
11.39373914	15.5429
11.3687523	15.6347
11.34387482	15.7299
11.31910597	15.8117
11.29444505	15.8969
11.26990406	16.0073
11.24545684	16.1157
11.22111545	16.2094
11.19687921	16.312
11.17274743	16.4043
11.14871946	16.5024
11.12479461	16.6272
11.10097222	16.7334
11.07725165	16.8281
11.05363222	16.9575
11.03011331	17.082
11.00669427	17.1962
10.98337447	17.3315
10.96015327	17.4548
10.93703005	17.5664
10.9140042	17.7045
10.89107509	17.8642
10.86824213	17.9943
10.8455047	18.1191
10.82286221	18.3066
10.80031407	18.4848
10.77785969	18.6262
10.75549848	18.8198
10.73322986	19.0456
10.71106474	19.2192
10.68897956	19.3891
10.66698525	19.6259
10.64508128	19.8637
10.62326708	20.0769
10.6015421	20.35
10.5799058	20.6274
10.55835763	20.8623
10.53689705	21.1484
10.51552354	21.4929
10.49423657	21.8078
10.4730356	22.1372
10.45192012	22.541
10.43088962	22.9321
10.40994358	23.3066
10.38908149	23.7538
10.36830285	24.2267
10.34760717	24.6728
10.32699394	25.1528
10.30646267	25.6484
10.28601287	26.1086
10.26564407	26.6091
10.24535578	27.1425
10.22514752	27.624
10.20502924	28.1054
10.1849796	28.6635
10.16500858	29.2084
10.14511574	29.7536
10.12530059	30.3664
10.10556271	30.9985
10.08590162	31.6005
10.0663169	32.2555
10.04680808	32.9601
10.02737473	33.6147
10.00801642	34.2809
9.98873271	34.9848
9.969523168	35.6276
9.950387369	36.2128
9.931324888	36.8542
9.912335307	37.456
9.893427994	37.9618
9.874582922	38.4936
9.855809507	39.0563
9.83710734	39.5187
9.818476015	39.9638
9.799915133	40.452
9.781424293	40.872
9.7630031	41.244
9.744651161	41.7355
9.726368087	42.2174
9.70815349	42.6298
9.690006986	43.1571
9.671928196	43.7516
9.653916739	44.2355
9.635972241	44.7277
9.618094328	45.3031
9.600282632	45.7582
9.582536785	46.1202
9.564856422	46.5665
9.547241181	46.9857
9.529690704	47.2858
9.512204634	47.6329
9.494782617	47.9257
9.477424301	47.9149
9.460138288	47.6544
9.4429063	47.1364
9.425736975	46.1115
9.408629972	44.6657
9.391584952	43.1288
9.374601579	41.5958
9.35767952	40.1984
9.340818443	39.1574
9.324018018	38.4101
9.307277919	37.7672
9.290597822	37.2716
9.273977405	36.9582
9.257416348	36.6408
9.240914333	36.3712
9.224471046	36.2624
9.208086173	36.1706
9.191759404	36.0627
9.17549043	36.1059
9.159278945	36.2404
9.143124645	36.3236
9.127027227	36.4782
9.110986392	36.7597
9.095001842	36.9804
9.079073281	37.182
9.06320863	37.4916
9.04739114	37.8012
9.031628764	38.0082
9.015921215	38.3129
9.000268208	38.65
8.984669459	38.8725
8.969124685	39.119
8.953633608	39.4936
8.93819595	39.8407
8.922811435	40.1972
8.907479789	40.7094
8.89220074	41.2704
8.876974017	41.8256
8.861799353	42.4848
8.846676481	43.2069
8.831605135	43.8488
8.816585054	44.5372
8.801615977	45.3158
8.786697643	45.9945
8.771829795	46.6224
8.757012178	47.3109
8.742244536	47.9279
8.727526619	48.3773
8.712858175	48.8358
8.69824652	49.2316
8.683676252	49.4474
8.669154714	49.5956
8.654681663	49.7133
8.640256858	49.6337
8.625880055	49.4701
8.611551018	49.347
8.597269507	49.1053
8.583035287	48.787
8.568848124	48.5594
8.554707784	48.3656
8.540614036	48.1088
8.52656665	47.9733
8.512565398	47.9625
8.498610052	47.9271
8.484700388	47.9691
8.470836182	48.1498
8.45701721	48.3009
8.443243252	48.4115
8.429514089	48.5997
8.415829502	48.7321
8.402189274	48.7179
8.388593191	48.6886
8.375041038	48.6161
8.361539594	48.3346
8.348074642	47.9396
8.334652987	47.515
8.32127442	46.901
8.307938734	46.1105
8.294645723	45.2997
8.281395183	44.4017
8.268186911	43.3351
8.255020704	42.2599
8.241896361	41.1828
8.228813685	40.0045
8.215772476	38.8048
8.202772537	37.6493
8.189813674	36.4433
8.176895691	35.1845
8.164018395	33.9655
8.151188239	32.7309
8.138391724	31.4333
8.125635323	30.1606
8.11291885	28.8884
8.100242116	27.549
8.087604937	26.194
8.075007126	24.8632
8.062448501	23.4926
8.049928879	22.0795
8.037448078	20.6887
8.025005918	19.2919
8.012602221	17.8774
8.000236807	16.4851
7.9879095	15.103
7.975620124	13.7299
7.963368505	12.3916
7.951154468	11.1103
7.938977841	9.8843
7.926838452	8.73
7.914736131	7.6802
7.902670708	6.7312
7.890642014	5.8616
7.878649883	5.0723
7.866694148	4.3567
7.854780812	3.6955
7.842897355	3.1094
7.831049799	2.6057
7.819237984	2.188
7.807461747	1.8645
7.795720929	1.6423
7.784015369	1.5154
7.772344909	1.4727
7.760709391	1.4907
7.749108659	1.5559
7.737542556	1.657
7.726010929	1.7717
7.714513623	1.8955
7.703050485	2.0247
7.691621363	2.1536
7.680226106	2.2917
7.668864563	2.4268
7.657536586	2.5564
7.646242025	2.6843
7.634980733	2.8086
7.623752563	2.9299
7.61255737	3.0474
7.601395008	3.1575
7.590265333	3.2681
7.579173946	3.3755
7.568109199	3.4795
7.557076711	3.583
7.546076342	3.688
7.535107952	3.7805
7.524171401	3.8664
7.51326655	3.9507
7.502393263	4.0437
7.491551403	4.1387
7.480740833	4.2275
7.469961418	4.2986
7.459213023	4.3767
7.448495516	4.4624
7.437808762	4.5361
7.42715263	4.6059
7.416526989	4.689
7.405931707	4.7593
