Name: Erionite (K2,Ca,Na2)2Al4Si14O36.15H2O
Type:  Mineral
Class:   Silicates
Subclass:   Tectosilicates  (Zeolite Group)
Particle Size: Fine  (less than 2 Micrometers)
Sample No.:  erionite.1
Owner:  JHU
Wavelength Range:  IR
Origin: Donated by W. J. Ehmann;  Sample #15 from Rome, Oregon.

Description: The hand sample was a cream-colored, earthy mass.  As 
a result, the "solid" sample had very weak reststrahlen bands.  
Petrographically the sample appeared to be pure.



Measurement:  Transmission 
First Column:  X
Second Column:  Y  
X Units:  Wavelength (micrometers)
Y Units:  Transmittance (percent)
First X Value:  25.0442
Last X Value:  2.079
Number of X Values:  2287
Additional Information: erioni1a.txt

25.04420302	50.6327
24.9237955	50.9608
24.80454022	51.4256
24.68642074	51.2342
24.5694209	50.8124
24.45358465	50.16
24.3387763	48.953
24.22504094	47.8436
24.11236361	47.0702
24.00072962	46.0936
23.89012454	45.16
23.78053421	44.4764
23.67194472	43.7186
23.56434244	42.7382
23.45771395	41.5702
23.35204611	40.4608
23.24732598	39.6483
23.14354087	38.7831
23.04067832	37.9921
22.93872607	37.2187
22.83767211	36.705
22.7375046	36.1425
22.63821194	35.5507
22.53978272	35.1503
22.44220571	34.8046
22.3454699	34.5331
22.24956446	34.0234
22.15447875	33.3202
22.06020229	32.5956
21.96677306	31.9081
21.87408402	30.8222
21.7821739	29.8144
21.69103293	29.3456
21.60065148	28.83
21.5110201	28.5488
21.42212949	28.7597
21.33397051	28.9101
21.24653416	29.0859
21.15981159	29.6405
21.0737941	30.4687
20.98847313	31.4023
20.90384024	32.5429
20.81988716	33.8593
20.73660571	35.328
20.65398787	36.9706
20.57202575	38.6698
20.49071156	40.2948
20.41003766	41.9647
20.3299965	43.5233
20.25058069	44.8339
20.1717829	45.8671
20.09359597	46.9725
20.01601281	47.7948
19.93906621	48.4764
19.8626695	49.1092
19.78685599	49.7264
19.71161901	49.9842
19.63695203	50.1796
19.56284859	50.3944
19.48930232	50.7928
19.41630698	51.0819
19.34385639	51.4813
19.27194448	51.9344
19.20056526	52.6649
19.12971284	53.3524
19.05938141	54.1024
18.98956523	54.9061
18.92025868	55.6376
18.85145618	56.161
18.78315226	56.6454
18.71534153	57.0331
18.64801865	57.326
18.58117838	57.4227
18.51481556	57.5624
