Name:  Natrolite Na2Al2Si3O10.2H2O
Type:  Mineral
Class:  Silicates
Subclass:  Tectosilicates (Framework Silicates); (ZeoliteGroup)
Particle Size:  Fine  (Less than 2 Micrometers)
Sample No.: natrol.1
Owner:  JHU
Wavelength Range:  IR
Origin: Poonah, India via Hunt and Salisbury Collection #169B

Description: The sample appeared to be pure natrolite, although most 
grains were permeated with what appeared to be fluid inclusions.




Measurement:  Transmission 
First Column:  X
Second Column:  Y  
X Units:  Wavelength (micrometers)
Y Units:  Transmittance (percent)
First X Value:  25.0442
Last X Value:  2.079
Number of X Values:  2287
Additional Information:  natrol1a.txt

25.04420302	63.4608
24.9237955	61.7967
24.80454022	60.5819
24.68642074	58.5018
24.5694209	55.6327
24.45358465	52.2147
24.3387763	48.5643
24.22504094	45.121
24.11236361	41.2147
24.00072962	37.1757
23.89012454	33.871
23.78053421	31.4081
23.67194472	31.1796
23.56434244	32.6679
23.45771395	35.1894
23.35204611	38.5097
23.24732598	42.1561
23.14354087	45.6757
23.04067832	48.1952
22.93872607	49.4383
22.83767211	49.0868
22.7375046	47.4042
22.63821194	45.5702
22.53978272	45.618
22.44220571	48.0077
22.3454699	51.035
22.24956446	53.7001
22.15447875	55.8641
22.06020229	57.5155
21.96677306	58.3514
21.87408402	58.9696
21.7821739	59.6141
21.69103293	59.9041
21.60065148	60.2039
21.5110201	60.4237
21.42212949	60.5838
21.33397051	60.535
21.24653416	60.2264
21.15981159	59.9901
21.0737941	59.4041
20.98847313	58.661
20.90384024	57.2733
20.81988716	55.7127
20.73660571	53.9256
20.65398787	51.9999
20.57202575	50.7479
20.49071156	50.0565
20.41003766	50.496
20.3299965	51.8055
20.25058069	53.2938
20.1717829	54.8475
20.09359597	55.8729
20.01601281	56.5946
19.93906621	56.5643
19.8626695	56.1795
19.78685599	55.5746
19.71161901	54.6385
19.63695203	54.098
19.56284859	53.4203
19.48930232	53.4549
19.41630698	53.9105
19.34385639	54.9725
19.27194448	56.7596
19.20056526	58.6141
19.12971284	60.6014
19.05938141	62.1649
18.98956523	63.1746
18.92025868	63.7933
18.85145618	63.7586
18.78315226	63.8524
18.71534153	63.512
18.64801865	63.1268
18.58117838	62.6117
18.51481556	62.2406
18.44892507	62.1351
18.38350191	61.9881
18.31854111	62.1991
18.25407111	62.5369
18.19002023	62.9383
18.12641726	63.4906
18.06325753	63.952
18.00053642	64.596
17.93824937	65.0604
17.8763919	65.5784
17.81495958	65.8953
17.75394803	66.0472
17.69335296	66.1898
17.63317011	65.8162
17.57339529	65.2835
17.51402436	64.1405
17.45505324	62.5218
17.39647791	60.536
17.3382944	58.598
