Name:  Natrolite Na2Al2Si3O10.2H2O
Type:  Mineral
Class:  Silicates
Subclass:  Tectosilicates (Framework Silicates); (ZeoliteGroup)
Particle Size:  Fine  (0-74  Micrometers)
Sample No.: natrol.1
Owner:  JHU
Wavelength Range:  IR
Origin: Poonah, India via Hunt and Salisbury Collection #169B

Description: The sample appeared to be pure natrolite, although most 
grains were permeated with what appeared to be fluid inclusions.




Measurement:  Bidirectional reflectance 
First Column:  X
Second Column:  Y  
X Units:  Wavelength (micrometers)
Y Units:  Reflectance (percent)
First X Value:  25.0442
Last X Value:  2.079
Number of X Values:  2287
Additional Information:  natrol1a.txt

25.04420302	1.3603
24.9237955	1.3547
24.80454022	1.1645
24.68642074	1.1379
24.5694209	1.2581
24.45358465	1.2568
24.3387763	1.1645
24.22504094	1.1235
24.11236361	1.219
24.00072962	1.2439
23.89012454	1.1548
23.78053421	1.1841
23.67194472	1.2402
23.56434244	1.188
23.45771395	1.2148
23.35204611	1.1304
23.24732598	1.0156
23.14354087	0.9668
23.04067832	0.8965
22.93872607	0.7734
22.83767211	0.6914
22.7375046	0.7009
22.63821194	0.7998
22.53978272	0.8872
22.44220571	0.8791
22.3454699	0.8071
22.24956446	0.7061
22.15447875	0.6655
22.06020229	0.7466
21.96677306	0.8271
21.87408402	0.9639
21.7821739	1.0815
21.69103293	1.1235
21.60065148	1.1682
21.5110201	1.2205
21.42212949	1.238
21.33397051	1.2471
21.24653416	1.1777
21.15981159	1.126
21.0737941	1.1624
20.98847313	1.136
20.90384024	1.0801
20.81988716	1.0413
20.73660571	1.0623
20.65398787	1.0586
20.57202575	1.0298
20.49071156	1.0322
20.41003766	1.0359
20.3299965	1.0247
20.25058069	1.011
20.1717829	1.0061
20.09359597	0.9788
20.01601281	0.9314
19.93906621	0.8889
19.8626695	0.8611
19.78685599	0.8125
19.71161901	0.7966
19.63695203	0.7969
19.56284859	0.7651
19.48930232	0.7283
19.41630698	0.6768
19.34385639	0.6707
19.27194448	0.7239
19.20056526	0.7078
19.12971284	0.636
19.05938141	0.6543
18.98956523	0.7024
18.92025868	0.72
18.85145618	0.748
18.78315226	0.7446
18.71534153	0.7456
18.64801865	0.802
18.58117838	0.8135
18.51481556	0.7864
18.44892507	0.8037
18.38350191	0.8047
18.31854111	0.7932
18.25407111	0.8247
18.19002023	0.865
18.12641726	0.8892
18.06325753	0.8821
18.00053642	0.8716
17.93824937	0.8806
17.8763919	0.9033
17.81495958	0.9192
17.75394803	0.896
17.69335296	0.884
17.63317011	0.9058
17.57339529	0.8926
17.51402436	0.8652
17.45505324	0.8113
17.39647791	0.7864
17.3382944	0.7795
