Name: Olivine (Fo66) (Fe+2,Mg)2SiO4
Type:  Mineral
Class:  Silicates
Subclass:  Nesosilicates (Isolated tetrahedra); (Olivine Group)
Particle Size:  0-60 micrometers.  (Packed powder simulates coarse.)
Sample No.:  olivine.7
Owner:  JHU
Wavelength Range:  IR
Origin: Kiglapait Intrusion, Labrador via Trude King #KI3054 
(obtained from S.A. Morse, Univ. of Mass.)
Description: Initially, the specimen was contaminated with pyroxene, 
spinel (?) and ilmenite.  Heavy liquid separation, followed by 
magnetic separation and hand picking, allowed olivines of different 
iron content to be obtained.  Sample ground to <60 micrometers and 
wet sieved.  Sample preparation by Trude King, USGS, Denver.

Measurement:  Bidirectional reflectance 
First Column:  X
Second Column:  Y  
X Units:  Wavelength (micrometers)
Y Units:  Reflectance (percent)
First X Value:  25.0442
Last X Value:  2.079
Number of X Values:  2287
Additional Information: olivin7a.txt

25.04420302	7.5002
24.9237955	7.3625
24.80454022	7.3232
24.68642074	7.581
24.5694209	7.687
24.45358465	7.832
24.3387763	7.9375
24.22504094	7.8523
24.11236361	7.6167
24.00072962	7.4678
23.89012454	7.3493
23.78053421	7.1047
23.67194472	6.8843
23.56434244	6.7361
23.45771395	6.5256
23.35204611	6.3879
23.24732598	6.1882
23.14354087	5.7922
23.04067832	5.4543
22.93872607	5.1609
22.83767211	4.8828
22.7375046	4.5828
22.63821194	4.352
22.53978272	4.2414
22.44220571	4.1658
22.3454699	4.1426
22.24956446	4.2021
22.15447875	4.2136
22.06020229	4.2549
21.96677306	4.239
21.87408402	4.23
21.7821739	4.2305
21.69103293	4.1775
21.60065148	4.0432
21.5110201	3.9748
21.42212949	3.9775
21.33397051	4.0095
21.24653416	4.1338
21.15981159	4.2097
21.0737941	4.2454
20.98847313	4.3909
20.90384024	4.542
20.81988716	4.7202
20.73660571	4.9621
20.65398787	5.1487
20.57202575	5.3044
20.49071156	5.4614
20.41003766	5.573
20.3299965	5.7051
20.25058069	5.8401
20.1717829	5.8606
20.09359597	5.7883
20.01601281	5.7529
19.93906621	5.665
19.8626695	5.5991
19.78685599	5.6155
19.71161901	5.7146
19.63695203	5.8533
19.56284859	5.9978
19.48930232	6.1455
19.41630698	6.2578
19.34385639	6.373
19.27194448	6.5166
19.20056526	6.6101
19.12971284	6.6482
19.05938141	6.6711
18.98956523	6.7331
