Name:  Datolite CaBSiO4(OH)
Type:  Mineral
Class:   Silicates 
Subclass:   Nesosilicates (Ring Silicates) (Humite Group)
Particle Size:  Fine  (less than 2 Micrometers)
Sample No.:  datolite.1
Owner:  JHU
Wavelength Range:  IR
Origin:  Hunt and Salisbury Collection #442B;  Sample from 
Connecticut.  
Description: White particulate samples appear to be pure datolite, 
with <<1% of the grains containing fluid inclusions.




Measurement:  Transmission 
First Column:  X
Second Column:  Y  
X Units:  Wavelength (micrometers)
Y Units:  Transmittance (percent)
First X Value:  25.0442
Last X Value:  2.079
Number of X Values:  2287
Additional Information: datoli1a.txt

25.04420302	87.8592
24.9237955	87.2498
24.80454022	86.1951
24.68642074	85.3162
24.5694209	84.7654
24.45358465	84.6638
24.3387763	83.0154
24.22504094	79.6443
24.11236361	74.8592
24.00072962	68.0701
23.89012454	59.5233
23.78053421	52.6717
23.67194472	51.9999
23.56434244	59.6444
23.45771395	70.4842
23.35204611	78.4881
23.24732598	82.9334
23.14354087	84.9236
23.04067832	85.0642
22.93872607	84.5799
22.83767211	84.4392
22.7375046	83.9529
22.63821194	83.0545
22.53978272	81.908
22.44220571	79.8045
22.3454699	77.0486
22.24956446	73.9471
22.15447875	72.7186
22.06020229	74.1736
21.96677306	76.0193
21.87408402	76.8533
21.7821739	76.2361
21.69103293	74.6502
21.60065148	72.7498
21.5110201	69.824
21.42212949	65.242
21.33397051	58.9959
21.24653416	49.6991
21.15981159	39.7831
21.0737941	35.0624
20.98847313	39.2538
20.90384024	47.3612
20.81988716	52.2186
20.73660571	51.5467
20.65398787	47.6718
20.57202575	42.328
20.49071156	36.3124
20.41003766	30.1503
20.3299965	24.4628
20.25058069	19.7421
20.1717829	16.166
20.09359597	13.8925
20.01601281	13.1562
19.93906621	13.8554
19.8626695	15.7324
19.78685599	18.582
19.71161901	21.7695
19.63695203	24.8593
19.56284859	27.0009
19.48930232	28.1103
19.41630698	28.1298
19.34385639	27.2079
19.27194448	25.6581
19.20056526	23.8954
19.12971284	22.2734
19.05938141	20.9238
18.98956523	20.1767
18.92025868	20.2499
18.85145618	21.3593
18.78315226	23.58
18.71534153	27.1952
18.64801865	32.2226
18.58117838	38.2499
18.51481556	44.9305
18.44892507	51.2821
18.38350191	55.993
18.31854111	58.0946
18.25407111	58.454
18.19002023	60.1571
18.12641726	65.5272
18.06325753	72.0906
18.00053642	77.0682
17.93824937	79.9568
17.8763919	81.4158
17.81495958	81.575
17.75394803	80.3445
17.69335296	77.1873
17.63317011	71.4227
17.57339529	63.2577
17.51402436	54.8045
17.45505324	50.2704
17.39647791	51.8866
17.3382944	58.3729
