   2.7500000e-01   1.7700000e+02   0.0000000e+00
   2.7750000e-01   2.1510000e+02   1.4530000e-03
   2.8000000e-01   2.5320000e+02   2.9060000e-03
   2.8250000e-01   2.9130000e+02   4.3590000e-03
   2.8500000e-01   3.2940000e+02   5.8120000e-03
   2.8750000e-01   3.6750000e+02   7.2650000e-03
   2.9000000e-01   4.0560000e+02   8.7180000e-03
   2.9250000e-01   4.4370000e+02   1.0171000e-02
   2.9500000e-01   4.8180000e+02   1.1624000e-02
   2.9750000e-01   5.1990000e+02   1.3077000e-02
   3.0000000e-01   5.5800000e+02   1.4530000e-02
   3.0250000e-01   5.8399900e+02   2.1143000e-02
   3.0500000e-01   6.0999800e+02   2.7756000e-02
   3.0750000e-01   6.3599700e+02   3.4369000e-02
   3.1000000e-01   6.6199600e+02   4.0982000e-02
   3.1250000e-01   6.8799500e+02   4.7595000e-02
   3.1500000e-01   7.1399399e+02   5.4208000e-02
   3.1750000e-01   7.3999299e+02   6.0821000e-02
   3.2000000e-01   7.6599199e+02   6.7434000e-02
   3.2250000e-01   7.9199099e+02   7.4047000e-02
   3.2500000e-01   8.1798999e+02   8.0660000e-02
   3.2750000e-01   8.3253999e+02   8.8476000e-02
   3.3000000e-01   8.4708999e+02   9.6292000e-02
   3.3250000e-01   8.6163999e+02   1.0410800e-01
   3.3500000e-01   8.7618999e+02   1.1192400e-01
   3.3750000e-01   8.9073999e+02   1.1974000e-01
   3.4000000e-01   9.0528999e+02   1.2755600e-01
   3.4250000e-01   9.1983999e+02   1.3537200e-01
   3.4500000e-01   9.3438999e+02   1.4318800e-01
   3.4750000e-01   9.4893999e+02   1.5100400e-01
   3.5000000e-01   9.6348999e+02   1.5882000e-01
   3.5250000e-01   9.7000998e+02   1.6668500e-01
   3.5500000e-01   9.7652997e+02   1.7455000e-01
   3.5750000e-01   9.8304996e+02   1.8241500e-01
   3.6000000e-01   9.8956995e+02   1.9028000e-01
   3.6250000e-01   9.9608995e+02   1.9814500e-01
   3.6500000e-01   1.0026099e+03   2.0601000e-01
   3.6750000e-01   1.0091299e+03   2.1387500e-01
   3.7000000e-01   1.0156499e+03   2.2174000e-01
   3.7250000e-01   1.0221699e+03   2.2960500e-01
   3.7500000e-01   1.0286899e+03   2.3747000e-01
   3.7750000e-01   1.0872299e+03   2.4523600e-01
   3.8000000e-01   1.1457699e+03   2.5300200e-01
   3.8250000e-01   1.2043099e+03   2.6076800e-01
   3.8500000e-01   1.2628499e+03   2.6853400e-01
   3.8750000e-01   1.3213899e+03   2.7630000e-01
   3.9000000e-01   1.3799300e+03   2.8406600e-01
   3.9250000e-01   1.4384700e+03   2.9183200e-01
   3.9500000e-01   1.4970100e+03   2.9959800e-01
   3.9750000e-01   1.5555500e+03   3.0736400e-01
   4.0000000e-01   1.6140900e+03   3.1513000e-01
   4.0250000e-01   1.6220300e+03   3.2294600e-01
   4.0500000e-01   1.6299700e+03   3.3076200e-01
   4.0750000e-01   1.6379100e+03   3.3857800e-01
   4.1000000e-01   1.6458500e+03   3.4639400e-01
   4.1250000e-01   1.6537900e+03   3.5421000e-01
   4.1500000e-01   1.6617300e+03   3.6202600e-01
   4.1750000e-01   1.6696700e+03   3.6984200e-01
   4.2000000e-01   1.6776100e+03   3.7765800e-01
   4.2250000e-01   1.6855500e+03   3.8547400e-01
   4.2500000e-01   1.6934900e+03   3.9329000e-01
   4.2750000e-01   1.7298800e+03   4.0260800e-01
   4.3000000e-01   1.7662700e+03   4.1192600e-01
   4.3250000e-01   1.8026600e+03   4.2124400e-01
   4.3500000e-01   1.8390500e+03   4.3056200e-01
   4.3750000e-01   1.8754399e+03   4.3988000e-01
   4.4000000e-01   1.9118299e+03   4.4919800e-01
   4.4250000e-01   1.9482199e+03   4.5851600e-01
   4.4500000e-01   1.9846099e+03   4.6783400e-01
   4.4750000e-01   2.0209999e+03   4.7715200e-01
   4.5000000e-01   2.0573899e+03   4.8647000e-01
   4.5250000e-01   2.0531374e+03   4.9448750e-01
   4.5500000e-01   2.0488850e+03   5.0250500e-01
   4.5750000e-01   2.0446325e+03   5.1052250e-01
   4.6000000e-01   2.0403800e+03   5.1854000e-01
   4.6250000e-01   2.0268800e+03   5.2004250e-01
   4.6500000e-01   2.0133800e+03   5.2154500e-01
   4.6750000e-01   1.9998800e+03   5.2304750e-01
   4.7000000e-01   1.9863800e+03   5.2455000e-01
   4.7250000e-01   2.0039825e+03   5.3169000e-01
   4.7500000e-01   2.0215850e+03   5.3883000e-01
   4.7750000e-01   2.0391875e+03   5.4597000e-01
   4.8000000e-01   2.0567900e+03   5.5311000e-01
   4.8250000e-01   2.0258375e+03   5.5999750e-01
   4.8500000e-01   1.9948850e+03   5.6688500e-01
   4.8750000e-01   1.9639325e+03   5.7377250e-01
   4.9000000e-01   1.9329800e+03   5.8066000e-01
   4.9250000e-01   1.9240325e+03   5.8930250e-01
   4.9500000e-01   1.9150849e+03   5.9794500e-01
   4.9750000e-01   1.9061374e+03   6.0658750e-01
   5.0000000e-01   1.8971899e+03   6.1523000e-01
   5.0250000e-01   1.9074149e+03   6.2437250e-01
   5.0500000e-01   1.9176399e+03   6.3351500e-01
