   3.8000000e-01   1.1492900e+03   1.5376857e-05   1.5875084e-03   6.4488514e-04   3.7208764e-04   5.6829884e-06   9.6228068e-06   4.0020089e-04   1.4312937e-06
   3.8250000e-01   1.0336900e+03   1.7695590e-05   2.9732458e-03   5.4160576e-04   3.1660882e-04   3.2686718e-05   2.3536302e-05   5.8001061e-05   8.2498180e-06
   3.8500000e-01   9.1809003e+02   2.1112669e-05   1.1587218e-03   2.7853276e-04   4.2896700e-04   2.3101920e-04   7.9523542e-05   2.6911464e-05   1.4312937e-06
   3.8750000e-01   1.0318900e+03   8.9393238e-04   1.0388283e-04   2.5579329e-04   4.2862816e-04   2.7531981e-04   1.0666319e-04   1.0348915e-05   1.3915356e-07
   3.9000000e-01   1.1456899e+03   1.6373912e-03   1.7276572e-05   4.4763826e-04   3.1407884e-04   1.7285439e-04   1.0401796e-04   9.4275829e-07   1.1927448e-07
   3.9250000e-01   1.0350900e+03   3.7717845e-03   1.3899449e-04   1.4613452e-04   3.4222485e-04   6.0052787e-04   1.6914895e-04   9.5561410e-06   1.1927448e-07
   3.9500000e-01   9.2448999e+02   9.7621078e-03   3.5305270e-04   4.0128473e-06   2.7942716e-04   8.1343016e-04   2.1453444e-04   1.4184227e-05   1.1927448e-07
   3.9750000e-01   1.2692900e+03   3.0135895e-02   2.1860076e-04   1.2089988e-06   1.1043810e-04   4.2977123e-04   1.9166465e-04   9.0847616e-06   4.7908582e-06
   4.0000000e-01   1.6140900e+03   1.3146701e-01   5.3698862e-04   3.8585070e-06   1.4307936e-04   7.4874326e-04   1.6458749e-04   1.1398805e-05   1.4750277e-05
   4.0250000e-01   1.6310900e+03   4.1184356e-01   7.5529151e-04   4.6224914e-05   1.7865718e-04   1.2109724e-03   9.8227612e-05   1.8169524e-05   1.8912956e-04
   4.0500000e-01   1.6480900e+03   6.5909251e-01   5.8308430e-05   2.6824341e-04   8.5251261e-05   9.9295920e-04   7.8898684e-05   3.8824500e-05   8.2955399e-04
   4.0750000e-01   1.6771900e+03   8.0442047e-01   3.0457405e-05   2.6991542e-04   2.9388418e-05   7.1039262e-04   7.7149083e-05   5.2644480e-05   9.7872660e-04
   4.1000000e-01   1.7062900e+03   8.4792105e-01   1.2793599e-04   1.0736939e-04   1.2695074e-05   4.2927540e-04   8.7230119e-05   7.0492608e-05   9.2759761e-04
   4.1250000e-01   1.7448900e+03   9.1171481e-01   1.9786143e-04   7.6547634e-04   1.7303250e-05   1.1985003e-03   1.0816285e-04   2.0826388e-04   1.1786306e-03
   4.1500000e-01   1.7834900e+03   9.7885145e-01   6.9285011e-04   9.9837583e-04   5.6066144e-05   1.5875752e-03   1.0618413e-04   3.6609018e-04   1.0257207e-03
   4.1750000e-01   1.7501900e+03   9.9635678e-01   2.1370449e-03   4.2260941e-04   1.5767191e-04   1.1708291e-03   6.7963677e-05   5.3424398e-04   6.3008731e-04
   4.2000000e-01   1.7168900e+03   9.2307971e-01   3.1613148e-03   4.4424277e-04   7.4860275e-04   1.5048096e-03   1.5550622e-04   6.3494771e-04   6.5000614e-04
   4.2250000e-01   1.7051900e+03   6.1658508e-01   5.8872897e-03   4.9306575e-04   1.1090344e-03   2.1452137e-03   2.9745304e-04   5.3945058e-04   5.9366883e-04
   4.2500000e-01   1.6934900e+03   3.0777305e-01   1.4761490e-02   1.6030810e-04   5.0464048e-04   2.8155203e-03   2.9951507e-04   3.2623722e-04   5.1117065e-04
   4.2750000e-01   1.5976900e+03   1.0757277e-01   4.3847492e-02   1.9138195e-05   5.9581008e-04   3.1808334e-03   2.7433331e-04   2.5394480e-04   4.2954715e-04
   4.3000000e-01   1.5018900e+03   3.0035640e-02   1.2591180e-01   1.5948496e-06   1.1270605e-03   3.3552898e-03   2.1832524e-04   2.2266237e-04   3.4184065e-04
   4.3250000e-01   1.6309900e+03   1.2773531e-02   3.2547073e-01   1.4662327e-06   5.7803246e-04   3.4136262e-03   2.1657564e-04   1.9399394e-04   2.3507012e-04
   4.3500000e-01   1.7600900e+03   7.4580200e-03   5.8309718e-01   1.2861690e-06   3.2478607e-04   3.4754716e-03   2.9743221e-04   1.2907218e-04   1.5545440e-04
   4.3750000e-01   1.7752400e+03   4.8171667e-03   7.5129689e-01   6.9453126e-07   6.9235589e-04   3.5401776e-03   4.7868257e-04   6.0786483e-05   1.0720788e-04
   4.4000000e-01   1.7903900e+03   2.7451352e-03   9.0172460e-01   1.2964584e-05   3.9431080e-03   2.9764366e-03   6.1331855e-04   5.4380012e-05   5.5184325e-05
   4.4250000e-01   1.8599400e+03   1.4006365e-03   9.4436683e-01   1.3144647e-05   4.2630148e-04   2.3896776e-03   6.4337420e-04   5.3008727e-05   2.1270615e-05
   4.4500000e-01   1.9294900e+03   1.2522376e-03   9.8780363e-01   1.5948496e-06   1.7357464e-04   2.2762085e-03   3.5771014e-04   4.5938040e-05   1.5903264e-05
   4.4750000e-01   1.9934400e+03   1.0091368e-03   9.8007534e-01   1.6720197e-06   7.1404143e-05   2.3688527e-03   2.4107006e-04   4.6066599e-05   2.8228293e-05
   4.5000000e-01   2.0573899e+03   5.6296384e-04   8.6300870e-01   1.6977431e-06   5.9228618e-05   2.6081484e-03   2.4398606e-04   4.8637757e-05   4.7272451e-05
   4.5250000e-01   2.0392310e+03   4.7845214e-04   6.5503560e-01   5.3247397e-06   5.0576993e-05   1.6627127e-03   2.2640673e-04   3.4667793e-05   4.9677820e-05
   4.5500000e-01   2.0210800e+03   3.8905890e-04   3.3861493e-01   7.6655672e-06   4.6894970e-05   1.2358402e-03   2.9101701e-04   2.9182654e-05   4.7351967e-05
   4.5750000e-01   2.0307300e+03   1.9513965e-04   1.1997313e-01   4.9903358e-06   5.4191249e-05   1.6451489e-03   4.8561849e-04   3.3017967e-05   3.9778038e-05
   4.6000000e-01   2.0403800e+03   9.5190070e-05   4.1116752e-02   3.4623670e-05   9.1124427e-05   2.6970548e-03   5.2975426e-04   2.5583032e-05   3.6140167e-05
   4.6250000e-01   2.0265300e+03   8.2620099e-05   1.6046994e-02   1.7780001e-04   2.0526715e-04   3.3652254e-03   5.6874538e-04   1.7933834e-05   3.2144472e-05
   4.6500000e-01   2.0126801e+03   6.0775199e-05   6.0747256e-03   6.8100076e-04   3.7375924e-04   2.4300306e-03   7.6445077e-04   1.6669681e-05   2.4053686e-05
   4.6750000e-01   1.9995300e+03   4.7350958e-05   2.5015657e-03   2.1413171e-03   5.6746077e-04   1.6716377e-03   8.5786698e-04   1.3284321e-05   2.0475452e-05
   4.7000000e-01   1.9863800e+03   2.2943248e-05   4.7518019e-04   6.9449525e-03   9.1128944e-04   1.0228616e-03   8.8038268e-04   8.8704984e-06   1.9322465e-05
   4.7250000e-01   2.0028800e+03   1.1715701e-05   1.8468060e-04   2.1428296e-02   1.1322108e-03   2.1980769e-03   1.1296801e-03   1.6433991e-05   2.2562756e-05
   4.7500000e-01   2.0193800e+03   1.4888703e-05   1.6286148e-04   5.8538439e-02   1.2010624e-03   2.2070210e-03   1.2305945e-03   2.0912093e-05   2.2662151e-05
   4.7750000e-01   2.0380890e+03   3.2523274e-05   1.0246794e-04   1.6824212e-01   1.3101452e-03   6.4906211e-04   1.1366993e-03   1.9669366e-05   1.9064037e-05
   4.8000000e-01   2.0567900e+03   1.0007161e-05   4.8702060e-05   3.9684678e-01   1.6586724e-03   2.1076640e-04   1.1070810e-03   1.6626828e-05   2.3854895e-05
   4.8250000e-01   1.9677390e+03   1.0495315e-05   1.5824446e-05   7.1294534e-01   2.3822238e-03   4.3118244e-05   1.1473218e-03   1.0927426e-05   3.0037289e-05
   4.8500000e-01   1.8786801e+03   8.1765829e-06   4.9670144e-05   9.4517164e-01   4.8399404e-03   2.0672347e-05   1.4409632e-03   4.5423808e-06   2.7631921e-05
   4.8750000e-01   1.9058300e+03   6.1019276e-06   3.3361656e-05   9.9841004e-01   8.4006150e-03   1.0069188e-05   1.5179248e-03   1.7141060e-06   2.9679466e-05
   4.9000000e-01   1.9329800e+03   5.1500269e-05   2.0999971e-05   9.7679288e-01   1.7997910e-02   5.1871572e-06   1.4544602e-03   5.9993709e-07   3.5782343e-05
   4.9250000e-01   1.9535800e+03   4.4904085e-04   1.0946794e-05   9.6153661e-01   4.4613606e-02   3.3754663e-06   6.1348518e-04   4.0710017e-07   3.0772815e-05
   4.9500000e-01   1.9741801e+03   1.6687552e-03   7.4467982e-06   9.8834679e-01   1.1991075e-01   1.9451840e-06   1.3950987e-04   2.5711590e-07   2.8387326e-05
   4.9750000e-01   1.9356811e+03   3.5328940e-03   6.3670125e-06   9.5789649e-01   3.2137661e-01   1.7544796e-06   3.9449343e-05   1.9283692e-07   2.9818619e-05
   5.0000000e-01   1.8971899e+03   2.0661127e-03   6.1063745e-06   7.1416077e-01   6.5788086e-01   7.4756089e-06   6.5485075e-05   4.7137914e-07   1.2738514e-04
   5.0250000e-01   1.9167810e+03   2.2760190e-04   8.0053081e-06   3.4944049e-01   9.3148116e-01   5.1490164e-06   8.6605259e-05   2.3568957e-07   1.1939375e-04
   5.0500000e-01   1.9363800e+03   2.5359611e-04   2.9787193e-06   1.2276488e-01   9.9371707e-01   7.3611863e-06   3.0568033e-04   2.5711590e-07   1.6996613e-04
   5.0750000e-01   1.9372310e+03   1.2670043e-03   2.0478695e-06   4.3813192e-02   9.6851328e-01   8.0667923e-06   2.8680963e-04   2.5711590e-07   2.0865082e-04
   5.1000000e-01   1.9380900e+03   1.6421507e-03   2.1595715e-06   1.7259102e-02   9.7605555e-01   9.0012434e-06   5.2488037e-05   2.9996855e-07   2.3576588e-04
   5.1250000e-01   1.8814400e+03   1.5605680e-03   1.6941466e-05   7.9760485e-03   9.9527142e-01   9.6305676e-06   2.8035277e-05   2.3568958e-07   2.8039441e-04
   5.1500000e-01   1.8247900e+03   4.6264815e-04   2.3531882e-05   4.1968209e-03   9.9973390e-01   1.0565019e-05   1.5413154e-05   2.1426325e-07   3.3110595e-04
   5.1750000e-01   1.8140900e+03   4.2353479e-04   1.6196786e-05   2.5574956e-03   9.1311803e-01   1.1976231e-05   2.3994532e-05   1.4998427e-07   3.9163775e-04
   5.2000000e-01   1.8033900e+03   1.0251238e-03   4.0510582e-05   1.8834144e-03   6.6928655e-01   2.7766547e-05   3.0326421e-05   8.5705299e-08   5.3260030e-04
   5.2250000e-01   1.8322400e+03   1.5221259e-03   1.4342533e-04   1.3030436e-03   3.4170673e-01   5.6295912e-05   3.7241512e-05   6.4278974e-08   8.3615384e-04
   5.2500000e-01   1.8610900e+03   6.5961837e-04   5.7794601e-04   9.4950140e-04   1.2767115e-01   9.5085169e-05   3.1159565e-05   2.5711590e-07   1.4076774e-03
   5.2750000e-01   1.8859310e+03   1.6438593e-04   4.6691425e-04   6.2819067e-04   4.4179490e-02   2.9101477e-04   4.4885603e-05   4.7137914e-07   2.4716057e-03
   5.3000000e-01   1.9107800e+03   2.5628096e-05   3.5148888e-05   3.0456482e-04   1.3572073e-02   8.6846742e-04   9.4853381e-05   7.2849504e-07   3.3625463e-03
   5.3250000e-01   1.9046800e+03   2.3980576e-05   3.3547826e-05   1.9825009e-04   5.2178109e-03   3.2046143e-03   3.6043868e-04   7.4992137e-07   4.4309474e-03
