0.475	0	0	0	0	0
0.4775	0	0	0	0.0045	0
0.48	0	0	0	0.009	0
0.4825	0	0	0	0.029	0
0.485	0	0	0	0.049	0
0.4875	0	0	0	0.1045	0
0.49	0	0	0	0.16	0
0.4925	0	0	0	0.2345	0
0.495	0	0	0	0.309	0
0.4975	0	0	0	0.385	0
0.5	0	0	0	0.461	0
0.5025	0	0	0	0.5295	0
0.505	0	0	0	0.598	0
0.5075	0	0	0	0.658	0
0.51	0	0	0	0.718	0
0.5125	0	0	0	0.771	0
0.515	0	0	0	0.824	0
0.5175	0	0	0	0.8645	0
0.52	0	0	0	0.905	0
0.5225	0	0	0	0.933	0
0.525	0	0	0	0.961	0
0.5275	0	0	0	0.9725	0
0.53	0	0	0	0.984	0
0.5325	0	0	0	0.9915	0
0.535	0	0	0	0.999	0
0.5375	0	0	0	0.9995	0
0.54	0	0	0	1	0
0.5425	0	0	0	0.999	0
0.545	0	0	0	0.998	0
0.5475	0	0	0	0.9965	0
0.55	0	0	0	0.995	0
0.5525	0	0	0	0.988	0
0.555	0	0	0	0.981	0
0.5575	0	0	0	0.975	0
0.56	0	0	0	0.969	0
0.5625	0	0	0	0.9585	0
0.565	0	0	0	0.948	0
0.5675	0	0	0	0.9375	0
0.57	0	0	0	0.927	0
0.5725	0	0	0	0.9175	0
0.575	0	0	0	0.908	0
0.5775	0	0	0	0.899	0
0.58	0	0	0	0.89	0
0.5825	0	0	0	0.8855	0
0.585	0	0	0	0.881	0
0.5875	0	0	0	0.868	0
0.59	0	0	0	0.855	0
0.5925	0	0	0	0.8265	0
0.595	0	0	0	0.798	0
0.5975	0	0	0.0065	0.75	0
0.6	0	0	0.013	0.702	0
0.6025	0	0	0.0515	0.6405	0
0.605	0	0	0.09	0.579	0
0.6075	0	0	0.1685	0.5215	0
0.61	0	0	0.247	0.464	0
0.6125	0	0	0.3385	0.407	0
0.615	0	0	0.43	0.35	0
0.6175	0	0	0.513	0.289	0
0.62	0	0	0.596	0.228	0
0.6225	0	0	0.6635	0.1815	0
0.625	0	0	0.731	0.135	0
0.6275	0	0	0.7735	0.1085	0
0.63	0	0	0.816	0.082	0
0.6325	0	0	0.8415	0.0645	0
0.635	0	0	0.867	0.047	0
0.6375	0	0	0.8855	0.037	0
0.64	0	0	0.904	0.027	0
0.6425	0	0	0.917	0.0215	0
0.645	0	0	0.93	0.016	0
0.6475	0	0	0.941	0.013	0
0.65	0	0	0.952	0.01	0
0.6525	0	0	0.963	0.005	0
0.655	0	0	0.974	0	0
0.6575	0	0	0.984	0	0
0.66	0	0	0.994	0	0
0.6625	0	0	0.997	0	0
0.665	0	0	1	0	0
0.6675	0	0	0.9785	0	0
0.67	0	0	0.957	0	0
0.6725	0	0	0.9175	0	0
0.675	0	0	0.878	0	0
0.6775	0	0	0.812	0	0
0.68	0	0	0.746	0	0
0.6825	0	0	0.665	0	0
0.685	0	0	0.584	0	0
0.6875	0	0	0.516	0	0
0.69	0	0	0.448	0	0
0.6925	0	0	0.3855	0	0
0.695	0	0	0.323	0	0
0.6975	0	0	0.3245	0	0
0.7	0	0	0.326	0	0
0.7025	0	0	0.2495	0	0
0.705	0	0	0.173	0	0
0.7075	0	0	0.1495	0	0
0.71	0	0	0.126	0	0
0.7125	0	0	0.1105	0	0
0.715	0	0	0.095	0	0
0.7175	0	0	0.0825	0	0
0.72	0	0	0.07	0	0
0.7225	0	0	0.0605	0	0
0.725	0	0	0.051	0	0
0.7275	0	0	0.0445	0	0
0.73	0	0	0.038	0	0
0.7325	0	0	0.033	0	0
0.735	0	0	0.028	0	0
0.7375	0	0.0035	0.0235	0	0
0.74	0	0.007	0.019	0	0
0.7425	0	0.0115	0.016	0	0
0.745	0	0.016	0.013	0	0
0.7475	0	0.0275	0.0115	0	0
0.75	0	0.039	0.01	0	0
0.7525	0	0.0585	0.005	0	0
0.755	0	0.078	0	0	0
0.7575	0	0.1135	0	0	0
0.76	0	0.149	0	0	0
0.7625	0	0.199	0	0	0
0.765	0	0.249	0	0	0
0.7675	0	0.318	0	0	0
0.77	0	0.387	0	0	0
0.7725	0	0.4575	0	0	0
0.775	0	0.528	0	0	0
0.7775	0	0.598	0	0	0
0.78	0	0.668	0	0	0
0.7825	0	0.7235	0	0	0
0.785	0	0.779	0	0	0
0.7875	0	0.8175	0	0	0
0.79	0	0.856	0	0	0
0.7925	0	0.8895	0	0	0
0.795	0	0.923	0	0	0
0.7975	0	0.9265	0	0	0
0.8	0	0.93	0	0	0
0.8025	0	0.9575	0	0	0
0.805	0	0.985	0	0	0
0.8075	0	0.961	0	0	0
0.81	0	0.937	0	0	0
0.8125	0	0.9685	0	0	0
0.815	0	1	0	0	0
0.8175	0	0.9705	0	0	0
0.82	0	0.941	0	0	0
0.8225	0	0.9635	0	0	0
0.825	0	0.986	0	0	0
0.8275	0	0.9755	0	0	0
0.83	0	0.965	0	0	0
0.8325	0	0.96	0	0	0
0.835	0	0.955	0	0	0
0.8375	0	0.959	0	0	0
0.84	0	0.963	0	0	0
0.8425	0	0.975	0	0	0
0.845	0	0.987	0	0	0
0.8475	0	0.961	0	0	0
0.85	0	0.935	0	0	0
0.8525	0	0.935	0	0	0
0.855	0	0.935	0	0	0
0.8575	0	0.9155	0	0	0
0.86	0	0.896	0	0	0
0.8625	0	0.885	0	0	0
0.865	0	0.874	0	0	0
0.8675	0	0.8715	0	0	0
0.87	0	0.869	0	0	0
0.8725	0	0.8355	0	0	0
0.875	0	0.802	0	0	0
0.8775	0	0.7835	0	0	0
0.88	0	0.765	0	0	0
0.8825	0	0.7265	0	0	0
0.885	0	0.688	0	0	0
0.8875	0	0.629	0	0	0
0.89	0	0.57	0	0	0
0.8925	0	0.522	0	0	0
0.895	0	0.474	0	0	0
0.8975	0	0.424	0	0	0
0.9	0	0.374	0	0	0
0.9025	0	0.3275	0	0	0
0.905	0	0.281	0	0	0
0.9075	0	0.2445	0	0	0
0.91	0	0.208	0	0	0
0.9125	0	0.1805	0	0	0
0.915	0	0.153	0	0	0
0.9175	0	0.132	0	0	0
0.92	0	0.111	0	0	0
0.9225	0	0.0945	0	0	0
0.925	0	0.078	0	0	0
0.9275	0	0.066	0	0	0
0.93	0	0.054	0	0	0
0.9325	0	0.0475	0	0	0
0.935	0	0.041	0	0	0
0.9375	0	0.0355	0	0	0
0.94	0	0.03	0	0	0
0.9425	0	0.0255	0	0	0
0.945	0	0.021	0	0	0
0.9475	0	0.0155	0	0	0
0.95	0	0.01	0	0	0
0.9525	0	0.005	0	0	0
0.955	0	0	0	0	0
0.9575	0	0	0	0	0
0.96	0	0	0	0	0
0.9625	0	0	0	0	0
0.965	0	0	0	0	0
0.9675	0	0	0	0	0
0.97	0	0	0	0	0
0.9725	0	0	0	0	0
0.975	0	0	0	0	0
0.9775	0	0	0	0	0
0.98	0	0	0	0	0
0.9825	0	0	0	0	0
0.985	0	0	0	0	0
0.9875	0	0	0	0	0
0.99	0	0	0	0	0
0.9925	0	0	0	0	0
0.995	0	0	0	0	0
0.9975	0	0	0	0	0
1	0	0	0	0	0
1.0025	0	0	0	0	0
1.005	0	0	0	0	0
1.0075	0	0	0	0	0
1.01	0	0	0	0	0
1.0125	0	0	0	0	0
1.015	0	0	0	0	0
1.0175	0	0	0	0	0
1.02	0	0	0	0	0
1.0225	0	0	0	0	0
1.025	0	0	0	0	0
1.0275	0	0	0	0	0
1.03	0	0	0	0	0
1.0325	0	0	0	0	0
1.035	0	0	0	0	0
1.0375	0	0	0	0	0
1.04	0	0	0	0	0
1.0425	0	0	0	0	0
