0.410000 1604.00 0.0001 0.0000 0.0000 0.0000 0.0001
0.412500 1791.00 0.0001 0.0000 0.0000 0.0000 0.0001
0.415000 1738.00 0.0002 0.0000 0.0000 0.0000 0.0001
0.417500 1667.00 0.0003 0.0000 0.0000 0.0000 0.0002
0.420000 1731.00 0.0005 0.0000 0.0000 0.0000 0.0003
0.422500 1584.00 0.0007 0.0000 0.0000 0.0000 0.0004
0.425000 1734.00 0.0012 0.0000 0.0000 0.0000 0.0008
0.427500 1571.00 0.0020 0.0000 0.0000 0.0000 0.0012
0.430000 1306.00 0.0039 0.0000 0.0000 0.0000 0.0021
0.432500 1648.00 0.0072 0.0000 0.0000 0.0000 0.0041
0.435000 1699.00 0.0144 0.0000 0.0000 0.0000 0.0081
0.437500 1808.00 0.0284 0.0000 0.0000 0.0000 0.0164
0.440000 1771.00 0.0583 0.0000 0.0000 0.0000 0.0338
0.442500 1982.00 0.1201 0.0000 0.0000 0.0000 0.0755
0.445000 1845.00 0.2490 0.0000 0.0000 0.0001 0.1530
0.447500 2079.00 0.4271 0.0000 0.0000 0.0000 0.2620
0.450000 2088.00 0.5717 0.0000 0.0000 0.0000 0.3604
0.452500 1943.00 0.6417 0.0000 0.0000 0.0000 0.4086
0.455000 2009.00 0.6867 0.0000 0.0000 0.0001 0.4439
0.457500 2102.00 0.7287 0.0000 0.0000 0.0003 0.4812
0.460000 2026.00 0.7554 0.0000 0.0000 0.0001 0.5093
0.462500 2106.00 0.7558 0.0000 0.0000 0.0001 0.5164
0.465000 2011.00 0.7646 0.0000 0.0000 0.0000 0.5297
0.467500 2017.00 0.7930 0.0000 0.0000 0.0001 0.5539
0.470000 1935.00 0.8067 0.0000 0.0000 0.0003 0.5712
0.472500 2043.00 0.7797 0.0000 0.0001 0.0000 0.5583
0.475000 2035.00 0.7648 0.0001 0.0000 0.0000 0.5467
0.477500 2077.00 0.7873 0.0000 0.0000 0.0000 0.5576
0.480000 2058.00 0.8341 0.0000 0.0000 0.0001 0.5870
0.482500 2025.00 0.8561 0.0001 0.0000 0.0001 0.5994
0.485000 1901.00 0.8385 0.0002 0.0001 0.0000 0.5838
0.487500 1832.00 0.8026 0.0003 0.0000 0.0000 0.5640
0.490000 1986.00 0.8005 0.0008 0.0000 0.0000 0.5672
0.492500 1898.00 0.8662 0.0007 0.0000 0.0000 0.5989
0.495000 1994.00 0.9135 0.0006 0.0000 0.0000 0.6295
0.497500 2020.00 0.9225 0.0016 0.0000 0.0000 0.6373
0.500000 1915.00 0.9168 0.0038 0.0000 0.0000 0.6251
0.502500 1896.00 0.9115 0.0028 0.0000 0.0000 0.6235
0.505000 1933.00 0.9352 0.0045 0.0000 0.0000 0.6415
0.507500 1908.00 0.9830 0.0070 0.0000 0.0000 0.6686
0.510000 1934.00 1.0000 0.0070 0.0000 0.0000 0.6817
0.512500 1869.00 0.9785 0.0126 0.0000 0.0000 0.6707
0.515000 1889.00 0.8694 0.0320 0.0000 0.0000 0.6547
0.517500 1728.00 0.6064 0.0463 0.0000 0.0000 0.6502
0.520000 1831.00 0.3050 0.0606 0.0000 0.0000 0.6611
0.522500 1825.00 0.1142 0.1522 0.0000 0.0000 0.6720
0.525000 1946.00 0.0478 0.2961 0.0000 0.0000 0.6672
0.527500 1830.00 0.0242 0.4151 0.0000 0.0000 0.6493
0.530000 1937.00 0.0102 0.6149 0.0000 0.0000 0.6352
0.532500 1773.00 0.0047 0.7260 0.0000 0.0000 0.6449
0.535000 1926.00 0.0030 0.7637 0.0000 0.0000 0.6799
0.537500 1884.00 0.0022 0.8325 0.0000 0.0000 0.7301
0.540000 1803.00 0.0012 0.8845 0.0000 0.0000 0.7754
0.542500 1827.00 0.0007 0.9006 0.0000 0.0000 0.7877
0.545000 1892.00 0.0005 0.8941 0.0000 0.0000 0.7772
0.547500 1835.00 0.0004 0.8797 0.0000 0.0000 0.7620
0.550000 1880.00 0.0003 0.8739 0.0000 0.0000 0.7594
0.552500 1848.00 0.0002 0.8945 0.0000 0.0000 0.7735
0.555000 1900.00 0.0001 0.9298 0.0000 0.0000 0.7939
0.557500 1848.00 0.0002 0.9471 0.0000 0.0000 0.8076
0.560000 1828.00 0.0001 0.9451 0.0000 0.0000 0.8059
0.562500 1852.00 0.0001 0.9456 0.0000 0.0000 0.7900
0.565000 1828.00 0.0000 0.9361 0.0000 0.0001 0.7752
