   5.4000000e-01   1.8528800e+03   0.0000000e+00             NaN
   5.4250000e-01   1.8656400e+03   3.2500000e-03             NaN
   5.4500000e-01   1.8783900e+03   6.5000000e-03             NaN
   5.4750000e-01   1.8747400e+03   9.7500000e-03             NaN
   5.5000000e-01   1.8710900e+03   1.3000000e-02             NaN
   5.5250000e-01   1.8724399e+03   5.0000000e-02             NaN
   5.5500000e-01   1.8737900e+03   8.7000000e-02             NaN
   5.5750000e-01   1.8503900e+03   1.2400000e-01             NaN
   5.6000000e-01   1.8269900e+03   1.6100000e-01             NaN
   5.6250000e-01   1.8370400e+03   2.3850000e-01             NaN
   5.6500000e-01   1.8470900e+03   3.1600000e-01             NaN
   5.6750000e-01   1.8411801e+03   3.9350000e-01             NaN
   5.7000000e-01   1.8352800e+03   4.7100000e-01             NaN
   5.7250000e-01   1.8494800e+03   5.1500000e-01             NaN
   5.7500000e-01   1.8636899e+03   5.5900000e-01             NaN
   5.7750000e-01   1.8510300e+03   6.0300000e-01             NaN
   5.8000000e-01   1.8383800e+03   6.4700000e-01             NaN
   5.8250000e-01   1.8407300e+03   6.7675000e-01             NaN
   5.8500000e-01   1.8430800e+03   7.0650000e-01             NaN
   5.8750000e-01   1.8028300e+03   7.3625000e-01             NaN
   5.9000000e-01   1.7625800e+03   7.6600000e-01             NaN
   5.9250000e-01   1.7787800e+03   7.7450000e-01             NaN
   5.9500000e-01   1.7949900e+03   7.8300000e-01             NaN
   5.9750000e-01   1.7774800e+03   7.9150000e-01             NaN
   6.0000000e-01   1.7599800e+03   8.0000000e-01   2.2204460e-17
   6.0250000e-01   1.7647300e+03   7.9175000e-01   5.0000000e-04
   6.0500000e-01   1.7694900e+03   7.8350000e-01   1.0000000e-03
   6.0750000e-01   1.7534800e+03   7.7525000e-01   1.5000000e-03
   6.1000000e-01   1.7374800e+03   7.6700000e-01   2.0000000e-03
   6.1250000e-01   1.7131400e+03   7.7475000e-01   2.5000000e-03
   6.1500000e-01   1.6888000e+03   7.8250000e-01   3.0000000e-03
   6.1750000e-01   1.7028800e+03   7.9025000e-01   3.5000000e-03
   6.2000000e-01   1.7169700e+03   7.9800000e-01   4.0000000e-03
   6.2250000e-01   1.6960699e+03   8.2150000e-01   3.8750000e-03
   6.2500000e-01   1.6751700e+03   8.4500000e-01   3.7500000e-03
   6.2750000e-01   1.6720300e+03   8.6850000e-01   3.6250000e-03
   6.3000000e-01   1.6688900e+03   8.9200000e-01   3.5000000e-03
   6.3250000e-01   1.6635601e+03   8.9075000e-01   3.3750000e-03
   6.3500000e-01   1.6582300e+03   8.8950000e-01   3.2500000e-03
   6.3750000e-01   1.6477500e+03   8.8825000e-01   3.1250000e-03
   6.4000000e-01   1.6372700e+03   8.8700000e-01   3.0000000e-03
   6.4250000e-01   1.6300200e+03   8.7025000e-01   2.8750000e-03
   6.4500000e-01   1.6227700e+03   8.5350000e-01   2.7500000e-03
   6.4750000e-01   1.6060601e+03   8.3675000e-01   2.6250000e-03
   6.5000000e-01   1.5893600e+03   8.2000000e-01   2.5000000e-03
   6.5250000e-01   1.5522900e+03   8.1100000e-01   2.3750000e-03
   6.5500000e-01   1.5152200e+03   8.0200000e-01   2.2500000e-03
   6.5750000e-01   1.5289100e+03   7.9300000e-01   2.1250000e-03
   6.6000000e-01   1.5426000e+03   7.8400000e-01   2.0000000e-03
   6.6250000e-01   1.5489000e+03   8.0500000e-01   2.0000000e-03
   6.6500000e-01   1.5552100e+03   8.2600000e-01   2.0000000e-03
   6.6750000e-01   1.5444100e+03   8.4700000e-01   2.0000000e-03
   6.7000000e-01   1.5336200e+03   8.6800000e-01   2.0000000e-03
   6.7250000e-01   1.5252400e+03   9.0100000e-01   2.0000000e-03
   6.7500000e-01   1.5168600e+03   9.3400000e-01   2.0000000e-03
   6.7750000e-01   1.5079200e+03   9.6700000e-01   2.0000000e-03
   6.8000000e-01   1.4989800e+03   1.0000000e+00   2.0000000e-03
   6.8250000e-01   1.4840699e+03   9.5625000e-01   2.7500000e-03
   6.8500000e-01   1.4691700e+03   9.1250000e-01   3.5000000e-03
   6.8750000e-01   1.4642800e+03   8.6875000e-01   4.2500000e-03
   6.9000000e-01   1.4593900e+03   8.2500000e-01   5.0000000e-03
   6.9250000e-01   1.4487300e+03   7.1925000e-01   1.7250000e-02
   6.9500000e-01   1.4380800e+03   6.1350000e-01   2.9500000e-02
   6.9750000e-01   1.4231600e+03   5.0775000e-01   4.1750000e-02
   7.0000000e-01   1.4082400e+03   4.0200000e-01   5.4000000e-02
   7.0250000e-01   1.4075300e+03   3.4675000e-01   1.1500000e-01
   7.0500000e-01   1.4068199e+03   2.9150000e-01   1.7600000e-01
   7.0750000e-01   1.3978199e+03   2.3625000e-01   2.3700000e-01
   7.1000000e-01   1.3888199e+03   1.8100000e-01   2.9800000e-01
   7.1250000e-01   1.3785100e+03   1.5675000e-01   3.8225000e-01
   7.1500000e-01   1.3682100e+03   1.3250000e-01   4.6650000e-01
   7.1750000e-01   1.3521300e+03   1.0825000e-01   5.5075000e-01
   7.2000000e-01   1.3360500e+03   8.4000000e-02   6.3500000e-01
   7.2250000e-01   1.3438800e+03   7.3500000e-02   6.8650000e-01
   7.2500000e-01   1.3517100e+03   6.3000000e-02   7.3800000e-01
   7.2750000e-01   1.3396000e+03   5.2500000e-02   7.8950000e-01
   7.3000000e-01   1.3275000e+03   4.2000000e-02   8.4100000e-01
   7.3250000e-01   1.3207200e+03   3.8000000e-02   8.6225000e-01
   7.3500000e-01   1.3139399e+03   3.4000000e-02   8.8350000e-01
   7.3750000e-01   1.2949399e+03   3.0000000e-02   9.0475000e-01
   7.4000000e-01   1.2759399e+03   2.6000000e-02   9.2600000e-01
   7.4250000e-01   1.2809200e+03   2.4250000e-02   9.4150000e-01
   7.4500000e-01   1.2859000e+03   2.2500000e-02   9.5700000e-01
   7.4750000e-01   1.2780400e+03   2.0750000e-02   9.7250000e-01
   7.5000000e-01   1.2701899e+03   1.9000000e-02   9.8800000e-01
   7.5250000e-01   1.2636801e+03   1.8000000e-02   9.9100000e-01
   7.5500000e-01   1.2571801e+03   1.7000000e-02   9.9400000e-01
   7.5750000e-01   1.2498000e+03   1.6000000e-02   9.9700000e-01
   7.6000000e-01   1.2424100e+03   1.5000000e-02   1.0000000e+00
   7.6250000e-01   1.2313000e+03   1.3750000e-02   9.9250000e-01
   7.6500000e-01   1.2201899e+03   1.2500000e-02   9.8500000e-01
   7.6750000e-01   1.2121400e+03   1.1250000e-02   9.7750000e-01
   7.7000000e-01   1.2041000e+03   1.0000000e-02   9.7000000e-01
   7.7250000e-01   1.2016899e+03   8.7500000e-03   9.6000000e-01
   7.7500000e-01   1.1992900e+03   7.5000000e-03   9.5000000e-01
   7.7750000e-01   1.1947800e+03   6.2500000e-03   9.4000000e-01
   7.8000000e-01   1.1902700e+03   5.0000000e-03   9.3000000e-01
