Name:  Fluorite CaF2
Type:  Mineral
Class:   Halides
Subclass:
Particle Size:  Fine  (less than 2  Micrometers)
Sample No.:  flourite.1
Owner:  JHU
Wavelength Range:  IR
Origin:  Donated by Norma Vergo; sample from Bingham, New Mexico.

Description: The sample was a large piece of a transparent single 
crystal and appeared to be pure fluorite.




Measurement:  Transmission 
First Column:  X
Second Column:  Y  
X Units:  Wavelength (micrometers)
Y Units:  Transmittance (percent)
First X Value:  25.0442
Last X Value:  2.079
Number of X Values:  2287
Additional Information: flouri1a.txt

25.04420302	54.2264
24.9237955	54.3006
24.80454022	54.5311
24.68642074	54.6405
24.5694209	54.9686
24.45358465	55.1913
24.3387763	55.3788
24.22504094	55.6249
24.11236361	56.16
24.00072962	56.3006
23.89012454	56.6366
23.78053421	57.0858
23.67194472	57.8553
23.56434244	58.6014
23.45771395	59.4686
23.35204611	60.5311
23.24732598	61.6717
23.14354087	62.5975
23.04067832	63.828
22.93872607	65.0408
22.83767211	66.2733
22.7375046	67.5096
22.63821194	68.8631
22.53978272	70.1658
22.44220571	71.6443
22.3454699	73.0877
22.24956446	74.4158
22.15447875	75.6326
22.06020229	76.9061
21.96677306	78.0486
21.87408402	79.2029
21.7821739	80.1424
21.69103293	81.1814
21.60065148	82.1053
21.5110201	82.9803
21.42212949	83.783
21.33397051	84.6892
21.24653416	85.4041
21.15981159	86.1287
21.0737941	86.6443
20.98847313	87.2439
20.90384024	87.7888
20.81988716	88.3025
20.73660571	88.7615
20.65398787	89.2322
20.57202575	89.5154
20.49071156	89.7595
20.41003766	89.9959
20.3299965	90.3689
20.25058069	90.532
20.1717829	90.7693
20.09359597	91.033
20.01601281	91.2429
19.93906621	91.4304
19.8626695	91.6492
19.78685599	91.8045
19.71161901	92.0134
19.63695203	92.3025
19.56284859	92.5095
19.48930232	92.656
19.41630698	92.9226
19.34385639	93.2107
19.27194448	93.3044
19.20056526	93.5857
19.12971284	93.6892
19.05938141	93.8005
18.98956523	93.8201
18.92025868	93.8875
18.85145618	93.8289
18.78315226	93.8484
18.71534153	93.8591
18.64801865	93.825
18.58117838	93.6677
18.51481556	93.6931
18.44892507	93.5867
18.38350191	93.6052
18.31854111	93.5427
18.25407111	93.6892
18.19002023	93.6209
18.12641726	93.7185
18.06325753	93.7127
18.00053642	93.7625
17.93824937	93.7429
17.8763919	93.906
17.81495958	93.8396
17.75394803	94.0398
17.69335296	94.0955
17.63317011	94.2507
17.57339529	94.2205
17.51402436	94.4978
17.45505324	94.5486
17.39647791	94.7478
17.3382944	94.7166
17.28049878	94.9587
17.2230872	94.9343
17.16605584	95.1677
17.10940093	95.2478
17.05311876	95.574
16.99720566	95.5369
16.94165801	95.8542
16.88647225	95.908
16.83167317	96.1101
16.77720046	96.2185
16.72307919	96.5447
16.66930597	96.5525
16.61587747	96.7644
16.56279037	96.8445
16.51004141	97.0984
16.45762737	97.1072
16.40554507	97.3113
16.35379138	97.3621
16.30236319	97.5134
16.25125744	97.5623
16.20047111	97.7703
16.15000121	97.7517
16.0998448	97.9539
16.04999896	98.0281
16.00048641	98.1726
15.95125297	98.155
15.90232158	98.3494
15.85368947	98.3132
15.80535391	98.4294
15.75731218	98.4607
15.70956162	98.5447
15.6620996	98.5857
15.61492349	98.6492
15.56803074	98.7527
15.52141878	98.7761
15.47508511	98.824
15.42902725	98.8132
15.38324273	98.8396
15.33772913	98.8689
15.29248405	98.907
15.24750513	98.8572
15.20279002	98.8386
15.1583364	98.7507
15.114142	98.7214
15.07020455	98.5798
15.02652181	98.5652
14.98309158	98.5076
14.93991168	98.4587
14.89700213	98.4109
14.85431629	98.4548
14.81187438	98.3826
14.76967431	98.4143
14.72771402	98.3669
14.68599147	98.385
14.64450465	98.281
14.60325156	98.3323
14.56223023	98.2717
14.52143873	98.3162
14.48087511	98.2595
14.44053748	98.3323
14.40042395	98.2522
14.36053266	98.2932
14.32086177	98.3044
14.28140946	98.3806
14.24217393	98.301
14.20315338	98.3747
14.16434607	98.3083
14.12575025	98.3108
14.0873642	98.3318
14.0491862	98.3362
14.01121458	98.2756
13.97344765	98.2869
13.93590321	98.3069
13.89854065	98.2639
13.8613779	98.2698
13.82441336	98.2908
13.78764544	98.2976
13.75107258	98.2771
13.71469324	98.3083
13.67850587	98.2678
13.64250897	98.2683
