Name: Tourmaline (Schorl) NaFe3+2Al6(BO3)3Si6O18(OH)4
Type:  Mineral
Class:  Silicates 
Subclass:   Cycloilicates (Ring Silicates)
Particle Size:  Coarse  (75 - 250  Micrometers)
Sample No.:  tourmal.2
Owner:  JHU
Wavelength Range:  IR
Origin: Minas Gerais, Brazil via the Hunt and Salisbury Collection 
#120B (purchased from Ward's Natural Science Establishment)
Description: The sample was a translucent, blue, single crystal.  It 
appeared quite pure under the petrographic microscope.




Measurement:  Bidirectional reflectance 
First Column:  X
Second Column:  Y  
X Units:  Wavelength (micrometers)
Y Units:  Reflectance (percent)
First X Value:  25.0442
Last X Value:  2.079
Number of X Values:  2287
Additional Information:  tourma2a.txt

25.04420302	2.4961
24.9237955	2.5835
24.80454022	2.7939
24.68642074	2.8816
24.5694209	2.7988
24.45358465	2.8223
24.3387763	2.8254
24.22504094	2.8445
24.11236361	2.9204
24.00072962	3.0649
23.89012454	3.1494
23.78053421	3.1755
23.67194472	3.1643
23.56434244	3.1509
23.45771395	3.1086
23.35204611	3.0037
23.24732598	2.9822
23.14354087	2.9141
23.04067832	2.8647
22.93872607	2.8157
22.83767211	2.7978
22.7375046	2.8906
22.63821194	2.9299
22.53978272	2.874
22.44220571	2.8064
22.3454699	2.8491
22.24956446	2.802
22.15447875	2.6748
22.06020229	2.6394
21.96677306	2.6699
21.87408402	2.6914
21.7821739	2.6323
21.69103293	2.6143
21.60065148	2.7187
21.5110201	2.8149
21.42212949	2.8904
21.33397051	2.9268
21.24653416	2.9214
21.15981159	2.9946
21.0737941	3.0735
20.98847313	3.1816
20.90384024	3.3008
20.81988716	3.3682
20.73660571	3.4409
20.65398787	3.5078
20.57202575	3.5974
20.49071156	3.7192
20.41003766	3.7751
20.3299965	3.8318
20.25058069	3.8977
20.1717829	3.9155
20.09359597	3.9961
20.01601281	4.0662
19.93906621	4.0613
19.8626695	4.1199
19.78685599	4.1904
19.71161901	4.1728
19.63695203	4.2165
19.56284859	4.2805
19.48930232	4.2859
19.41630698	4.2717
19.34385639	4.2751
19.27194448	4.2424
19.20056526	4.1897
19.12971284	4.1977
19.05938141	4.1951
18.98956523	4.1133
18.92025868	4.0246
18.85145618	3.9394
18.78315226	3.8506
18.71534153	3.7627
18.64801865	3.655
18.58117838	3.5439
18.51481556	3.4487
18.44892507	3.374
18.38350191	3.2881
18.31854111	3.2002
18.25407111	3.1238
18.19002023	3.0579
18.12641726	2.9809
18.06325753	2.9604
18.00053642	2.9424
17.93824937	2.9084
17.8763919	2.9177
17.81495958	2.9014
17.75394803	2.8633
17.69335296	2.8337
17.63317011	2.7632
17.57339529	2.7017
17.51402436	2.6819
17.45505324	2.6658
17.39647791	2.6692
17.3382944	2.6824
17.28049878	2.7349
17.2230872	2.7959
17.16605584	2.8633
17.10940093	2.9353
17.05311876	2.9719
16.99720566	2.9971
16.94165801	3.0322
16.88647225	3.0803
16.83167317	3.0867
16.77720046	3.0425
16.72307919	3.0261
16.66930597	3.0237
16.61587747	2.9773
16.56279037	2.9656
16.51004141	2.9963
16.45762737	3.0422
16.40554507	3.1084
16.35379138	3.2185
16.30236319	3.3364
16.25125744	3.4675
16.20047111	3.5852
16.15000121	3.6389
16.0998448	3.6545
16.04999896	3.6001
16.00048641	3.4802
15.95125297	3.301
15.90232158	3.0781
15.85368947	2.7983
15.80535391	2.5088
15.75731218	2.2314
15.70956162	2.0032
15.6620996	1.8396
15.61492349	1.7104
15.56803074	1.5991
15.52141878	1.5334
15.47508511	1.4792
15.42902725	1.4565
15.38324273	1.4414
15.33772913	1.4338
15.29248405	1.4421
15.24750513	1.4167
15.20279002	1.3901
15.1583364	1.3809
15.114142	1.3706
15.07020455	1.3633
15.02652181	1.3769
14.98309158	1.4087
14.93991168	1.4353
14.89700213	1.4416
14.85431629	1.4429
14.81187438	1.4438
14.76967431	1.4175
14.72771402	1.3452
14.68599147	1.2673
