Name: Beryl Be3Al2Si6O18
Type:  Mineral
Class:  Silicates
Subclass:  Cyclosilicates (Ring Silicates)
Particle Size: Fine  (less than 75 Micrometers)
Sample No.:  beryl.2
Owner:  JHU
Wavelength Range:  IR
Origin:  Smithsonian NMNH 134700Sample from Palermo Mine, North 
Groton, New Hampshire.
Description:  Hand sample was pale green to white in color and 
appeared pure on the inside, with a small amount of surface 
discoloration.  The sample was roughly cubical, 2 cm on a side.  
Microscopic examination indicated it to be pure with a very small 
amount (much less than 1%) of alteration.

Measurement:  Bidirectional reflectance 
First Column:  X
Second Column:  Y  
X Units:  Wavelength (micrometers)
Y Units:  Reflectance (percent)
First X Value:  25.0442
Last X Value:  2.079
Number of X Values:  2287
Additional Information:  beryl2a.txt

25.04420302	1.0552
24.9237955	1.0315
24.80454022	0.9622
24.68642074	0.9084
24.5694209	0.8784
24.45358465	0.9121
24.3387763	0.926
24.22504094	0.895
24.11236361	0.8879
24.00072962	0.8914
23.89012454	0.9119
23.78053421	0.9365
23.67194472	0.979
23.56434244	1.0854
23.45771395	1.0933
23.35204611	1.0669
23.24732598	1.0996
23.14354087	1.2456
23.04067832	1.2441
22.93872607	1.2263
22.83767211	1.3086
22.7375046	1.3809
22.63821194	1.418
22.53978272	1.4121
22.44220571	1.376
22.3454699	1.4185
22.24956446	1.3901
22.15447875	1.3643
22.06020229	1.3926
21.96677306	1.4326
21.87408402	1.4756
21.7821739	1.4853
21.69103293	1.4797
21.60065148	1.4348
21.5110201	1.4036
21.42212949	1.323
21.33397051	1.2944
21.24653416	1.3232
21.15981159	1.2519
21.0737941	1.1272
20.98847313	1.061
20.90384024	1.0684
20.81988716	1.0789
20.73660571	1.0935
20.65398787	1.1506
20.57202575	1.1909
20.49071156	1.2036
20.41003766	1.198
20.3299965	1.2371
20.25058069	1.2366
20.1717829	1.1702
20.09359597	1.0732
20.01601281	0.9734
19.93906621	0.834
19.8626695	0.6602
19.78685599	0.6062
19.71161901	0.6169
19.63695203	0.6931
19.56284859	0.8113
19.48930232	0.8928
19.41630698	0.9614
19.34385639	1.0002
19.27194448	1.0417
19.20056526	1.0918
19.12971284	1.0884
19.05938141	1.0894
18.98956523	1.1086
18.92025868	1.1138
18.85145618	1.1284
18.78315226	1.1282
18.71534153	1.0967
18.64801865	1.0662
18.58117838	1.0459
18.51481556	1.0247
18.44892507	1.0146
18.38350191	1.0024
18.31854111	0.9722
18.25407111	0.9695
18.19002023	0.9248
18.12641726	0.8804
18.06325753	0.8469
18.00053642	0.7952
17.93824937	0.7058
17.8763919	0.5806
17.81495958	0.4727
17.75394803	0.4219
17.69335296	0.3933
17.63317011	0.384
17.57339529	0.3542
17.51402436	0.3723
17.45505324	0.4229
17.39647791	0.416
17.3382944	0.3867
17.28049878	0.4226
17.2230872	0.4724
17.16605584	0.4844
17.10940093	0.5024
17.05311876	0.5649
16.99720566	0.6416
16.94165801	0.6816
16.88647225	0.7102
16.83167317	0.7722
16.77720046	0.8193
16.72307919	0.833
16.66930597	0.8384
16.61587747	0.8332
16.56279037	0.8015
16.51004141	0.7434
16.45762737	0.6728
16.40554507	0.5894
16.35379138	0.532
16.30236319	0.5164
16.25125744	0.479
16.20047111	0.4658
16.15000121	0.4944
16.0998448	0.5256
16.04999896	0.5491
16.00048641	0.5618
15.95125297	0.5811
15.90232158	0.6086
15.85368947	0.6267
15.80535391	0.6321
15.75731218	0.6526
15.70956162	0.6704
15.6620996	0.6655
15.61492349	0.6411
15.56803074	0.6169
15.52141878	0.6084
15.47508511	0.6064
15.42902725	0.5881
15.38324273	0.5576
15.33772913	0.5198
15.29248405	0.5151
15.24750513	0.5046
15.20279002	0.5071
15.1583364	0.5215
15.114142	0.5413
15.07020455	0.5647
15.02652181	0.6079
14.98309158	0.6208
14.93991168	0.6262
14.89700213	0.6599
14.85431629	0.6753
14.81187438	0.7114
14.76967431	0.7617
14.72771402	0.7832
14.68599147	0.7961
14.64450465	0.8391
14.60325156	0.8579
14.56223023	0.8552
14.52143873	0.8472
14.48087511	0.8188
14.44053748	0.7937
14.40042395	0.7251
14.36053266	0.688
14.32086177	0.6707
14.28140946	0.6326
14.24217393	0.5979
14.20315338	0.5437
14.16434607	0.5105
14.12575025	0.4934
14.0873642	0.4692
14.0491862	0.4687
14.01121458	0.4578
13.97344765	0.4563
13.93590321	0.4578
13.89854065	0.4646
13.8613779	0.4861
13.82441336	0.5103
13.78764544	0.5227
13.75107258	0.5481
13.71469324	0.5728
13.67850587	0.5923
13.64250897	0.6108
13.60670103	0.6323
13.57108057	0.6494
13.53564612	0.6746
13.50039624	0.6958
13.46532947	0.7056
13.4304444	0.7061
13.39573962	0.7092
13.36121373	0.7258
13.32686536	0.7527
13.29269314	0.7361
13.25869572	0.7219
13.22487175	0.7095
13.19121992	0.7004
13.15773892	0.6743
13.12442745	0.6374
13.09130135	0.605
13.05832501	0.5693
13.02551438	0.5127
12.99286821	0.4736
12.96038529	0.448
12.92806437	0.4343
12.89590426	0.416
12.86390376	0.405
12.83206168	0.4033
12.80037684	0.4148
12.7688481	0.4287
12.73747429	0.4524
12.70625427	0.4673
12.67518693	0.481
12.64427113	0.488
12.61350579	0.498
12.58290562	0.4963
12.55243781	0.5188
12.52211719	0.5359
12.4919427	0.5442
12.46191328	0.5471
12.43202789	0.5525
12.40228549	0.5696
12.37268507	0.5854
12.34322561	0.5972
12.31390609	0.592
12.28472554	0.5847
12.25568296	0.5876
12.22677738	0.5823
12.19800782	0.5562
12.16937334	0.5337
12.14087298	0.5193
12.1125058	0.5088
12.08427087	0.4802
12.05616727	0.4438
12.02819409	0.437
12.00035041	0.4385
11.97263534	0.416
11.945048	0.4038
11.9175875	0.408
11.8902671	0.4058
11.86305761	0.4019
11.83597236	0.4075
11.80901051	0.4224
11.78217122	0.4382
11.75545365	0.4399
11.72885698	0.4629
11.70238038	0.4895
11.67602305	0.5139
11.64978419	0.5369
11.62366299	0.5571
11.59765866	0.5791
11.57177043	0.5959
11.54599752	0.6033
11.52033916	0.6191
11.49479458	0.6421
11.46936304	0.6501
11.44404378	0.6458
11.41883606	0.6621
11.39373914	0.6702
11.3687523	0.6694
11.34387482	0.6699
11.31910597	0.6831
11.29444505	0.6885
11.26990406	0.6899
11.24545684	0.6802
11.22111545	0.6753
11.19687921	0.6836
11.17274743	0.6912
11.14871946	0.6855
11.12479461	0.6899
11.10097222	0.6958
11.07725165	0.7107
11.05363222	0.7263
11.03011331	0.7341
11.00669427	0.738
10.98337447	0.7495
10.96015327	0.7622
10.93703005	0.7747
10.9140042	0.791
10.89107509	0.8032
10.86824213	0.8237
10.8455047	0.8425
10.82286221	0.8662
10.80031407	0.8928
10.77785969	0.9045
10.75549848	0.9353
10.73322986	0.9709
10.71106474	0.9871
10.68897956	1.0112
10.66698525	1.0315
10.64508128	1.0542
10.62326708	1.0823
10.6015421	1.113
10.5799058	1.145
10.55835763	1.1711
10.53689705	1.2056
10.51552354	1.2461
10.49423657	1.2893
10.4730356	1.3325
10.45192012	1.3689
10.43088962	1.3882
10.40994358	1.3977
10.38908149	1.406
10.36830285	1.4123
10.34760717	1.395
10.32699394	1.3723
10.30646267	1.3594
10.28601287	1.3381
10.26564407	1.313
10.24535578	1.2886
10.22514752	1.26
10.20502924	1.2288
10.1849796	1.1931
10.16500858	1.158
10.14511574	1.115
10.12530059	1.0596
10.10556271	0.9995
10.08590162	0.9353
10.0663169	0.876
10.04680808	0.8064
10.02737473	0.7517
10.00801642	0.7236
9.98873271	0.7119
9.969523168	0.7087
9.950387369	0.7085
9.931324888	0.7124
9.912335307	0.7224
9.893427994	0.7292
9.874582922	0.7366
9.855809507	0.7537
9.83710734	0.7676
9.818476015	0.7722
9.799915133	0.7798
9.781424293	0.7712
9.7630031	0.7595
9.744651161	0.7554
9.726368087	0.75
9.70815349	0.7363
9.690006986	0.7195
9.671928196	0.7007
9.653916739	0.6838
9.635972241	0.6675
9.618094328	0.6475
9.600282632	0.6284
9.582536785	0.6128
9.564856422	0.5977
9.547241181	0.5852
9.529690704	0.5774
9.512204634	0.5688
9.494782617	0.5598
9.477424301	0.5518
9.460138288	0.5525
9.4429063	0.5522
9.425736975	0.5627
9.408629972	0.5715
9.391584952	0.5757
9.374601579	0.5942
9.35767952	0.6182
9.340818443	0.6401
9.324018018	0.6626
9.307277919	0.676
9.290597822	0.6833
9.273977405	0.698
9.257416348	0.718
9.240914333	0.7344
9.224471046	0.7466
9.208086173	0.7556
9.191759404	0.772
9.17549043	0.7959
9.159278945	0.8103
9.143124645	0.8389
9.127027227	0.8618
9.110986392	0.8765
9.095001842	0.8879
9.079073281	0.8957
9.06320863	0.8999
9.04739114	0.9099
9.031628764	0.9121
9.015921215	0.9023
9.000268208	0.9058
8.984669459	0.908
8.969124685	0.9014
8.953633608	0.8896
8.93819595	0.8728
8.922811435	0.8611
8.907479789	0.8362
8.89220074	0.8164
8.876974017	0.7998
8.861799353	0.7825
8.846676481	0.7603
8.831605135	0.7263
8.816585054	0.7029
8.801615977	0.6934
8.786697643	0.6768
8.771829795	0.6511
8.757012178	0.6301
8.742244536	0.613
8.727526619	0.5986
8.712858175	0.5864
8.69824652	0.5835
8.683676252	0.5749
8.669154714	0.5618
8.654681663	0.5608
8.640256858	0.5698
8.625880055	0.5706
8.611551018	0.5818
8.597269507	0.5913
8.583035287	0.592
8.568848124	0.5979
8.554707784	0.6108
8.540614036	0.6169
8.52656665	0.6213
8.512565398	0.6306
8.498610052	0.6377
8.484700388	0.6428
8.470836182	0.6577
8.45701721	0.6707
8.443243252	0.6809
8.429514089	0.6956
