3.6500000e-01   1.1400000e+03   9.5562751e-05   3.4851593e-05   9.5480628e-05   3.7565115e-04
   3.6750000e-01   1.2100000e+03   1.3199598e-04   7.1701402e-05   1.3522050e-04   5.2101516e-04
   3.7000000e-01   1.2050000e+03   1.7368375e-04   1.0512228e-04   1.7185282e-04   6.3705440e-04
   3.7250000e-01   1.0700000e+03   2.2852660e-04   1.3877010e-04   2.4082274e-04   7.2970216e-04
   3.7500000e-01   1.0090000e+03   2.9977674e-04   1.9089474e-04   3.2944322e-04   8.2680221e-04
   3.7750000e-01   1.2900000e+03   3.9955871e-04   2.5289103e-04   4.5684246e-04   1.0257678e-03
   3.8000000e-01   1.1450000e+03   5.1796050e-04   3.5946421e-04   5.9015083e-04   1.2339861e-03
   3.8250000e-01   7.3300000e+02   6.6086552e-04   4.9587060e-04   6.8212328e-04   1.4160371e-03
   3.8500000e-01   9.9200000e+02   8.0657319e-04   6.0629590e-04   7.4540919e-04   1.5805101e-03
   3.8750000e-01   9.6600000e+02   9.5471360e-04   6.8791380e-04   8.6674814e-04   1.7660139e-03
   3.9000000e-01   1.2250000e+03   1.0992375e-03   7.9801423e-04   9.9863551e-04   1.9457963e-03
   3.9250000e-01   9.5500000e+02   1.2241342e-03   9.3688545e-04   1.0836293e-03   2.0471839e-03
   3.9500000e-01   1.2400000e+03   1.3630136e-03   1.0476951e-03   1.1614284e-03   2.0602176e-03
   3.9750000e-01   1.0400000e+03   1.5090651e-03   1.1233328e-03   1.2669586e-03   2.0449010e-03
   4.0000000e-01   1.6550000e+03   1.6704529e-03   1.1625083e-03   1.3574930e-03   2.0538898e-03
   4.0250000e-01   1.8000000e+03   1.8881462e-03   1.1622017e-03   1.2583903e-03   2.0258534e-03
   4.0500000e-01   1.6350000e+03   2.3216701e-03   1.0992107e-03   1.1154445e-03   1.9089353e-03
   4.0750000e-01   1.5500000e+03   3.2464336e-03   1.0272471e-03   1.1637026e-03   1.7925593e-03
   4.1000000e-01   1.6050000e+03   5.4817175e-03   9.4158907e-04   1.3342415e-03   1.7472873e-03
   4.1250000e-01   1.7900000e+03   7.1790219e-03   4.2946993e-04   8.9286190e-04   2.2258035e-04
   4.1500000e-01   1.7400000e+03   8.0238226e-03   5.0970694e-04   1.1340467e-03   1.5589442e-04
   4.1750000e-01   1.6700000e+03   1.0683474e-02   5.9386882e-04   1.4259015e-03   1.7120956e-04
   4.2000000e-01   1.7300000e+03   2.0729735e-02   7.8717485e-04   1.7392069e-03   2.0066916e-04
   4.2250000e-01   1.5800000e+03   4.8003325e-02   9.8556427e-04   2.0533439e-03   2.3063456e-04
   4.2500000e-01   1.7350000e+03   1.1921735e-01   1.2730709e-03   2.2319136e-03   2.6469413e-04
   4.2750000e-01   1.5700000e+03   2.9631738e-01   1.5639130e-03   2.4070053e-03   2.9924380e-04
   4.3000000e-01   1.3100000e+03   5.9207423e-01   1.8792066e-03   2.3609111e-03   3.5167969e-04
   4.3250000e-01   1.6500000e+03   8.9222829e-01   2.1938871e-03   2.3083712e-03   4.0488390e-04
   4.3500000e-01   1.7000000e+03   1.0000000e+00   2.4577658e-03   2.1313361e-03   4.6267451e-04
   4.3750000e-01   1.8100000e+03   9.8736629e-01   2.7171330e-03   1.9496194e-03   5.2019618e-04
