Name:  Basalt
Type:  Rock
Class:  Igneous  
Subclass: Mafic 
Particle Size:  Whole rock chips
Sample No.:  ba14c2f
Owner:  Larry Rowan, USGS
Wavelength range:  VNIR SWIR IR
Origin:  Kerak/DAT RAS, Jordan

Description:  medium grained, dark gray basalt 





Measurement:  Reflectance
First Column:  X
Second Column:  Y
X Units:  Wavelength (micrometers)
Y Units:  Reflectance (percent)
First X Value:  0.4
Last X Value:  14.01309
Number of X Values:  2826
Additional Information:  ba14c2fa.txt

0.4	0.116
0.401	0.116
0.402	0.115
0.403	0.116
0.404	0.116
0.405	0.116
0.406	0.116
0.407	0.116
0.408	0.115
0.409	0.116
0.41	0.115
0.411	0.118
0.412	0.115
0.413	0.115
0.414	0.114
0.415	0.116
0.416	0.118
0.417	0.118
0.418	0.116
0.419	0.115
0.42	0.114
0.421	0.113
0.422	0.111
0.423	0.114
0.424	0.113
0.425	0.114
0.426	0.113
0.427	0.111
0.428	0.113
0.429	0.113
0.43	0.113
0.431	0.113
0.432	0.113
0.433	0.11
0.434	0.109
0.435	0.108
0.436	0.109
0.437	0.11
0.438	0.11
0.439	0.107
0.44	0.107
0.441	0.108
0.442	0.108
0.443	0.108
0.444	0.109
0.445	0.108
0.446	0.107
0.447	0.107
0.448	0.107
0.449	0.105
0.45	0.103
0.451	0.104
0.452	0.103
0.453	0.102
0.454	0.102
0.455	0.1
0.456	0.102
0.457	0.1
0.458	0.103
0.459	0.105
0.46	0.099
0.461	0.098
0.462	0.098
0.463	0.099
0.464	0.098
0.465	0.098
0.466	0.098
0.467	0.098
0.468	0.098
0.469	0.096
0.47	0.097
0.471	0.097
0.472	0.097
0.473	0.097
0.474	0.097
0.475	0.096
0.476	0.096
0.477	0.096
0.478	0.097
0.479	0.097
0.48	0.097
0.481	0.097
0.482	0.094
0.483	0.094
0.484	0.094
0.485	0.092
0.486	0.094
0.487	0.094
0.488	0.094
0.489	0.094
0.49	0.092
0.491	0.092
0.492	0.093
0.493	0.094
0.494	0.093
0.495	0.094
0.496	0.094
0.497	0.096
0.498	0.094
0.499	0.093
0.5	0.092
0.501	0.093
0.502	0.093
0.503	0.093
0.504	0.093
0.505	0.093
0.506	0.094
0.507	0.093
0.508	0.092
0.509	0.094
0.51	0.092
0.511	0.092
0.512	0.093
0.513	0.094
0.514	0.094
0.515	0.093
0.516	0.093
0.517	0.094
0.518	0.094
0.519	0.094
0.52	0.094
0.521	0.092
0.522	0.093
0.523	0.092
0.524	0.093
0.525	0.093
0.526	0.094
0.527	0.094
0.528	0.094
0.529	0.096
0.53	0.094
0.531	0.094
0.532	0.096
0.533	0.096
0.534	0.093
0.535	0.093
0.536	0.093
0.537	0.093
0.538	0.092
0.539	0.093
0.54	0.093
0.541	0.094
0.542	0.094
0.543	0.093
0.544	0.093
0.545	0.093
0.546	0.094
0.547	0.094
0.548	0.094
0.549	0.094
0.55	0.093
0.551	0.093
0.552	0.093
0.553	0.096
0.554	0.096
0.555	0.096
0.556	0.098
0.557	0.102
0.558	0.099
0.559	0.099
0.56	0.099
0.561	0.098
0.562	0.099
0.563	0.098
0.564	0.099
0.565	0.098
0.566	0.098
0.567	0.097
0.568	0.099
0.569	0.099
0.57	0.1
0.571	0.102
0.572	0.1
0.573	0.1
0.574	0.099
0.575	0.1
0.576	0.099
0.577	0.099
0.578	0.099
0.579	0.098
0.58	0.1
0.581	0.099
0.582	0.1
0.583	0.1
0.584	0.1
0.585	0.1
0.586	0.099
0.587	0.099
0.588	0.1
0.589	0.1
0.59	0.1
0.591	0.099
0.592	0.099
0.593	0.098
0.594	0.1
0.595	0.1
0.596	0.102
0.597	0.1
0.598	0.098
0.599	0.099
0.6	0.099
0.601	0.1
0.602	0.099
0.603	0.1
0.604	0.102
0.605	0.1
0.606	0.102
0.607	0.102
0.608	0.1
0.609	0.102
0.61	0.102
0.611	0.102
0.612	0.102
0.613	0.099
0.614	0.099
0.615	0.102
0.616	0.103
0.617	0.102
0.618	0.102
0.619	0.103
0.62	0.103
0.621	0.102
0.622	0.102
0.623	0.102
0.624	0.103
0.625	0.103
0.626	0.103
0.627	0.102
0.628	0.102
0.629	0.104
0.63	0.104
0.631	0.104
0.632	0.104
0.633	0.103
0.634	0.103
0.635	0.102
0.636	0.103
0.637	0.103
0.638	0.102
0.639	0.103
0.64	0.103
0.641	0.102
0.642	0.102
0.643	0.1
0.644	0.103
0.645	0.104
0.646	0.104
0.647	0.104
0.648	0.102
0.649	0.102
0.65	0.102
0.651	0.103
0.652	0.103
0.653	0.104
0.654	0.104
0.655	0.104
0.656	0.104
0.657	0.104
0.658	0.105
0.659	0.105
0.66	0.105
0.661	0.104
0.662	0.105
0.663	0.105
0.664	0.104
0.665	0.105
0.666	0.104
0.667	0.104
0.668	0.103
0.669	0.105
0.67	0.105
0.671	0.105
0.672	0.105
0.673	0.104
0.674	0.107
0.675	0.107
0.676	0.107
0.677	0.107
0.678	0.104
0.679	0.104
0.68	0.105
0.681	0.104
0.682	0.105
0.683	0.107
0.684	0.108
0.685	0.107
0.686	0.107
0.687	0.108
0.688	0.105
0.689	0.105
0.69	0.105
0.691	0.107
0.692	0.105
0.693	0.105
0.694	0.105
0.695	0.107
0.696	0.103
0.697	0.104
0.698	0.103
0.699	0.105
0.7	0.105
0.701	0.104
0.702	0.105
0.703	0.107
0.704	0.107
0.705	0.105
0.706	0.105
0.707	0.105
0.708	0.104
0.709	0.107
0.71	0.107
0.711	0.107
0.712	0.107
0.713	0.108
0.714	0.107
0.715	0.108
0.716	0.107
0.717	0.107
0.718	0.108
0.719	0.109
0.72	0.109
0.721	0.109
0.722	0.107
0.723	0.105
0.724	0.105
0.725	0.107
0.726	0.108
0.727	0.108
0.728	0.11
0.729	0.108
0.73	0.108
0.731	0.108
0.732	0.108
0.733	0.109
0.734	0.108
0.735	0.109
0.736	0.108
0.737	0.109
0.738	0.11
0.739	0.109
0.74	0.109
0.741	0.109
0.742	0.11
0.743	0.107
0.744	0.107
0.745	0.108
0.746	0.108
0.747	0.108
0.748	0.108
0.749	0.108
0.75	0.108
0.751	0.109
0.752	0.11
0.753	0.108
0.754	0.108
0.755	0.11
0.756	0.11
0.757	0.109
0.758	0.108
0.759	0.109
0.76	0.108
0.761	0.109
0.762	0.109
0.763	0.109
0.764	0.11
0.765	0.11
0.766	0.111
0.767	0.109
0.768	0.108
0.769	0.109
0.77	0.111
0.771	0.11
0.772	0.109
0.773	0.108
0.774	0.108
0.775	0.108
0.776	0.108
0.777	0.109
0.778	0.109
0.779	0.11
0.78	0.111
0.781	0.11
0.782	0.109
0.783	0.109
0.784	0.11
0.785	0.109
0.786	0.11
0.787	0.111
0.788	0.11
0.789	0.11
0.79	0.109
0.791	0.109
0.792	0.109
0.793	0.109
0.794	0.11
0.795	0.111
0.796	0.109
0.797	0.109
0.798	0.102
0.799	0.098
0.8	0.114
0.804	0.112
