Name:  Basalt
Type:  Rock
Class:  Igneous  
Subclass: Mafic 
Particle Size:  Whole rock chips
Sample No.:  ba12c3f
Owner:  Larry Rowan, USGS
Wavelength range:  VNIR SWIR IR
Origin:  Wadi Mujib, Jordan

Description:  dark gray vesicular basalt 





Measurement:  Reflectance
First Column:  X
Second Column:  Y
X Units:  Wavelength (micrometers)
Y Units:  Reflectance (percent)
First X Value:  0.4
Last X Value:  14.01309
Number of X Values:  2826
Additional Information:  ba12c3fa.txt

0.4	0.125
0.401	0.126
0.402	0.124
0.403	0.126
0.404	0.126
0.405	0.125
0.406	0.124
0.407	0.124
0.408	0.125
0.409	0.125
0.41	0.122
0.411	0.124
0.412	0.124
0.413	0.125
0.414	0.124
0.415	0.122
0.416	0.124
0.417	0.124
0.418	0.124
0.419	0.121
0.42	0.12
0.421	0.12
0.422	0.124
0.423	0.124
0.424	0.12
0.425	0.121
0.426	0.121
0.427	0.12
0.428	0.12
0.429	0.12
0.43	0.12
0.431	0.119
0.432	0.119
0.433	0.116
0.434	0.116
0.435	0.117
0.436	0.117
0.437	0.116
0.438	0.117
0.439	0.116
0.44	0.117
0.441	0.117
0.442	0.115
0.443	0.116
0.444	0.115
0.445	0.115
0.446	0.115
0.447	0.115
0.448	0.114
0.449	0.114
0.45	0.113
0.451	0.111
0.452	0.113
0.453	0.113
0.454	0.11
0.455	0.109
0.456	0.108
0.457	0.109
0.458	0.111
0.459	0.111
0.46	0.11
0.461	0.11
0.462	0.11
0.463	0.111
0.464	0.11
0.465	0.109
0.466	0.111
0.467	0.109
0.468	0.108
0.469	0.108
0.47	0.108
0.471	0.106
0.472	0.106
0.473	0.105
0.474	0.106
0.475	0.105
0.476	0.105
0.477	0.106
0.478	0.108
0.479	0.106
0.48	0.105
0.481	0.105
0.482	0.105
0.483	0.105
0.484	0.105
0.485	0.104
0.486	0.104
0.487	0.105
0.488	0.105
0.489	0.105
0.49	0.103
0.491	0.104
0.492	0.105
0.493	0.104
0.494	0.105
0.495	0.105
0.496	0.104
0.497	0.103
0.498	0.104
0.499	0.103
0.5	0.103
0.501	0.104
0.502	0.104
0.503	0.103
0.504	0.102
0.505	0.1
0.506	0.102
0.507	0.1
0.508	0.1
0.509	0.102
0.51	0.102
0.511	0.104
0.512	0.102
0.513	0.103
0.514	0.103
0.515	0.103
0.516	0.103
0.517	0.102
0.518	0.103
0.519	0.103
0.52	0.1
0.521	0.103
0.522	0.104
0.523	0.103
0.524	0.104
0.525	0.103
0.526	0.103
0.527	0.104
0.528	0.103
0.529	0.102
0.53	0.103
0.531	0.104
0.532	0.103
0.533	0.103
0.534	0.103
0.535	0.103
0.536	0.102
0.537	0.1
0.538	0.102
0.539	0.102
0.54	0.1
0.541	0.102
0.542	0.102
0.543	0.1
0.544	0.102
0.545	0.104
0.546	0.103
0.547	0.103
0.548	0.103
0.549	0.103
0.55	0.104
0.551	0.104
0.552	0.104
0.553	0.104
0.554	0.105
0.555	0.105
0.556	0.109
0.557	0.108
0.558	0.108
0.559	0.103
0.56	0.103
0.561	0.105
0.562	0.105
0.563	0.104
0.564	0.104
0.565	0.105
0.566	0.105
0.567	0.106
0.568	0.105
0.569	0.104
0.57	0.104
0.571	0.108
0.572	0.109
0.573	0.109
0.574	0.108
0.575	0.108
0.576	0.106
0.577	0.106
0.578	0.108
0.579	0.106
0.58	0.106
0.581	0.106
0.582	0.106
0.583	0.108
0.584	0.108
0.585	0.108
0.586	0.108
0.587	0.108
0.588	0.106
0.589	0.108
0.59	0.108
0.591	0.108
0.592	0.106
0.593	0.108
0.594	0.108
0.595	0.108
0.596	0.108
0.597	0.108
0.598	0.108
0.599	0.106
0.6	0.108
0.601	0.109
0.602	0.108
0.603	0.108
0.604	0.108
0.605	0.108
0.606	0.108
0.607	0.108
0.608	0.109
0.609	0.109
0.61	0.109
0.611	0.109
0.612	0.108
0.613	0.105
0.614	0.106
0.615	0.108
0.616	0.108
0.617	0.109
0.618	0.108
0.619	0.109
0.62	0.109
0.621	0.109
0.622	0.108
0.623	0.109
0.624	0.109
0.625	0.109
0.626	0.109
0.627	0.109
0.628	0.109
0.629	0.109
0.63	0.109
0.631	0.109
0.632	0.108
0.633	0.109
0.634	0.109
0.635	0.11
0.636	0.109
0.637	0.11
0.638	0.11
0.639	0.111
0.64	0.11
0.641	0.11
0.642	0.108
0.643	0.109
0.644	0.11
0.645	0.11
0.646	0.11
0.647	0.11
0.648	0.109
0.649	0.111
0.65	0.111
0.651	0.111
0.652	0.11
0.653	0.11
0.654	0.11
0.655	0.11
0.656	0.11
0.657	0.11
0.658	0.11
0.659	0.109
0.66	0.11
0.661	0.111
0.662	0.111
0.663	0.11
0.664	0.111
0.665	0.111
0.666	0.109
0.667	0.11
0.668	0.109
0.669	0.11
0.67	0.11
0.671	0.111
0.672	0.114
0.673	0.111
0.674	0.113
0.675	0.113
0.676	0.113
0.677	0.114
0.678	0.113
0.679	0.113
0.68	0.111
0.681	0.113
0.682	0.111
0.683	0.111
0.684	0.114
0.685	0.114
0.686	0.114
0.687	0.113
0.688	0.111
0.689	0.111
0.69	0.111
0.691	0.111
0.692	0.111
0.693	0.114
0.694	0.114
0.695	0.114
0.696	0.109
0.697	0.109
0.698	0.109
0.699	0.111
0.7	0.114
0.701	0.115
0.702	0.114
0.703	0.114
0.704	0.114
0.705	0.115
0.706	0.114
0.707	0.114
0.708	0.114
0.709	0.114
0.71	0.114
0.711	0.115
0.712	0.115
0.713	0.114
0.714	0.115
0.715	0.114
0.716	0.115
0.717	0.115
0.718	0.113
0.719	0.114
0.72	0.115
0.721	0.115
0.722	0.116
0.723	0.115
0.724	0.114
0.725	0.115
0.726	0.115
0.727	0.115
0.728	0.114
0.729	0.116
0.73	0.114
0.731	0.113
0.732	0.114
0.733	0.116
0.734	0.116
0.735	0.116
0.736	0.116
0.737	0.115
0.738	0.115
0.739	0.116
0.74	0.116
0.741	0.116
0.742	0.116
0.743	0.114
0.744	0.116
0.745	0.116
0.746	0.117
0.747	0.115
0.748	0.117
0.749	0.116
0.75	0.115
0.751	0.115
0.752	0.116
0.753	0.116
0.754	0.117
0.755	0.117
0.756	0.116
0.757	0.116
0.758	0.116
0.759	0.119
0.76	0.117
0.761	0.116
0.762	0.116
0.763	0.114
0.764	0.116
0.765	0.117
0.766	0.116
0.767	0.117
0.768	0.117
0.769	0.119
0.77	0.117
0.771	0.119
0.772	0.117
0.773	0.117
0.774	0.116
0.775	0.117
0.776	0.117
0.777	0.117
0.778	0.117
0.779	0.117
0.78	0.117
0.781	0.119
0.782	0.119
0.783	0.117
0.784	0.119
0.785	0.12
0.786	0.12
0.787	0.12
0.788	0.119
0.789	0.119
0.79	0.119
0.791	0.119
0.792	0.119
0.793	0.119
0.794	0.12
0.795	0.121
0.796	0.12
0.797	0.12
0.798	0.111
0.799	0.101
0.8	0.123
0.804	0.123
