Name: Serpentine Marble 
Type:  Rocks
Class:  Metamorphic 
Subclass:  Marble 
Particle Size:  500-1500 Micrometer
File Name:  marble2.doc
Owner:  JHU
Wavelength Range:  All
Origin:  Sample No. 460, The Hunt and Salisbury Collection at the U.S. 
Geological Survey, Denver, Co.
Description: This sample consists of coarse-grained anhedral carbonate with 
numerous regions of serpentine (possibly brucite--MgOH2, at least in part) as an 
alteration/reaction of the carbonate.  There are scattered subhedra of 
monticellite, tremolite, and phlogopite, with a few grains of idocrase (?) also 
noted in this section.

Measurement:  Directional (10 Degree) Hemispherical Reflectance
First Column:  X
Second Column:  Y  
X Units:  Wavelength (micrometers)
Y Units:  Reflectance (percent)
First X Value:  14.9831
Last X Value:  0.4
Number of X Values:  2868
Additional Information:  None

14.9831	4.31
14.9399	3.9633
14.897	3.6394
14.8543	4.0211
14.8119	4.1926
14.7697	4.1566
14.7277	4.0893
14.686	4.1566
14.6445	4.185	
14.6033	4.2021
14.5622	3.8213
14.5214	3.7455
14.4809	3.719
14.4405	3.5977
14.4004	3.4258
14.3605	3.4068
14.3209	3.2671
14.2814	3.0535
14.2422	2.8768
14.2032	2.8648
14.1643	2.8771
14.1258	2.8678
14.0874	2.9566
14.0492	3.0031
14.0112	2.46
13.9734	1.8325
13.9359	1.6835
13.8985	1.8412
13.8614	2.1297
13.8244	2.3078
13.7876	2.3897
13.7511	2.5358
13.7147	2.6142
13.6785	2.6618
13.6425	2.8811
13.6067	3.1577
13.5711	3.517
13.5356	3.9548
13.5004	4.2797
13.4653	4.5601
13.4304	4.7676
13.3957	4.8796
13.3612	4.9618
13.3269	5.029
13.2927	5.0053
13.2587	4.9319
13.2249	4.8192
13.1912	4.7474
13.1577	4.6359
13.1244	4.5031
13.0913	4.3773
13.0583	4.2646
13.0255	4.1594
12.9929	4.1002
12.9604	4.0458
12.9281	4.0228
12.8959	4.0053
12.8639	3.9975
12.8321	3.9787
12.8004	4.0235
12.7688	4.0304
12.7375	4.0403
12.7063	4.1173
12.6752	4.186
12.6443	4.204
12.6135	4.2714
12.5829	4.3299
12.5524	4.3676
12.5221	4.4126
12.4919	4.4801
12.4619	4.5388
12.432	4.5966
12.4023	4.5909
12.3727	4.5237
12.3432	4.4779
12.3139	4.4796
12.2847	4.5052
12.2557	4.5611
12.2268	4.6281
12.198	4.6544
12.1694	4.6953
12.1409	4.7818
12.1125	4.786
12.0843	4.8029
12.0562	4.8093
12.0282	4.8206
12.0003	4.7913
11.9726	4.698
11.945	4.625
11.9176	4.5694
11.8903	4.5035
11.8631	4.3548
11.836	4.0754
11.809	3.7388
11.7822	3.5601
11.7555	3.7611
11.7289	3.9922
11.7024	4.0903
11.676	4.1658
11.6498	4.2269
11.6237	4.2906
11.5977	4.3816
11.5718	4.4791
11.546	4.6174
11.5203	4.8926
11.4948	5.3473
11.4694	6.0371
11.444	6.8357
11.4188	7.831
11.3937	9.345
11.3688	10.9205
11.3439	11.9831
11.3191	12.7374
11.2944	13.7739
11.2699	14.0382
11.2455	12.0111
11.2211	9.2282
11.1969	7.5883
11.1727	6.8606
11.1487	6.4644
11.1248	5.9872
11.101	5.5074
11.0773	5.1917
11.0536	5.0167
11.0301	4.9248
11.0067	4.9137
10.9834	4.9312
10.9602	4.9736
10.937	4.9641
10.914	4.9236
10.8911	4.8479
10.8682	4.7818
10.8455	4.6657
10.8229	4.535
10.8003	4.4145
10.7779	4.3193
10.7555	4.2158
10.7332	4.1187
10.7111	4.0538
10.689	4.05
10.667	4.0612
10.6451	4.0846
10.6233	4.0974
10.6015	4.1185
10.5799	4.1199
10.5584	4.131
10.5369	4.1438
10.5155	4.2011
10.4942	4.2757
10.473	4.3489
10.4519	4.4403
10.4309	4.5291
10.4099	4.6011
10.3891	4.648
10.3683	4.6781
10.3476	4.719
10.327	4.6904
10.3065	4.6667
10.286	4.6385
10.2656	4.5987
10.2454	4.5369
10.2251	4.4571
10.205	4.4443
10.185	4.5026
10.165	4.5004
10.1451	4.4903
10.1253	4.4806
10.1056	4.4412
10.0859	4.374
10.0663	4.3458
10.0468	4.3451
10.0274	4.3342
10.008	4.3145
9.9887	4.3164
9.9695	4.3375
9.9504	4.3835
9.9313	4.3863
9.9123	4.4161
9.8934	4.4415
9.8746	4.4817
9.8558	4.5516
9.8371	4.5758
9.8185	4.5734
9.7999	4.6326
9.7814	4.719
9.763	4.751
9.7447	4.7714
9.7264	4.7948
9.7082	4.8732
9.69	5.0224
9.6719	5.123
9.6539	5.2208
9.636	5.3177
9.6181	5.335
9.6003	5.3123
9.5825	5.3376
9.5649	5.3809
9.5472	5.4659
9.5297	5.5462
9.5122	5.6109
9.4948	5.6265
9.4774	5.636
9.4601	5.6592
9.4429	5.6954
9.4257	5.7118
9.4086	5.6701
9.3916	5.5711
9.3746	5.5076
9.3577	5.4835
9.3408	5.5256
9.324	5.5519
9.3073	5.5848
9.2906	5.6211
9.274	5.5931
9.2574	5.4292
9.2409	5.1282
9.2245	4.9241
9.2081	4.9653
9.1918	5.137
9.1755	5.389
9.1593	5.596
9.1431	5.6433
9.127	5.6237
9.111	5.6303
9.095	5.6206
9.0791	5.6372
9.0632	5.6618
9.0474	5.6495
9.0316	5.6459
9.0159	5.6443
9.0003	5.5742
8.9847	5.5237
8.9691	5.5166
8.9536	5.4794
8.9382	5.4136
8.9228	5.3771
8.9075	5.3546
8.8922	5.3321
8.877	5.2741
8.8618	5.2062
8.8467	5.1872
8.8316	5.1886
8.8166	5.1548
8.8016	5.1192
8.7867	5.0669
8.7718	4.9738
8.757	4.9312
8.7422	4.8791
8.7275	4.7974
8.7129	4.7456
8.6982	4.6733
8.6837	4.6506
8.6692	4.5876
8.6547	4.4955
8.6403	4.4166
8.6259	4.3809
8.6116	4.3531
8.5973	4.337
8.583	4.3048
8.5688	4.3006
8.5547	4.3295
8.5406	4.3598
8.5266	4.3482
8.5126	4.338
8.4986	4.364
8.4847	4.3797
8.4708	4.3756
8.457	4.397
8.4432	4.3697
8.4295	4.3823
8.4158	4.4152
8.4022	4.4332
8.3886	4.4536
8.375	4.4727
8.3615	4.482
