Name: Tremolite Schist 
Type:  Rocks
Class:  Metamorphic 
Subclass: Schist 
Particle Size:  500-1500 Micrometer
Sample No.:   schist6.doc
Owner:  JHU
Wavelength Range:  All
Origin:  Sample No. 468, The Hunt and Salisbury Collection at the U.S. 
Geological Survey, Denver, Co.
Description:  This is another coarse-grained rock composed of bent folia of 
tremolite and lenses and stringers of quartz.  Unlike the previous one, however, 
this sample is completely unaltered.  The bent folia are due to brittle deformation 
of the amphibole as a result of shear stress, with regions of concomittant 
granulation of this mineral.  Modes for this rock gave 75.4% amphibole and 
24.6% quartz.
Measurement:  Directional (10 Degree) Hemispherical Reflectance
First Column:  X
Second Column:  Y  
X Units:  Wavelength (micrometers)
Y Units:  Reflectance (percent)
First X Value: 14.9831	
Last X Value:  0.4
Number of X Values: 2868
Additional Information:  None

14.9831	3.9768
14.9399	4.0962
14.897	4.2198
14.8543	4.3482
14.8119	4.4836
14.7697	4.6326
14.7277	4.8029
14.686	4.9937
14.6445	5.1924
14.6033	5.3672
14.5622	5.4723
14.5214	5.4636
14.4809	5.3118
14.4405	5.015
14.4004	4.6039
14.3605	4.1362
14.3209	3.6801
14.2814	3.291
14.2422	3.0064
14.2032	2.8401
14.1643	2.7812
14.1258	2.8001
14.0874	2.8629
14.0492	2.945
14.0112	3.0334
13.9734	3.117
13.9359	3.1949
13.8985	3.2669
13.8614	3.3322
13.8244	3.3858
13.7876	3.4239
13.7511	3.4525
13.7147	3.4857
13.6785	3.5359
13.6425	3.6095
13.6067	3.7031
13.5711	3.8101
13.5356	3.9202
13.5004	4.0289
13.4653	4.14
13.4304	4.2653
13.3957	4.4223
13.3612	4.6217
13.3269	4.8725
13.2927	5.1813
13.2587	5.5413
13.2249	5.9284
13.1912	6.2957
13.1577	6.5835
13.1244	6.7334
13.0913	6.704
13.0583	6.497
13.0255	6.1631
12.9929	5.7845
12.9604	5.451
12.9281	5.2272
12.8959	5.1332
12.8639	5.1339
12.8321	5.1597
12.8004	5.1394
12.7688	5.0316
12.7375	4.8436
12.7063	4.6281
12.6752	4.4602
12.6443	4.4041
12.6135	4.4829
12.5829	4.6707
12.5524	4.9
12.5221	5.0854
12.4919	5.1505
12.4619	5.0503
12.432	4.7901
12.4023	4.4161
12.3727	4.0005
12.3432	3.6221
12.3139	3.3417
12.2847	3.1878
12.2557	3.1494
12.2268	3.1932
12.198	3.2853
12.1694	3.3955
12.1409	3.5053
12.1125	3.6117
12.0843	3.7154
12.0562	3.8149
12.0282	3.9051
12.0003	3.9854
11.9726	4.0581
11.945	4.1258
11.9176	4.1931
11.8903	4.2679
11.8631	4.3522
11.836	4.4443
11.809	4.5402
11.7822	4.635
11.7555	4.7259
11.7289	4.8133
11.7024	4.9
11.676	4.9921
11.6498	5.0925
11.6237	5.1983
11.5977	5.3023
11.5718	5.3994
11.546	5.4918
11.5203	5.5844
11.4948	5.6848
11.4694	5.801
11.444	5.9329
11.4188	6.0686
11.3937	6.1939
11.3688	6.3014
11.3439	6.3912
11.3191	6.4712
11.2944	6.5574
11.2699	6.6657
11.2455	6.7985
11.2211	6.9449
11.1969	7.0945
11.1727	7.2387
11.1487	7.3702
11.1248	7.4917
11.101	7.6162
11.0773	7.7567
11.0536	7.9203
11.0301	8.1121
11.0067	8.3444
10.9834	8.6196
10.9602	8.9197
10.937	9.2114
10.914	9.4468
10.8911	9.5728
10.8682	9.5494
10.8455	9.3708
10.8229	9.0757
10.8003	8.7288
10.7779	8.402
10.7555	8.1607
10.7332	8.0529
10.7111	8.106
10.689	8.3288
10.667	8.7188
10.6451	9.2631
10.6233	9.9342
10.6015	10.6939
10.5799	11.4941
10.5584	12.2843
10.5369	13.0206
10.5155	13.673
10.4942	14.2281
10.473	14.6819
10.4519	15.0435
10.4309	15.3357
10.4099	15.5811
10.3891	15.797
10.3683	15.9993
10.3476	16.2034
10.327	16.4199
10.3065	16.65
10.286	16.9023
10.2656	17.1924
10.2454	17.5274
10.2251	17.904
10.205	18.3115
10.185	18.7312
10.165	19.1305
10.1451	19.4684
10.1253	19.7149
10.1056	19.8523
10.0859	19.8703
10.0663	19.771
10.0468	19.574
10.0274	19.3102
10.008	19.0125
9.9887	18.7122
9.9695	18.4442
9.9504	18.2367
9.9313	18.0989
9.9123	18.0262
9.8934	17.9985
9.8746	17.9786
9.8558	17.9189
9.8371	17.7768
9.8185	17.5367
9.7999	17.2104
9.7814	16.84
9.763	16.5011
9.7447	16.2782
9.7264	16.2342
9.7082	16.3926
9.69	16.7291
9.6719	17.1732
9.6539	17.6186
9.636	17.962
9.6181	18.1413
9.6003	18.1486
9.5825	18.0252
9.5649	17.8469
9.5472	17.6946
9.5297	17.6255
9.5122	17.6582
9.4948	17.7827
9.4774	17.9857
9.4601	18.2642
9.4429	18.632
9.4257	19.1115
9.4086	19.714
9.3916	20.4261
9.3746	21.2061
9.3577	21.9914
9.3408	22.722
9.324	23.3552
9.3073	23.8734
9.2906	24.2786
9.274	24.5791
9.2574	24.788
9.2409	24.9201
9.2245	24.9961
9.2081	25.0409
9.1918	25.0736
9.1755	25.1008
9.1593	25.1117
9.1431	25.076
9.127	24.9564
9.111	24.7293
9.095	24.3998
9.0791	24.0001
9.0632	23.5748
9.0474	23.172
9.0316	22.834
9.0159	22.5823
9.0003	22.4172
8.9847	22.3256
8.9691	22.2905
8.9536	22.2922
8.9382	22.3161
8.9228	22.3613
8.9075	22.4404
8.8922	22.5678
8.877	22.7523
8.8618	22.9891
8.8467	23.2584
8.8316	23.5262
8.8166	23.7607
8.8016	23.9447
8.7867	24.079
8.7718	24.1749
8.757	24.236
8.7422	24.2419
8.7275	24.1396
8.7129	23.849
8.6982	23.2953
8.6837	22.4461
8.6692	21.3409
8.6547	20.0967
8.6403	18.8742
8.6259	17.8273
8.6116	17.0474
8.5973	16.5411
8.583	16.2406
8.5688	16.035
8.5547	15.8243
8.5406	15.5536
8.5266	15.2178
8.5126	14.842
8.4986	14.4588
8.4847	14.0991
8.4708	13.7808
8.457	13.5049
8.4432	13.2645
8.4295	13.0519
8.4158	12.8615
8.4022	12.685
8.3886	12.5164
8.375	12.3587
8.3615	12.2166
8.3481	12.0911
8.3347	11.9826
8.3213	11.8891
8.3079	11.8105
8.2946	11.7465
8.2814	11.6942
8.2682	11.652
8.255	11.6118
8.2419	11.5611
8.2288	11.4841
8.2158	11.3629
8.2028	11.1841
8.1898	10.939
8.1769	10.6212
8.164	10.2326
8.1512	9.7824
8.1384	9.2863
8.1256	8.7629
8.1129	8.2303
8.1002	7.7057
8.0876	7.2006
8.075	6.7213
8.0624	6.2733
8.0499	5.8602
8.0374	5.4813
8.025	5.1342
8.0126	4.813
8.0002	4.5116
7.9879	4.2231
7.9756	3.9451
7.9634	3.6794
7.9512	3.43
7.939	3.1973
7.9268	2.9815
7.9147	2.7819
7.9027	2.596
7.8906	2.4233
7.8786	2.2666
7.8667	2.1292
7.8548	2.0129
7.8429	1.9166
7.831	1.8379
7.8192	1.7723
7.8075	1.7162
7.7957	1.6672
7.784	1.6229
7.7723	1.5798
7.7607	1.5348
7.7491	1.4877
7.7375	1.4384
7.726	1.3873
7.7145	1.3366
7.7031	1.2885
7.6916	1.2412
7.6802	1.1926
7.6689	1.1443
7.6575	1.1019
7.6462	1.0697
7.635	1.0496
7.6238	1.0422
7.6126	1.0467
7.6014	1.056
7.5903	1.0631
7.5792	1.0659
7.5681	1.0661
7.5571	1.064
7.5461	1.0605
7.5351	1.0583
7.5242	1.0607
7.5133	1.0654
7.5024	1.0687
7.4916	1.068
7.4807	1.0616
7.47	1.0493
7.4592	1.0342
7.4485	1.0238
7.4378	1.0238
7.4272	1.0342
7.4165	1.0508
7.4059	1.0669
7.3954	1.0763
7.3848	1.0759
7.3743	1.0666
7.3639	1.0567
7.3534	1.055
7.343	1.0645
7.3326	1.0851
7.3223	1.114
7.3119	1.1448
7.3016	1.1703
7.2914	1.186
7.2811	1.1947
7.2709	1.2014
7.2607	1.2082
7.2506	1.2191
7.2404	1.2362
7.2303	1.2589
7.2203	1.284
