Name: Green Schist 
Type:  Rocks
Class:  Metamorphic 
Subclass: Schist 
Particle Size:  500-1500 Micrometer
Sample No.:   schist1.doc
Owner:  JHU
Wavelength Range:  All
Origin:  Sample No. 392, The Hunt and Salisbury Collection at the U.S. 
Geological Survey, Denver, Co.
Description: This is a medium to coarse-grained sample containing tremolite-
actinolite crystals and talc.  Amphibole is heavily altered to talc, and in addition to 
these phases there is quartz and some carbonate, as an alteration product, along 
with opaque grains.  There may be heavily altered plagioclase present in this 
sample as well.  Modes were 50.6% talc, 38% amphibole, 5.4% quartz, 3.6% 
calcite, 2.4% plagioclase remnants.   
Measurement:  Directional (10 Degree) Hemispherical Reflectance
First Column:  X
Second Column:  Y  
X Units:  Wavelength (micrometers)
Y Units:  Reflectance (percent)
First X Value: 14.9831	
Last X Value:  0.4
Number of X Values: 2868
Additional Information:  None

14.983	2.582
14.94	2.6282
14.897	2.7134
14.854	2.7802
14.812	2.7842
14.77	2.7269
14.728	2.6388
14.686	2.5721
14.645	2.524
14.603	2.4899
14.562	2.4563
14.521	2.4207
14.481	2.376
14.441	2.3151
14.4	2.2405
14.361	2.1709
14.321	2.1096
14.281	2.0591
14.242	2.0179
14.203	1.9881
14.164	1.9613
14.126	1.9334
14.087	1.9087
14.049	1.8993
14.011	1.9073
13.973	1.9334
13.936	1.9696
13.899	2.0032
13.861	2.0226
13.824	2.0241
13.788	2.0096
13.751	1.9904
13.715	1.9769
13.679	1.9812
13.643	2.0087
13.607	2.0586
13.571	2.1254
13.536	2.2005
13.5	2.2732
13.465	2.3383
13.43	2.3926
13.396	2.443
13.361	2.4986
13.327	2.5678
13.293	2.6497
13.259	2.7345
13.225	2.8053
13.191	2.8392
13.158	2.8143
13.124	2.7257
13.091	2.5837
13.058	2.4108
13.026	2.2344
12.993	2.0835
12.96	1.9791
12.928	1.9246
12.896	1.9097
12.864	1.9255
12.832	1.9601
12.8	2.0001
12.769	2.0369
12.737	2.0679
12.706	2.0892
12.675	2.0958
12.644	2.0906
12.614	2.0811
12.583	2.074
12.552	2.0764
12.522	2.0944
12.492	2.128
12.462	2.1695
12.432	2.2121
12.402	2.2519
12.373	2.2848
12.343	2.3116
12.314	2.3395
12.285	2.3748
12.256	2.4184
12.227	2.4676
12.198	2.5195
12.169	2.5697
12.141	2.6159
12.113	2.659
12.084	2.7047
12.056	2.7561
12.028	2.8115
12	2.8697
11.973	2.9275
11.945	2.9808
11.918	3.0275
11.89	3.0661
11.863	3.0976
11.836	3.1248
11.809	3.1532
11.782	3.1878
11.755	3.2316
11.729	3.2851
11.702	3.3479
11.676	3.4154
11.65	3.4814
11.624	3.5409
11.598	3.5913
11.572	3.6311
11.546	3.6621
11.52	3.6917
11.495	3.7296
11.469	3.7841
11.444	3.8584
11.419	3.9515
11.394	4.0574
11.369	4.1661
11.344	4.2707
11.319	4.3674
11.294	4.4538
11.27	4.5277
11.245	4.5885
11.221	4.6361
11.197	4.6695
11.173	4.6878
11.149	4.6944
11.125	4.6923
11.101	4.6856
11.077	4.6762
11.054	4.6679
11.03	4.6634
11.007	4.6643
10.983	4.6705
10.96	4.6783
10.937	4.6792
10.914	4.6636
10.891	4.6241
10.868	4.5613
10.846	4.4874
10.823	4.4247
10.8	4.3991
10.778	4.4308
10.755	4.5244
10.733	4.6724
10.711	4.8595
10.689	5.07
10.667	5.2938
10.645	5.527
10.623	5.7693
10.602	6.0194
10.58	6.2683
10.558	6.5053
10.537	6.7213
10.516	6.9105
10.494	7.0708
10.473	7.202
10.452	7.3046
10.431	7.3837
10.41	7.4436
10.389	7.4912
10.368	7.5343
10.348	7.5812
10.327	7.6368
10.306	7.7017
10.286	7.777
10.266	7.8675
10.245	7.9762
10.225	8.1041
10.205	8.25
10.185	8.4081
10.165	8.5668
10.145	8.7115
10.125	8.8306
10.106	8.919
10.086	8.9748
10.066	9.0018
10.047	9.0078
10.027	8.9978
10.008	8.9732
9.9887	8.9325
9.9695	8.8721
9.9504	8.7861
9.9313	8.6675
9.9123	8.5123
9.8934	8.3179
9.8746	8.082
9.8558	7.8123
9.8371	7.5307
9.8185	7.2693
9.7999	7.0635
9.7814	6.9477
9.763	6.9413
9.7447	7.0386
9.7264	7.2099
9.7082	7.4142
9.69	7.6101
9.6719	7.7621
9.6539	7.8521
9.636	7.8829
9.6181	7.867
9.6003	7.8192
9.5825	7.7503
9.5649	7.6669
9.5472	7.5717
9.5297	7.4647
9.5122	7.3541
9.4948	7.2539
9.4774	7.1743
9.4601	7.1199
9.4429	7.0858
9.4257	7.0611
9.4086	7.0296
9.3916	6.9771
9.3746	6.9008
9.3577	6.8042
9.3408	6.6941
9.324	6.5792
9.3073	6.4681
9.2906	6.3673
9.274	6.2773
9.2574	6.1963
9.2409	6.1212
9.2245	6.0464
9.2081	5.9663
9.1918	5.8754
9.1755	5.7714
9.1593	5.6547
9.1431	5.5273
9.127	5.394
9.111	5.262
9.095	5.1406
9.0791	5.0373
9.0632	4.9573
9.0474	4.9037
9.0316	4.8779
9.0159	4.8794
9.0003	4.9026
8.9847	4.9405
8.9691	4.9864
8.9536	5.0347
8.9382	5.0821
8.9228	5.1325
8.9075	5.1946
8.8922	5.2784
8.877	5.3878
8.8618	5.518
8.8467	5.6575
8.8316	5.7911
8.8166	5.9045
8.8016	5.9898
8.7867	6.0424
8.7718	6.0658
8.757	6.067
8.7422	6.0497
8.7275	6.0137
8.7129	5.959
8.6982	5.8818
8.6837	5.774
8.6692	5.6298
8.6547	5.452
8.6403	5.2512
8.6259	5.0394
8.6116	4.8296
8.5973	4.6354
8.583	4.4628
8.5688	4.3115
8.5547	4.18
8.5406	4.0675
8.5266	3.9735
8.5126	3.8966
8.4986	3.8348
8.4847	3.7862
8.4708	3.7493
8.457	3.7239
8.4432	3.7081
8.4295	3.6976
8.4158	3.6898
8.4022	3.6818
8.3886	3.6669
8.375	3.6413
8.3615	3.6036
8.3481	3.5558
8.3347	3.4985
8.3213	3.4322
8.3079	3.3604
8.2946	3.288
8.2814	3.2145
8.2682	3.1407
8.255	3.0658
8.2419	2.9903
8.2288	2.9133
8.2158	2.8326
8.2028	2.7473
8.1898	2.6587
8.1769	2.5666
8.164	2.4726
8.1512	2.3795
8.1384	2.2912
8.1256	2.2095
8.1129	2.1347
8.1002	2.066
8.0876	2.0035
8.075	1.9447
8.0624	1.8903
8.0499	1.8424
8.0374	1.8024
8.025	1.7695
8.0126	1.7415
8.0002	1.7176
7.9879	1.6961
7.9756	1.675
7.9634	1.6546
7.9512	1.6359
7.939	1.6179
7.9268	1.5995
7.9147	1.5805
7.9027	1.5623
7.8906	1.5464
7.8786	1.5329
7.8667	1.5227
7.8548	1.5154
7.8429	1.509
7.831	1.5031
7.8192	1.4988
7.8075	1.496
7.7957	1.4936
7.784	1.4922
7.7723	1.4926
7.7607	1.4936
7.7491	1.4955
7.7375	1.4993
7.726	1.5052
7.7145	1.5121
7.7031	1.518
7.6916	1.5227
7.6802	1.527
7.6689	1.5308
7.6575	1.5339
7.6462	1.5362
7.635	1.5386
7.6238	1.5424
7.6126	1.5464
7.6014	1.5511
7.5903	1.5571
7.5792	1.5632
7.5681	1.568
7.5571	1.571
7.5461	1.5746
7.5351	1.5803
7.5242	1.5871
7.5133	1.595
7.5024	1.6032
7.4916	1.6096
7.4807	1.6132
7.47	1.6156
7.4592	1.6189
7.4485	1.6238
7.4378	1.6305
7.4272	1.6385
7.4165	1.6463
7.4059	1.6532
7.3954	1.6584
7.3848	1.6636
7.3743	1.6698
7.3639	1.6767
7.3534	1.6838
7.343	1.6902
7.3326	1.6965
7.3223	1.7025
7.3119	1.7082
7.3016	1.7143
7.2914	1.7221
7.2811	1.7323
7.2709	1.7444
7.2607	1.7574
7.2506	1.7711
7.2404	1.7842
7.2303	1.7962
7.2203	1.8069
7.2102	1.8185
7.2002	1.8327
7.1902	1.8498
7.1803	1.8687
7.1703	1.8893
7.1604	1.9121
7.1506	1.9374
7.1407	1.9646
7.1309	1.9933
7.1211	2.0229
7.1113	2.0522
7.1016	2.0797
