4.5000000e-01 2.0573899e+03 2.4040899e-03
4.5250000e-01 2.0392300e+03 1.8524217e-03
4.5500000e-01 2.0210800e+03 1.3007534e-03
4.5750000e-01 2.0307300e+03 2.6344230e-03
4.6000000e-01 2.0403800e+03 3.9680926e-03
4.6250000e-01 2.0265300e+03 9.5159845e-03
4.6500000e-01 2.0126801e+03 1.5063876e-02
4.6750000e-01 1.9995300e+03 4.7845844e-02
4.7000000e-01 1.9863800e+03 8.0627811e-02
4.7250000e-01 2.0028800e+03 1.5962860e-01
4.7500000e-01 2.0193800e+03 2.3862938e-01
4.7750000e-01 2.0380900e+03 3.3368141e-01
4.8000000e-01 2.0567900e+03 4.2873343e-01
4.8250000e-01 1.9677400e+03 5.1625351e-01
4.8500000e-01 1.8786801e+03 6.0377359e-01
4.8750000e-01 1.9058300e+03 6.5100644e-01
4.9000000e-01 1.9329800e+03 6.9823930e-01
4.9250000e-01 1.9535800e+03 7.2730277e-01
4.9500000e-01 1.9741801e+03 7.5636624e-01
4.9750000e-01 1.9356801e+03 7.7573073e-01
5.0000000e-01 1.8971899e+03 7.9509522e-01
5.0250000e-01 1.9167800e+03 8.1362056e-01
5.0500000e-01 1.9363800e+03 8.3214591e-01
5.0750000e-01 1.9372300e+03 8.5433260e-01
5.1000000e-01 1.9380900e+03 8.7651928e-01
5.1250000e-01 1.8814399e+03 8.9775944e-01
5.1500000e-01 1.8247900e+03 9.1899959e-01
5.1750000e-01 1.8140900e+03 9.3400865e-01
5.2000000e-01 1.8033900e+03 9.4901770e-01
5.2250000e-01 1.8322400e+03 9.5636342e-01
5.2500000e-01 1.8610900e+03 9.6370913e-01
5.2750000e-01 1.8859301e+03 9.6413557e-01
5.3000000e-01 1.9107800e+03 9.6456202e-01
5.3250000e-01 1.9046801e+03 9.6654525e-01
5.3500000e-01 1.8985800e+03 9.6852847e-01
5.3750000e-01 1.8757300e+03 9.7515496e-01
5.4000000e-01 1.8528800e+03 9.8178144e-01
5.4250000e-01 1.8656400e+03 9.8572383e-01
5.4500000e-01 1.8783900e+03 9.8966622e-01
5.4750000e-01 1.8747400e+03 9.9158461e-01
5.5000000e-01 1.8710900e+03 9.9350300e-01
5.5250000e-01 1.8724399e+03 9.9153083e-01
5.5500000e-01 1.8737900e+03 9.8955866e-01
5.5750000e-01 1.8503900e+03 9.9000373e-01
5.6000000e-01 1.8269900e+03 9.9044880e-01
5.6250000e-01 1.8370400e+03 9.8957392e-01
5.6500000e-01 1.8470900e+03 9.8869903e-01
5.6750000e-01 1.8411801e+03 9.8926900e-01
5.7000000e-01 1.8352800e+03 9.8983897e-01
5.7250000e-01 1.8494800e+03 9.9284520e-01
5.7500000e-01 1.8636899e+03 9.9585143e-01
5.7750000e-01 1.8510300e+03 9.9554497e-01
5.8000000e-01 1.8383800e+03 9.9523851e-01
5.8250000e-01 1.8407300e+03 9.9165896e-01
5.8500000e-01 1.8430800e+03 9.8807941e-01
5.8750000e-01 1.8028300e+03 9.8604593e-01
5.9000000e-01 1.7625800e+03 9.8401244e-01
5.9250000e-01 1.7787800e+03 9.8128847e-01
5.9500000e-01 1.7949900e+03 9.7856449e-01
5.9750000e-01 1.7774800e+03 9.7986280e-01
6.0000000e-01 1.7599800e+03 9.8116112e-01
6.0250000e-01 1.7647300e+03 9.8616112e-01
6.0500000e-01 1.7694900e+03 9.9116112e-01
6.0750000e-01 1.7534800e+03 9.9384165e-01
6.1000000e-01 1.7374800e+03 9.9652218e-01
6.1250000e-01 1.7131400e+03 9.9801988e-01
6.1500000e-01 1.6888000e+03 9.9951758e-01
6.1750000e-01 1.7028800e+03 9.9975879e-01
6.2000000e-01 1.7169700e+03 1.0000000e+00
6.2250000e-01 1.6960699e+03 9.9543995e-01
6.2500000e-01 1.6751700e+03 9.9087990e-01
6.2750000e-01 1.6720300e+03 9.8388244e-01
6.3000000e-01 1.6688900e+03 9.7688498e-01
6.3250000e-01 1.6635601e+03 9.6898871e-01
6.3500000e-01 1.6582300e+03 9.6109243e-01
6.3750000e-01 1.6477500e+03 9.5259110e-01
6.4000000e-01 1.6372700e+03 9.4408976e-01
6.4250000e-01 1.6300200e+03 9.3572593e-01
6.4500000e-01 1.6227700e+03 9.2736211e-01
6.4750000e-01 1.6060601e+03 9.2326615e-01
6.5000000e-01 1.5893600e+03 9.1917019e-01
6.5250000e-01 1.5522900e+03 9.0804471e-01
6.5500000e-01 1.5152200e+03 8.9691923e-01
6.5750000e-01 1.5289100e+03 8.8026157e-01
6.6000000e-01 1.5426000e+03 8.6360391e-01
6.6250000e-01 1.5489000e+03 8.2673773e-01
6.6500000e-01 1.5552100e+03 7.8987155e-01
6.6750000e-01 1.5444100e+03 7.2327670e-01
6.7000000e-01 1.5336200e+03 6.5668184e-01
6.7250000e-01 1.5252400e+03 5.6631570e-01
6.7500000e-01 1.5168600e+03 4.7594955e-01
6.7750000e-01 1.5079200e+03 3.9213045e-01
6.8000000e-01 1.4989800e+03 3.0831136e-01
6.8250000e-01 1.4840699e+03 2.4716613e-01
6.8500000e-01 1.4691700e+03 1.8602091e-01
6.8750000e-01 1.4642800e+03 1.4761787e-01
6.9000000e-01 1.4593900e+03 1.0921483e-01
6.9250000e-01 1.4487300e+03 8.7661236e-02
6.9500000e-01 1.4380800e+03 6.6107640e-02
6.9750000e-01 1.4231600e+03 5.3402436e-02
7.0000000e-01 1.4082400e+03 4.0697231e-02
7.0250000e-01 1.4075300e+03 3.3203603e-02
7.0500000e-01 1.4068199e+03 2.5709975e-02
7.0750000e-01 1.3978199e+03 2.1328454e-02
7.1000000e-01 1.3888199e+03 1.6946932e-02
7.1250000e-01 1.3785100e+03 1.4186482e-02
7.1500000e-01 1.3682100e+03 1.1426031e-02
7.1750000e-01 1.3521300e+03 9.8074889e-03
7.2000000e-01 1.3360500e+03 8.1889468e-03
7.2250000e-01 1.3438800e+03 4.0944734e-03
7.2500000e-01 1.3517100e+03 0.0000000e+00
7.2750000e-01 1.3396000e+03 0.0000000e+00
7.3000000e-01 1.3275000e+03 0.0000000e+00
7.3250000e-01 1.3207200e+03 0.0000000e+00
7.3500000e-01 1.3139399e+03 0.0000000e+00
7.3750000e-01 1.2949399e+03 0.0000000e+00
7.4000000e-01 1.2759399e+03 0.0000000e+00
7.4250000e-01 1.2809200e+03 0.0000000e+00
7.4500000e-01 1.2859000e+03 0.0000000e+00
7.4750000e-01 1.2780400e+03 0.0000000e+00
7.5000000e-01 1.2701899e+03 0.0000000e+00
7.5250000e-01 1.2636801e+03 0.0000000e+00
7.5500000e-01 1.2571801e+03 0.0000000e+00
7.5750000e-01 1.2498000e+03 0.0000000e+00
7.6000000e-01 1.2424100e+03 0.0000000e+00
7.6250000e-01 1.2313000e+03 0.0000000e+00
7.6500000e-01 1.2201899e+03 0.0000000e+00
7.6750000e-01 1.2121400e+03 0.0000000e+00
7.7000000e-01 1.2041000e+03 0.0000000e+00
7.7250000e-01 1.2016899e+03 0.0000000e+00
7.7500000e-01 1.1992900e+03 0.0000000e+00
7.7750000e-01 1.1947800e+03 0.0000000e+00
7.8000000e-01 1.1902700e+03 0.0000000e+00
7.8250000e-01 1.1854700e+03 0.0000000e+00
7.8500000e-01 1.1806801e+03 0.0000000e+00
7.8750000e-01 1.1743800e+03 0.0000000e+00
7.9000000e-01 1.1680900e+03 0.0000000e+00
7.9250000e-01 1.1561700e+03 0.0000000e+00
7.9500000e-01 1.1442600e+03 0.0000000e+00
7.9750000e-01 1.1434600e+03 0.0000000e+00
8.0000000e-01 1.1426700e+03 0.0000000e+00
8.0250000e-01 1.1329500e+03 0.0000000e+00
8.0500000e-01 1.1232300e+03 0.0000000e+00
8.0750000e-01 1.1167100e+03 0.0000000e+00
8.1000000e-01 1.1101899e+03 0.0000000e+00
8.1250000e-01 1.1108900e+03 0.0000000e+00
8.1500000e-01 1.1115900e+03 0.0000000e+00
8.1750000e-01 1.0948000e+03 0.0000000e+00
8.2000000e-01 1.0780100e+03 0.0000000e+00
8.2250000e-01 1.0777500e+03 0.0000000e+00
8.2500000e-01 1.0774900e+03 0.0000000e+00
8.2750000e-01 1.0738900e+03 0.0000000e+00
8.3000000e-01 1.0702900e+03 0.0000000e+00
8.3250000e-01 1.0587100e+03 0.0000000e+00
8.3500000e-01 1.0471300e+03 0.0000000e+00
8.3750000e-01 1.0456600e+03 0.0000000e+00
8.4000000e-01 1.0442000e+03 0.0000000e+00
8.4250000e-01 1.0370300e+03 0.0000000e+00
8.4500000e-01 1.0298600e+03 0.0000000e+00
8.4750000e-01 1.0104000e+03 0.0000000e+00
8.5000000e-01 9.9094000e+02 0.0000000e+00
8.5250000e-01 9.6690997e+02 0.0000000e+00
8.5500000e-01 9.4289001e+02 0.0000000e+00
8.5750000e-01 9.7287000e+02 0.0000000e+00
8.6000000e-01 1.0028600e+03 0.0000000e+00
8.6250000e-01 9.7892999e+02 0.0000000e+00
8.6500000e-01 9.5500000e+02 0.0000000e+00
8.6750000e-01 9.6095001e+02 0.0000000e+00
8.7000000e-01 9.6690997e+02 0.0000000e+00
8.7250000e-01 9.8331000e+02 0.0000000e+00
8.7500000e-01 9.9971002e+02 0.0000000e+00
8.7750000e-01 9.9190997e+02 0.0000000e+00
8.8000000e-01 9.8410999e+02 0.0000000e+00
8.8250000e-01 9.7904999e+02 0.0000000e+00
8.8500000e-01 9.7398999e+02 0.0000000e+00
8.8750000e-01 9.6878998e+02 0.0000000e+00
8.9000000e-01 9.6359998e+02 0.0000000e+00
8.9250000e-01 9.5822998e+02 0.0000000e+00
8.9500000e-01 9.5287000e+02 0.0000000e+00
8.9750000e-01 9.4792999e+02 0.0000000e+00
9.0000000e-01 9.4298999e+02 0.0000000e+00
9.0250000e-01 9.3798999e+02 0.0000000e+00
9.0500000e-01 9.3300000e+02 0.0000000e+00
9.0750000e-01 9.2800000e+02 0.0000000e+00
9.1000000e-01 9.2300000e+02 0.0000000e+00
9.1250000e-01 9.1817999e+02 0.0000000e+00
9.1500000e-01 9.1337000e+02 0.0000000e+00
9.1750000e-01 9.0873999e+02 0.0000000e+00
9.2000000e-01 9.0410999e+02 0.0000000e+00
9.2250000e-01 8.9904999e+02 0.0000000e+00
9.2500000e-01 8.9398999e+02 0.0000000e+00
9.2750000e-01 8.8917999e+02 0.0000000e+00
9.3000000e-01 8.8437000e+02 0.0000000e+00
9.3250000e-01 8.7973999e+02 0.0000000e+00
9.3500000e-01 8.7512000e+02 0.0000000e+00
9.3750000e-01 8.7023999e+02 0.0000000e+00
9.4000000e-01 8.6535999e+02 0.0000000e+00
9.4250000e-01 8.6094000e+02 0.0000000e+00
9.4500000e-01 8.5653003e+02 0.0000000e+00
9.4750000e-01 8.5202002e+02 0.0000000e+00
9.5000000e-01 8.4750000e+02 0.0000000e+00
9.5250000e-01 8.4300000e+02 0.0000000e+00
9.5500000e-01 8.3850000e+02 0.0000000e+00
9.5750000e-01 8.3398999e+02 0.0000000e+00
9.6000000e-01 8.2948999e+02 0.0000000e+00
9.6250000e-01 8.2497998e+02 0.0000000e+00
9.6500000e-01 8.2047998e+02 0.0000000e+00
9.6750000e-01 8.1598999e+02 0.0000000e+00
9.7000000e-01 8.1150000e+02 0.0000000e+00
9.7250000e-01 8.0698999e+02 0.0000000e+00
9.7500000e-01 8.0248999e+02 0.0000000e+00
9.7750000e-01 7.9816998e+02 0.0000000e+00
9.8000000e-01 7.9385999e+02 0.0000000e+00
9.8250000e-01 7.8973999e+02 0.0000000e+00
9.8500000e-01 7.8563000e+02 0.0000000e+00
9.8750000e-01 7.8125000e+02 0.0000000e+00
9.9000000e-01 7.7687000e+02 0.0000000e+00
9.9250000e-01 7.7291998e+02 0.0000000e+00
9.9500000e-01 7.6897998e+02 0.0000000e+00
9.9750000e-01 7.6479999e+02 0.0000000e+00
1.0000000e+00 7.6063000e+02 0.0000000e+00
1.0025000e+00 7.5606000e+02 0.0000000e+00
1.0050000e+00 7.5148999e+02 0.0000000e+00
1.0075000e+00 7.4698999e+02 0.0000000e+00
1.0100000e+00 7.4248999e+02 0.0000000e+00
1.0125000e+00 7.3817999e+02 0.0000000e+00
1.0150000e+00 7.3388000e+02 0.0000000e+00
1.0175000e+00 7.2976001e+02 0.0000000e+00
1.0200000e+00 7.2563000e+02 0.0000000e+00
1.0225000e+00 7.2123999e+02 0.0000000e+00
1.0250000e+00 7.1685999e+02 0.0000000e+00
1.0275000e+00 7.1291998e+02 0.0000000e+00
1.0300000e+00 7.0898999e+02 0.0000000e+00
1.0325000e+00 7.0481000e+02 0.0000000e+00
1.0350000e+00 7.0063000e+02 0.0000000e+00
1.0375000e+00 6.9625000e+02 0.0000000e+00
1.0400000e+00 6.9187000e+02 0.0000000e+00
1.0425000e+00 6.8794000e+02 0.0000000e+00
1.0450000e+00 6.8401001e+02 0.0000000e+00
1.0475000e+00 6.8001001e+02 0.0000000e+00
1.0500000e+00 6.7600000e+02 0.0000000e+00
1.0525000e+00 6.7179999e+02 0.0000000e+00
1.0550000e+00 6.6760999e+02 0.0000000e+00
1.0575000e+00 6.6322998e+02 0.0000000e+00
1.0600000e+00 6.5885999e+02 0.0000000e+00
1.0625000e+00 6.5532001e+02 0.0000000e+00
1.0650000e+00 6.5177002e+02 0.0000000e+00
1.0675000e+00 6.4907001e+02 0.0000000e+00
1.0700000e+00 6.4637000e+02 0.0000000e+00
1.0725000e+00 6.4373999e+02 0.0000000e+00
1.0750000e+00 6.4110999e+02 0.0000000e+00
1.0775000e+00 6.3804999e+02 0.0000000e+00
1.0800000e+00 6.3498999e+02 0.0000000e+00
1.0825000e+00 6.3217999e+02 0.0000000e+00
1.0850000e+00 6.2937000e+02 0.0000000e+00
1.0875000e+00 6.2673999e+02 0.0000000e+00
1.0900000e+00 6.2412000e+02 0.0000000e+00
1.0925000e+00 6.2106000e+02 0.0000000e+00
1.0950000e+00 6.1800000e+02 0.0000000e+00
1.0975000e+00 6.1517999e+02 0.0000000e+00
1.1000000e+00 6.1237000e+02 0.0000000e+00
1.1025000e+00 6.0991998e+02 0.0000000e+00
1.1050000e+00 6.0747998e+02 0.0000000e+00
1.1075000e+00 6.0478998e+02 0.0000000e+00
1.1100000e+00 6.0210999e+02 0.0000000e+00
1.1125000e+00 5.9923999e+02 0.0000000e+00
1.1150000e+00 5.9638000e+02 0.0000000e+00
1.1175000e+00 5.9392999e+02 0.0000000e+00
1.1200000e+00 5.9147998e+02 0.0000000e+00
1.1225000e+00 5.8878998e+02 0.0000000e+00
1.1250000e+00 5.8610999e+02 0.0000000e+00
1.1275000e+00 5.8325000e+02 0.0000000e+00
