Name: 12023.139
Type: Soil
Class: Lunar
Subclass: Maria
Particle Size: Fine
Sample No.: 12023.139
Owner: JHU
Wavelength range: IR
Origin: Apollo 12 landing site via the NASA Lunar Sample Repository at Johnson 
Space Center, Houston, TX.
Description:  This sample is one of a suite of soils of similar chemistry, but 
different exposure ages, from the Apollo 12 mare site.  This sample has the 
greatest exposure age of the three soils of that suite (Is/FeO=60).



Measurement:  Directional (10 degree) hemispherical reflectance
First Column:  X
Second Column:  Y
X Units:  Wavelength (micrometers)
Y Units:  Reflectance (percent)
First X Value:  14.011
Last X Value:  2.079
Number of X Values:  2124
Additional information:  None

14.011	1.3276
13.973	1.1928
13.936	1.2736
13.899	1.2452
13.861	1.2400
13.824	1.3411
13.788	1.3437
13.751	1.2923
13.715	1.2189
13.679	1.2314
13.643	1.2622
13.607	1.3096
13.571	1.3491
13.536	1.2674
13.500	1.2658
13.465	1.3179
13.430	1.3607
13.396	1.3702
13.361	1.3785
13.327	1.3690
13.293	1.3643
13.259	1.3666
13.225	1.4351
13.191	1.4453
13.158	1.4663
13.124	1.4678
13.091	1.4671
13.058	1.5216
13.026	1.5637
12.993	1.5334
12.960	1.5651
12.928	1.6026
12.896	1.6144
12.864	1.6129
12.832	1.5987
12.800	1.6262
12.769	1.6799
12.737	1.7039
12.706	1.7283
12.675	1.7917
12.644	1.8327
12.614	1.8081
12.583	1.8301
12.552	1.8895
12.522	1.9241
12.492	1.9501
12.462	1.9632
12.432	2.0079
12.402	2.0580
12.373	2.0764
12.343	2.0963
12.314	2.1467
12.285	2.1621
12.256	2.1593
12.227	2.1633
12.198	2.1697
12.169	2.1637
12.141	2.1562
12.113	2.1641
12.084	2.1704
12.056	2.1709
12.028	2.1512
12.000	2.1231
11.973	2.0876
11.945	2.1036
11.918	2.0885
11.890	2.0640
11.863	2.0819
11.836	2.0920
11.809	2.0790
11.782	2.0982
11.755	2.1413
11.729	2.1522
11.702	2.1219
11.676	2.1071
11.650	2.1320
11.624	2.1586
11.598	2.1865
11.572	2.1946
11.546	2.1841
11.520	2.1832
11.495	2.1910
11.469	2.1922
11.444	2.1910
11.419	2.2438
11.394	2.2559
11.369	2.2310
11.344	2.1931
11.319	2.1964
11.294	2.1730
11.270	2.1766
11.245	2.1629
11.221	2.1503
11.197	2.1392
11.173	2.1240
11.149	2.1417
11.125	2.1415
11.101	2.1038
11.077	2.0705
11.054	2.0960
11.030	2.1041
11.007	2.0662
10.983	2.0617
10.960	2.0859
10.937	2.0790
10.914	2.0906
10.891	2.1148
10.868	2.1247
10.846	2.1126
10.823	2.1051
10.800	2.1200
10.778	2.1046
10.755	2.0849
10.733	2.0736
10.711	2.0849
10.689	2.0674
10.667	2.0582
10.645	2.0553
10.623	2.0082
10.602	1.9753
10.580	1.9857
10.558	1.9719
10.537	1.9402
10.516	1.9634
10.494	1.9736
10.473	1.9393
10.452	1.9265
10.431	1.9182
10.410	1.9016
10.389	1.8863
10.368	1.8426
10.348	1.8072
10.327	1.8275
10.306	1.8211
10.286	1.8067
10.266	1.8076
10.245	1.7771
10.225	1.7586
10.205	1.7647
10.185	1.7597
10.165	1.7693
10.145	1.7747
10.125	1.7749
10.106	1.7586
10.086	1.7254
10.066	1.7068
10.047	1.7069
10.027	1.7373
10.008	1.7273
9.9887	1.7069
9.9695	1.7181
9.9504	1.7285
9.9313	1.7148
9.9123	1.7157
9.8934	1.6954
9.8746	1.6490
9.8558	1.6613
9.8371	1.6716
9.8185	1.6544
9.7999	1.6646
9.7814	1.6728
9.7630	1.6828
9.7447	1.6778
9.7264	1.6733
9.7082	1.6610
9.6900	1.6482
9.6719	1.6636
9.6539	1.6485
9.6360	1.6603
9.6181	1.6810
9.6003	1.6636
9.5825	1.6387
9.5649	1.6477
9.5472	1.6605
9.5297	1.6645
9.5122	1.6556
9.4948	1.6285
9.4774	1.6098
9.4601	1.6070
9.4429	1.6302
9.4257	1.6405
9.4086	1.6262
9.3916	1.6184
9.3746	1.6352
9.3577	1.6141
9.3408	1.5981
9.3240	1.6109
9.3073	1.6163
9.2906	1.6011
9.2740	1.5808
9.2574	1.5853
9.2409	1.5812
9.2245	1.5940
9.2081	1.6037
9.1918	1.5801
9.1755	1.5611
9.1593	1.5807
9.1431	1.5623
9.1270	1.5270
9.1110	1.5216
9.0950	1.4881
9.0791	1.4500
9.0632	1.4412
9.0474	1.4415
9.0316	1.4169
9.0159	1.3790
9.0003	1.3525
8.9847	1.3198
8.9691	1.2660
8.9536	1.2506
8.9382	1.2158
8.9228	1.1954
8.9075	1.1742
8.8922	1.1585
8.8770	1.1180
8.8618	1.0720
8.8467	1.0223
8.8316	1.0096
8.8166	0.99250
8.8016	0.94180
8.7867	0.95200
8.7718	0.96520
8.7570	0.93330
8.7422	0.92930
8.7275	0.94630
8.7129	0.95360
8.6982	0.92910
8.6837	0.87460
8.6692	0.85140
8.6547	0.86020
8.6403	0.88050
8.6259	0.86720
8.6116	0.82080
8.5973	0.80610
8.5830	0.79520
8.5688	0.80700
8.5547	0.81560
8.5406	0.82560
8.5266	0.82340
8.5126	0.78410
8.4986	0.75520
8.4847	0.76420
8.4708	0.77370
8.4570	0.77510
8.4432	0.77650
8.4295	0.77860
8.4158	0.75020
8.4022	0.71660
8.3886	0.72370
8.3750	0.73010
8.3615	0.73790
8.3481	0.73270
8.3347	0.73390
8.3213	0.75180
8.3079	0.73630
8.2946	0.75410
8.2814	0.77580
8.2682	0.76800
8.2550	0.77030
8.2419	0.77790
8.2288	0.81250
8.2158	0.85130
8.2028	0.88660
8.1898	0.90890
8.1769	0.91270
8.1640	0.94960
8.1512	1.0036
8.1384	1.0276
8.1256	1.0555
8.1129	1.0765
8.1002	1.1395
8.0876	1.2092
8.0750	1.2653
8.0624	1.3344
8.0499	1.3906
8.0374	1.4349
8.0250	1.4988
8.0126	1.5983
8.0002	1.6873
7.9879	1.7709
7.9756	1.8713
7.9634	1.9686
7.9512	2.0513
7.9390	2.1281
7.9268	2.2306
7.9147	2.3426
7.9027	2.4408
7.8906	2.5526
7.8786	2.6682
7.8667	2.7731
7.8548	2.8731
7.8429	2.9526
7.8310	3.0374
7.8192	3.1461
7.8075	3.2378
7.7957	3.3291
7.7840	3.4324
7.7723	3.5418
7.7607	3.6581
7.7491	3.7346
7.7375	3.8303
7.7260	3.9318
7.7145	4.0436
7.7031	4.1564
7.6916	4.2506
7.6802	4.3361
7.6689	4.4260
7.6575	4.5457
7.6462	4.6333
7.6350	4.6899
7.6238	4.7967
7.6126	4.9137
7.6014	5.0077
7.5903	5.0823
7.5792	5.1818
7.5681	5.2708
7.5571	5.3686
7.5461	5.4544
7.5351	5.5401
7.5242	5.6485
7.5133	5.7419
7.5024	5.8152
7.4916	5.8937
7.4807	6.0035
7.4700	6.0957
7.4592	6.1821
7.4485	6.2695
7.4378	6.3485
7.4272	6.4407
7.4165	6.5347
7.4059	6.6142
7.3954	6.6810
7.3848	6.7585
7.3743	6.8520
7.3639	6.9392
7.3534	7.0161
7.3430	7.0868
7.3326	7.1795
7.3223	7.2622
7.3119	7.3375
7.3016	7.3903
7.2914	7.4654
7.2811	7.5448
7.2709	7.6278
7.2607	7.6934
7.2506	7.7546
7.2404	7.8296
7.2303	7.8829
7.2203	7.9518
7.2102	8.0316
7.2002	8.0968
7.1902	8.1586
7.1803	8.2232
7.1703	8.3044
7.1604	8.3956
7.1506	8.4631
7.1407	8.5001
7.1309	8.5275
7.1211	8.5890
7.1113	8.6632
7.1016	8.7231
7.0919	8.7733
7.0822	8.8379
7.0725	8.8931
7.0629	8.9310
7.0533	8.9950
7.0437	9.0758
7.0341	9.1271
7.0246	9.1868
7.0151	9.2330
7.0056	9.2486
6.9962	9.3165
6.9867	9.3987
6.9773	9.4645
6.9679	9.5141
6.9586	9.5529
6.9493	9.5840
6.9400	9.6207
6.9307	9.6628
6.9214	9.7189
6.9122	9.7653
6.9030	9.8122
6.8938	9.8447
6.8847	9.8795
6.8755	9.9266
6.8664	9.9681
6.8573	9.9967
6.8483	10.045
6.8393	10.093
6.8302	10.125
6.8213	10.143
6.8123	10.188
6.8034	10.213
6.7944	10.212
6.7855	10.230
6.7767	10.256
6.7678	10.299
6.7590	10.328
6.7502	10.347
