Name: Muscovite KAl2(Si3Al)O10(OH,F)2
Type:  Mineral
Class:  Silicates
Subclass:  Phyllosilicates (Sheet Silicates); (MicaGroup)
Particle Size:  Solid (001 face)
Sample No.: muscov.1
Owner:  JHU
Wavelength Range:  IR
Origin: Methuen Township, Ontario via Bruce Hemingway, USGS

Description: The sample consisted of clear, transparent "books" of 
muscovite, which appear pure in hand sample.  Microscopic 
examination showed a possible trace (<1%) of quartz present.  
(However, no quartz bands are apparent in the infrared spectrum.).


Measurement:  Bidirectional reflectance 
First Column:  X
Second Column:  Y  
X Units:  Wavelength (micrometers)
Y Units:  Reflectance (percent)
First X Value:  25.0442
Last X Value:  2.079
Number of X Values:  2287
Additional Information:  muscov1a.txt

25.04420302	26.0429
24.9237955	27.205
24.80454022	28.121
24.68642074	28.7499
24.5694209	29.0663
24.45358465	29.2206
24.3387763	29.2519
24.22504094	28.8359
24.11236361	28.0429
24.00072962	27.6406
23.89012454	27.582
23.78053421	27.3241
23.67194472	27.1484
23.56434244	27.3554
23.45771395	27.3085
23.35204611	27.2284
23.24732598	27.4863
23.14354087	27.5449
23.04067832	27.4589
22.93872607	27.5566
22.83767211	27.7089
22.7375046	27.8456
22.63821194	27.9697
22.53978272	28.0605
22.44220571	28.2753
22.3454699	28.579
22.24956446	28.9823
22.15447875	29.4032
22.06020229	29.9433
21.96677306	30.4599
21.87408402	31.1093
21.7821739	31.9999
21.69103293	32.7284
21.60065148	33.5492
21.5110201	34.4164
21.42212949	35.4496
21.33397051	36.537
21.24653416	37.4848
21.15981159	38.7167
21.0737941	40.0258
20.98847313	40.807
20.90384024	41.7055
20.81988716	42.5043
20.73660571	43.0473
20.65398787	43.0936
20.57202575	43.0575
20.49071156	42.6019
20.41003766	41.8715
20.3299965	41.016
20.25058069	40.3192
20.1717829	39.5311
20.09359597	38.7875
20.01601281	38.1723
19.93906621	37.5312
19.8626695	36.9345
19.78685599	36.6562
19.71161901	36.2919
19.63695203	35.8339
19.56284859	35.4726
19.48930232	35.2167
19.41630698	34.9149
19.34385639	34.7646
19.27194448	34.9023
19.20056526	35.3334
19.12971284	36.0741
19.05938141	37.1239
18.98956523	38.5702
18.92025868	40.2372
18.85145618	42.0756
18.78315226	43.9569
18.71534153	45.7289
18.64801865	47.4408
18.58117838	48.8495
18.51481556	49.9933
18.44892507	50.8126
18.38350191	51.3006
18.31854111	51.4691
18.25407111	51.4845
18.19002023	51.2626
18.12641726	50.8212
18.06325753	50.1844
18.00053642	49.4894
17.93824937	48.5822
17.8763919	47.6005
17.81495958	46.5477
17.75394803	45.3759
17.69335296	44.1408
17.63317011	43.087
17.57339529	42.1857
17.51402436	41.4162
17.45505324	40.8915
17.39647791	40.6915
17.3382944	40.7599
17.28049878	41.2999
17.2230872	42.2313
17.16605584	43.4972
17.10940093	44.8261
17.05311876	46.0565
16.99720566	46.9845
16.94165801	47.5975
16.88647225	47.757
16.83167317	47.5587
16.77720046	46.9388
16.72307919	45.9064
16.66930597	44.4933
16.61587747	42.8226
16.56279037	40.9711
16.51004141	39.0453
16.45762737	36.9081
16.40554507	34.8078
16.35379138	32.8818
16.30236319	31.1371
16.25125744	29.58
16.20047111	28.3117
16.15000121	27.2001
16.0998448	26.2258
16.04999896	25.3603
16.00048641	24.5048
15.95125297	23.6279
15.90232158	22.8915
15.85368947	22.142
15.80535391	21.2958
15.75731218	20.4514
15.70956162	19.6621
15.6620996	18.926
15.61492349	18.2407
15.56803074	17.7192
15.52141878	17.3244
15.47508511	17.0139
15.42902725	16.8801
15.38324273	16.8398
15.33772913	16.8645
15.29248405	16.9975
15.24750513	17.2094
15.20279002	17.4638
15.1583364	17.6623
15.114142	17.8381
15.07020455	18.0429
15.02652181	18.2211
14.98309158	18.2602
14.93991168	18.5166
14.89700213	18.6984
14.85431629	18.7861
14.81187438	18.8752
14.76967431	18.9211
14.72771402	18.9699
14.68599147	19.0324
14.64450465	19.05
14.60325156	19.0625
14.56223023	19.05
14.52143873	19.0502
14.48087511	19.082
14.44053748	19.1096
14.40042395	19.0871
14.36053266	19.0244
14.32086177	19.0227
14.28140946	19.0927
14.24217393	19.0795
14.20315338	19.0605
14.16434607	19.0871
14.12575025	19.104
14.0873642	19.1303
14.0491862	19.1792
14.01121458	19.2141
13.97344765	19.2548
13.93590321	19.3442
13.89854065	19.4543
13.8613779	19.5207
13.82441336	19.5505
13.78764544	19.5595
13.75107258	19.5842
13.71469324	19.5917
13.67850587	19.6796
13.64250897	19.7561
13.60670103	19.7983
13.57108057	19.8823
13.53564612	20.0048
13.50039624	20.0803
13.46532947	20.1582
13.4304444	20.2602
13.39573962	20.3703
13.36121373	20.4604
13.32686536	20.5097
13.29269314	20.4999
13.25869572	20.4516
13.22487175	20.3205
13.19121992	20.1254
13.15773892	19.9035
13.12442745	19.6508
13.09130135	19.3769
13.05832501	19.1376
13.02551438	18.9641
12.99286821	18.8469
12.96038529	18.7319
12.92806437	18.6503
12.89590426	18.6528
12.86390376	18.6418
12.83206168	18.5754
12.80037684	18.5432
12.7688481	18.4902
12.73747429	18.4257
12.70625427	18.4106
12.67518693	18.4326
12.64427113	18.4353
12.61350579	18.4721
12.58290562	18.5852
12.55243781	18.7097
12.52211719	18.7414
12.4919427	18.7788
12.46191328	18.7761
12.43202789	18.6787
12.40228549	18.5512
12.37268507	18.4543
12.34322561	18.3459
12.31390609	18.2573
12.28472554	18.1831
12.25568296	18.1362
12.22677738	18.1237
12.19800782	18.1613
12.16937334	18.2363
12.14087298	18.3344
12.1125058	18.4902
12.08427087	18.7187
12.05616727	18.9514
12.02819409	19.1389
12.00035041	19.2512
11.97263534	19.354
11.945048	19.5021
11.9175875	19.7502
11.8902671	20.0527
11.86305761	20.4301
11.83597236	20.8581
11.80901051	21.2905
11.78217122	21.7026
11.75545365	22.1457
11.72885698	22.5529
11.70238038	22.8974
11.67602305	23.2062
11.64978419	23.4958
11.62366299	23.697
11.59765866	23.8513
11.57177043	24.0353
11.54599752	24.2224
11.52033916	24.2934
11.49479458	24.3879
11.46936304	24.5002
11.44404378	24.5534
11.41883606	24.5756
11.39373914	24.6225
11.3687523	24.6633
11.34387482	24.7033
11.31910597	24.7639
11.29444505	24.8259
11.26990406	24.8505
11.24545684	24.8945
11.22111545	24.987
11.19687921	25.0605
11.17274743	25.091
11.14871946	25.1681
11.12479461	25.2441
11.10097222	25.2983
11.07725165	25.3691
11.05363222	25.4677
11.03011331	25.5185
11.00669427	25.5966
10.98337447	25.6655
10.96015327	25.7294
10.93703005	25.768
10.9140042	25.8217
10.89107509	25.8691
10.86824213	25.8937
10.8455047	25.9145
10.82286221	25.9658
10.80031407	25.9867
10.77785969	25.9916
10.75549848	25.9638
10.73322986	25.9191
10.71106474	25.8285
10.68897956	25.7104
10.66698525	25.5483
10.64508128	25.3915
10.62326708	25.247
10.6015421	25.1381
10.5799058	25.0839
10.55835763	25.123
10.53689705	25.2001
10.51552354	25.322
10.49423657	25.4697
10.4730356	25.7011
10.45192012	25.9765
10.43088962	26.3202
10.40994358	26.7753
10.38908149	27.3212
10.36830285	27.8835
10.34760717	28.499
10.32699394	29.1147
10.30646267	29.7089
10.28601287	30.3154
10.26564407	30.9721
10.24535578	31.6239
10.22514752	32.3105
10.20502924	33.0087
10.1849796	33.706
10.16500858	34.3354
10.14511574	34.9023
10.12530059	35.4452
10.10556271	35.9057
10.08590162	36.2685
10.0663169	36.619
10.04680808	36.8935
10.02737473	37.1732
10.00801642	37.4574
9.98873271	37.7763
9.969523168	38.1166
9.950387369	38.5268
9.931324888	39.0041
9.912335307	39.5365
9.893427994	40.1269
9.874582922	40.8173
9.855809507	41.508
9.83710734	42.2338
9.818476015	43.0043
9.799915133	43.8241
9.781424293	44.6591
9.7630031	45.6071
9.744651161	46.6349
9.726368087	47.7655
9.70815349	48.9569
9.690006986	50.2548
9.671928196	51.5399
9.653916739	52.7421
9.635972241	53.6622
9.618094328	54.1493
9.600282632	53.9979
9.582536785	53.2276
9.564856422	51.944
9.547241181	50.347
9.529690704	48.6483
9.512204634	47.1542
9.494782617	45.9325
9.477424301	45.1156
9.460138288	44.7294
9.4429063	44.6935
9.425736975	44.9008
9.408629972	45.3695
9.391584952	45.9279
9.374601579	46.5385
9.35767952	47.1366
9.340818443	47.7689
9.324018018	48.3539
9.307277919	48.913
9.290597822	49.431
9.273977405	49.9657
9.257416348	50.4549
9.240914333	50.965
9.224471046	51.412
9.208086173	51.8534
9.191759404	52.2338
9.17549043	52.6156
9.159278945	52.9139
9.143124645	53.2118
9.127027227	53.4427
9.110986392	53.7147
9.095001842	53.9837
9.079073281	54.306
9.06320863	54.5995
9.04739114	54.9657
9.031628764	55.3294
9.015921215	55.7113
9.000268208	56.0335
8.984669459	56.3773
8.969124685	56.6017
8.953633608	56.7857
8.93819595	56.8666
8.922811435	56.8817
8.907479789	56.7857
8.89220074	56.6312
8.876974017	56.3617
8.861799353	56.0541
8.846676481	55.618
8.831605135	55.1466
8.816585054	54.5357
8.801615977	53.8548
8.786697643	52.952
8.771829795	51.8983
8.757012178	50.6556
8.742244536	49.3922
8.727526619	48.1698
8.712858175	47.1493
8.69824652	46.3453
8.683676252	45.7894
8.669154714	45.2985
8.654681663	44.8207
8.640256858	44.2584
8.625880055	43.6835
8.611551018	43.0277
8.597269507	42.2875
8.583035287	41.4262
8.568848124	40.5084
8.554707784	39.5099
8.540614036	38.4579
8.52656665	37.3122
8.512565398	36.1332
8.498610052	34.913
8.484700388	33.6877
8.470836182	32.4172
8.45701721	31.1344
8.443243252	29.8012
8.429514089	28.4096
8.415829502	26.9784
8.402189274	25.5109
8.388593191	23.9799
8.375041038	22.4208
8.361539594	20.8447
8.348074642	19.2441
8.334652987	17.6027
8.32127442	15.978
8.307938734	14.3757
8.294645723	12.7881
8.281395183	11.3061
8.268186911	9.9765
8.255020704	8.8366
8.241896361	7.935
8.228813685	7.3164
8.215772476	6.9265
8.202772537	6.7554
8.189813674	6.7529
8.176895691	6.9009
8.164018395	7.1096
8.151188239	7.3681
8.138391724	7.6533
8.125635323	7.9375
8.11291885	8.2119
8.100242116	8.5193
8.087604937	8.7959
8.075007126	9.073
8.062448501	9.3325
8.049928879	9.5849
8.037448078	9.8069
8.025005918	10.0014
8.012602221	10.1457
8.000236807	10.2612
7.9879095	10.3684
7.975620124	10.4853
7.963368505	10.5722
7.951154468	10.6726
7.938977841	10.7788
7.926838452	10.9087
7.914736131	11.0317
7.902670708	11.1577
7.890642014	11.291
7.878649883	11.4377
7.866694148	11.5737
7.854780812	11.7273
7.842897355	11.8335
7.831049799	11.945
7.819237984	12.0581
7.807461747	12.1377
7.795720929	12.1772
7.784015369	12.2317
7.772344909	12.2649
7.760709391	12.282
7.749108659	12.2854
7.737542556	12.2851
7.726010929	12.2495
7.714513623	12.2319
7.703050485	12.2216
7.691621363	12.1963
7.680226106	12.1294
7.668864563	12.0935
7.657536586	12.0837
7.646242025	12.0791
7.634980733	12.0781
7.623752563	12.0942
7.61255737	12.1091
7.601395008	12.1438
7.590265333	12.167
7.579173946	12.2021
7.568109199	12.2314
7.557076711	12.2624
7.546076342	12.2661
7.535107952	12.2663
7.524171401	12.2536
7.51326655	12.2653
7.502393263	12.2568
7.491551403	12.2312
7.480740833	12.1821
7.469961418	12.1465
7.459213023	12.153
7.448495516	12.1543
7.437808762	12.1123
7.42715263	12.0959
7.416526989	12.0529
7.405931707	12.0332
7.395366655	12.02
7.384831703	12.0156
7.374326724	12.0136
7.363851589	12.0344
7.353406171	12.0412
7.342990345	12.0481
7.332603984	12.1006
7.322252325	12.1977
7.311924506	12.2553
7.30162578	12.363
7.291356025	12.405
7.281115117	12.4384
7.270902937	12.5818
7.260719363	12.7243
7.250564275	12.83
7.240437554	12.9748
7.230339081	13.0957
7.220268738	13.1894
7.210226408	13.2619
7.200211974	13.4333
7.19022532	13.5268
7.18026633	13.594
7.17033489	13.6928
7.160436013	13.8632
7.150559317	13.9423
7.140709829	14.1191
7.130887439	14.1931
7.121092034	14.2414
7.111323503	14.3686
7.101581735	14.5073
7.091866622	14.614
7.082178053	14.7485
7.07251592	14.8296
7.062880115	14.8676
7.053270531	14.8569
7.04368706	15.0092
7.034129597	15.1591
7.024598035	15.1994
7.01509227	15.3164
7.005612196	15.3955
6.99615771	15.4433
6.986728709	15.5681
6.977325089	15.6599
6.967946748	15.685
6.958593585	15.7929
6.949265497	16.0388
6.939962385	16.1154
6.930688952	16.1989
6.921435478	16.27
6.912206681	16.3515
6.903002461	16.4943
6.893822721	16.6374
6.884667364	16.7321
