Name: Sepiolite Mg4Si6O15(OH)2.6H2)
Type:  Mineral
Class:  Silicates 
Subclass:  Phyllosilicates (Sheet silicates); Sepiolite Group
Particle Size:  Fine  (Less than 2  Micrometers)
Sample No.:  sepiolite.1
Owner:  JHU
Wavelength Range:  IR
Origin: Two Crows, Nev., USA via Hunt and Salisbury Collection #CMS 
SEPNEV-1 (purchased from the Clay Mineral Society Repository)
Description:  White, earthy clay.  Sepiolite plus a small amount of 
dolomite.  The sample was treated with HCl to remove the dolomite. 




Measurement:  Transmission 
First Column:  X
Second Column:  Y  
X Units:  Wavelength (micrometers)
Y Units:  Transmittance (percent)
First X Value:  25.0442
Last X Value:  2.079
Number of X Values:  2287
Additional Information:  none

25.04420302	53.0077
24.9237955	52.2674
24.80454022	51.5018
24.68642074	50.2674
24.5694209	49.16
24.45358465	48.2831
24.3387763	47.2362
24.22504094	45.8749
24.11236361	43.9628
24.00072962	42.0272
23.89012454	40.039
23.78053421	37.6171
23.67194472	35.3944
23.56434244	33.7401
23.45771395	32.662
23.35204611	31.5126
23.24732598	30.3173
23.14354087	29.204
23.04067832	28.5585
22.93872607	28.4189
22.83767211	27.6962
22.7375046	26.6718
22.63821194	25.9921
22.53978272	25.2265
22.44220571	24.8984
22.3454699	25.33
22.24956446	26.3163
22.15447875	27.0165
22.06020229	27.5556
21.96677306	27.5204
21.87408402	26.6659
21.7821739	25.3144
21.69103293	23.916
21.60065148	22.0058
21.5110201	20.0136
21.42212949	18.1611
21.33397051	16.7587
21.24653416	15.665
21.15981159	14.9736
21.0737941	14.8916
20.98847313	15.1484
20.90384024	15.7617
20.81988716	16.4189
20.73660571	17.33
20.65398787	18.4765
20.57202575	19.665
20.49071156	20.7841
20.41003766	21.8154
20.3299965	22.5654
20.25058069	23.1308
20.1717829	23.4589
20.09359597	23.5966
20.01601281	23.9047
19.93906621	24.33
19.8626695	24.8242
19.78685599	25.4457
19.71161901	26.3383
19.63695203	27.2284
19.56284859	28.2211
19.48930232	29.0531
19.41630698	29.9902
19.34385639	31.0102
19.27194448	32.057
19.20056526	33.0224
19.12971284	33.9101
19.05938141	34.873
18.98956523	35.6469
18.92025868	36.3573
18.85145618	36.8808
18.78315226	37.5692
18.71534153	38.4042
18.64801865	39.2973
18.58117838	40.3344
18.51481556	41.6796
18.44892507	43.4354
18.38350191	45.1742
18.31854111	46.6996
18.25407111	48.0883
18.19002023	49.5409
18.12641726	50.6571
18.06325753	51.8231
18.00053642	52.9159
17.93824937	54.1761
17.8763919	55.3246
17.81495958	56.3377
17.75394803	57.2113
17.69335296	58.3343
17.63317011	59.4813
17.57339529	60.2835
17.51402436	61.1639
17.45505324	62.0203
17.39647791	62.8602
17.3382944	63.495
17.28049878	64.221
17.2230872	64.8035
17.16605584	65.4676
17.10940093	65.8719
17.05311876	66.2576
16.99720566	66.5745
16.94165801	66.828
16.88647225	67.117
16.83167317	67.3153
16.77720046	67.6092
16.72307919	67.8524
16.66930597	68.2855
16.61587747	68.5662
16.56279037	68.9705
16.51004141	69.3089
16.45762737	69.6932
16.40554507	69.9691
16.35379138	70.1697
16.30236319	70.3611
16.25125744	70.4886
16.20047111	70.7132
16.15000121	70.702
16.0998448	70.9432
16.04999896	71.1111
16.00048641	71.3406
15.95125297	71.3714
15.90232158	71.4549
15.85368947	71.4017
15.80535391	71.348
15.75731218	71.1033
15.70956162	70.7288
15.6620996	70.4383
15.61492349	69.907
15.56803074	69.1737
15.52141878	68.1219
15.47508511	66.9427
15.42902725	65.4945
15.38324273	63.9886
15.33772913	62.5614
15.29248405	61.6668
15.24750513	61.6483
15.20279002	62.3285
15.1583364	63.4261
15.114142	64.598
15.07020455	65.8411
15.02652181	66.6048
14.98309158	67.1497
14.93991168	67.5501
14.89700213	67.9818
14.85431629	68.2757
14.81187438	68.5067
14.76967431	68.6717
14.72771402	68.8035
14.68599147	68.783
14.64450465	68.4525
14.60325156	67.8651
14.56223023	67.0267
14.52143873	66.265
14.48087511	65.4447
14.44053748	65.0316
14.40042395	65.242
14.36053266	66.1356
14.32086177	67.408
14.28140946	68.9124
14.24217393	70.5418
14.20315338	72.1048
14.16434607	73.595
14.12575025	74.7557
14.0873642	75.6761
14.0491862	76.4158
14.01121458	77.1795
13.97344765	77.8328
13.93590321	78.4373
13.89854065	79.0057
13.8613779	79.4236
13.82441336	79.6514
13.78764544	79.7452
13.75107258	80.1004
13.71469324	80.4385
13.67850587	80.8995
13.64250897	81.21
13.60670103	81.6426
13.57108057	81.9346
13.53564612	82.3233
13.50039624	82.6885
13.46532947	83.0137
13.4304444	83.125
13.39573962	83.284
13.36121373	83.5235
13.32686536	83.5691
13.29269314	83.6641
13.25869572	83.7891
13.22487175	83.9173
13.19121992	83.7696
13.15773892	83.5789
13.12442745	83.3875
13.09130135	83.3513
13.05832501	83.2576
13.02551438	82.7859
12.99286821	82.2989
12.96038529	81.9685
12.92806437	81.7315
12.89590426	80.9974
12.86390376	80.4558
12.83206168	80.1082
12.80037684	79.9131
12.7688481	79.6443
12.73747429	79.6111
12.70625427	79.9666
12.67518693	80.324
12.64427113	80.6426
12.61350579	80.9229
12.58290562	81.5682
12.55243781	82.1678
12.52211719	82.5379
12.4919427	82.7273
12.46191328	83.1836
12.43202789	83.5525
12.40228549	83.7666
12.37268507	83.9363
12.34322561	84.1426
12.31390609	84.4734
12.28472554	84.7176
12.25568296	84.9073
12.22677738	84.9534
12.19800782	85.1902
12.16937334	85.3689
12.14087298	85.4151
12.1125058	85.4422
12.08427087	85.4873
12.05616727	85.5323
12.02819409	85.4268
12.00035041	85.447
11.97263534	85.3181
11.945048	85.284
11.9175875	85.0252
11.8902671	84.8357
11.86305761	84.5408
11.83597236	84.3926
11.80901051	84.1106
11.78217122	83.6936
11.75545365	83.324
11.72885698	82.9051
11.70238038	82.5157
11.67602305	82.0232
11.64978419	81.5625
11.62366299	81.0721
11.59765866	80.6446
11.57177043	80.2566
11.54599752	79.8291
11.52033916	79.3594
11.49479458	78.8328
11.46936304	78.4268
11.44404378	77.9144
11.41883606	77.5213
11.39373914	77.2395
11.3687523	77.085
11.34387482	76.7669
11.31910597	76.6416
11.29444505	76.638
11.26990406	76.6209
11.24545684	76.5284
11.22111545	76.368
11.19687921	76.219
11.17274743	75.9549
11.14871946	75.7908
11.12479461	75.4559
11.10097222	75.1463
11.07725165	74.7977
11.05363222	74.4476
11.03011331	74.0315
11.00669427	73.5452
10.98337447	73.0198
10.96015327	72.4192
10.93703005	71.8431
10.9140042	71.1468
10.89107509	70.4883
10.86824213	69.7606
10.8455047	69.033
10.82286221	68.1778
10.80031407	67.2083
10.77785969	66.2025
10.75549848	65.1239
10.73322986	64.0228
10.71106474	62.7247
10.68897956	61.4686
10.66698525	60.0963
10.64508128	58.6759
10.62326708	57.0362
10.6015421	55.3675
10.5799058	53.5306
10.55835763	51.5155
10.53689705	49.3695
10.51552354	47.1205
10.49423657	44.7589
10.4730356	42.2931
10.45192012	39.829
10.43088962	37.2443
10.40994358	34.6503
10.38908149	32.0082
10.36830285	29.3688
10.34760717	26.8229
10.32699394	24.4777
10.30646267	22.383
10.28601287	20.6093
10.26564407	19.2375
10.24535578	18.1782
10.22514752	17.3769
10.20502924	16.7485
10.1849796	16.364
10.16500858	16.1516
10.14511574	16.1762
10.12530059	16.4853
10.10556271	16.9174
10.08590162	17.4243
10.0663169	17.8701
10.04680808	18.163
10.02737473	18.1318
10.00801642	17.8584
9.98873271	17.3195
9.969523168	16.5651
9.950387369	15.6745
9.931324888	14.7177
9.912335307	13.7221
9.893427994	12.6994
9.874582922	11.7072
9.855809507	10.7551
9.83710734	9.8647
9.818476015	9.0534
9.799915133	8.3247
9.781424293	7.6582
9.7630031	7.093
9.744651161	6.6711
9.726368087	6.3638
9.70815349	6.2268
9.690006986	6.2263
9.671928196	6.3144
9.653916739	6.5415
9.635972241	6.9397
9.618094328	7.466
9.600282632	8.1235
9.582536785	8.9096
9.564856422	9.8227
9.547241181	10.8352
9.529690704	11.9262
9.512204634	13.0908
9.494782617	14.2954
9.477424301	15.5107
9.460138288	16.6455
9.4429063	17.6506
9.425736975	18.496
9.408629972	19.1645
9.391584952	19.5244
9.374601579	19.5109
9.35767952	19.2019
9.340818443	18.7412
9.324018018	18.3361
9.307277919	18.0903
9.290597822	18.1606
9.273977405	18.5766
9.257416348	19.3666
9.240914333	20.4406
9.224471046	21.7023
9.208086173	23.0263
9.191759404	24.2914
9.17549043	25.4868
9.159278945	26.6105
9.143124645	27.621
9.127027227	28.4418
9.110986392	29.0424
9.095001842	29.3271
9.079073281	29.3168
9.06320863	29.0832
9.04739114	28.7817
9.031628764	28.6547
9.015921215	28.8793
9.000268208	29.507
8.984669459	30.4584
8.969124685	31.6405
8.953633608	32.9076
8.93819595	34.1623
8.922811435	35.3117
8.907479789	36.3427
8.89220074	37.2179
8.876974017	38.0119
8.861799353	38.7978
8.846676481	39.5697
8.831605135	40.3673
8.816585054	41.1898
8.801615977	42.0814
8.786697643	42.9545
8.771829795	43.837
8.757012178	44.6918
8.742244536	45.5216
8.727526619	46.34
8.712858175	47.1185
8.69824652	47.8461
8.683676252	48.5233
8.669154714	49.2084
8.654681663	49.8578
8.640256858	50.5067
8.625880055	51.0839
8.611551018	51.5997
8.597269507	52.0082
8.583035287	52.326
8.568848124	52.5155
8.554707784	52.5785
8.540614036	52.5768
8.52656665	52.4857
8.512565398	52.413
8.498610052	52.371
8.484700388	52.4894
8.470836182	52.6861
8.45701721	52.9203
8.443243252	53.1053
8.429514089	53.2191
8.415829502	53.2787
8.402189274	53.3065
8.388593191	53.4486
8.375041038	53.6957
8.361539594	54.1332
8.348074642	54.7113
8.334652987	55.4481
8.32127442	56.2645
8.307938734	57.1488
8.294645723	58.0516
8.281395183	58.9066
8.268186911	59.806
