   5.2500000e-01   1.8610900e+03   5.0000000e-05   0.0000000e+00   0.0000000e+00   0.0000000e+00
   5.2750000e-01   1.8859301e+03   3.1000000e-04   0.0000000e+00   0.0000000e+00   0.0000000e+00
   5.3000000e-01   1.9107800e+03   2.7000000e-04   0.0000000e+00   0.0000000e+00   0.0000000e+00
   5.3250000e-01   1.9046801e+03   2.3000000e-04   0.0000000e+00   0.0000000e+00   0.0000000e+00
   5.3500000e-01   1.8985800e+03   1.1500000e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00
   5.3750000e-01   1.8757300e+03   5.5300000e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00
   5.4000000e-01   1.8528800e+03   3.5630000e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00
   5.4250000e-01   1.8656400e+03   2.8798000e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00
   5.4500000e-01   1.8783900e+03   7.1680000e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00
   5.4750000e-01   1.8747400e+03   8.7792000e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00
   5.5000000e-01   1.8710900e+03   6.5863000e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00
   5.5250000e-01   1.8724399e+03   7.9806000e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00
   5.5500000e-01   1.8737900e+03   8.9286000e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00
   5.5750000e-01   1.8503900e+03   9.5070000e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00
   5.6000000e-01   1.8269900e+03   9.9529000e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00
   5.6250000e-01   1.8370400e+03   8.8519000e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00
   5.6500000e-01   1.8470900e+03   4.8041000e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00
   5.6750000e-01   1.8411801e+03   7.7040000e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00
   5.7000000e-01   1.8352800e+03   9.4500000e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00
   5.7250000e-01   1.8494800e+03   9.0000000e-04   0.0000000e+00   0.0000000e+00   0.0000000e+00
   5.7500000e-01   1.8636899e+03   4.1000000e-04   0.0000000e+00   0.0000000e+00   0.0000000e+00
   5.7750000e-01   1.8510300e+03   1.5000000e-04   0.0000000e+00   0.0000000e+00   0.0000000e+00
   5.8000000e-01   1.8383800e+03   7.0000000e-05   0.0000000e+00   0.0000000e+00   0.0000000e+00
   5.8250000e-01   1.8407300e+03   1.0000000e-05   0.0000000e+00   0.0000000e+00   0.0000000e+00
   5.8500000e-01   1.8430800e+03   2.0000000e-05   0.0000000e+00   0.0000000e+00   0.0000000e+00
   5.8750000e-01   1.8028300e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   5.9000000e-01   1.7625800e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   5.9250000e-01   1.7787800e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   5.9500000e-01   1.7949900e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   5.9750000e-01   1.7774800e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   6.0000000e-01   1.7599800e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   6.0250000e-01   1.7647300e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   6.0500000e-01   1.7694900e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   6.0750000e-01   1.7534800e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   6.1000000e-01   1.7374800e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   6.1250000e-01   1.7131400e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   6.1500000e-01   1.6888000e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   6.1750000e-01   1.7028800e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   6.2000000e-01   1.7169700e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   6.2250000e-01   1.6960699e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   6.2500000e-01   1.6751700e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   6.2750000e-01   1.6720300e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   6.3000000e-01   1.6688900e+03   0.0000000e+00   9.0000000e-05   0.0000000e+00   0.0000000e+00
   6.3250000e-01   1.6635601e+03   0.0000000e+00   7.0000000e-05   0.0000000e+00   0.0000000e+00
   6.3500000e-01   1.6582300e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   6.3750000e-01   1.6477500e+03   0.0000000e+00   1.4000000e-04   0.0000000e+00   0.0000000e+00
